measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-01-01,679.241,4382.0,4382.0
2019-02-01,649.3,4189.0,4189.0
2019-03-01,604.466,3900.0,3900.0
2019-04-01,531.884,3431.0,3431.0
2019-05-01,515.625,3326.0,3326.0
2019-06-01,686.897,4431.0,4431.0
2019-07-01,1168.973,7541.0,7541.0
2019-08-01,1021.926,6592.0,6592.0
2019-09-01,730.057,4709.0,4709.0
2019-10-01,615.58,3971.0,3971.0
2019-11-01,649.97,4193.0,4193.0
2019-12-01,725.081,4677.0,4677.0
2020-01-01,663.026,4560.0,4560.0
2020-02-01,622.946,4285.0,4285.0
2020-03-01,609.837,4195.0,4195.0
2020-04-01,435.152,2993.0,2993.0
2020-05-01,508.472,3498.0,3498.0
2020-06-01,808.856,5563.0,5563.0
2020-07-01,1164.673,8011.0,8011.0
2020-08-01,1037.404,7136.0,7136.0
2020-09-01,814.035,5600.0,5600.0
2020-10-01,609.631,4194.0,4194.0
2020-11-01,628.438,4322.0,4322.0
2020-12-01,640.53,4406.0,4406.0
2021-01-01,634.399,4627.0,4627.0
2021-02-01,533.168,3889.0,3889.0
2021-03-01,525.67,3835.0,3835.0
2021-04-01,447.093,3261.0,3261.0
2021-05-01,565.434,4124.0,4124.0
2021-06-01,803.511,5861.0,5861.0
2021-07-01,894.002,6521.0,6521.0
2021-08-01,972.717,7095.0,7095.0
2021-09-01,661.543,4826.0,4826.0
2021-10-01,654.527,4774.0,4774.0
2021-11-01,659.48,4810.0,4810.0
2021-12-01,653.456,4766.0,4766.0
2022-01-01,446.948,3257.0,3257.0
2022-02-01,410.792,2994.0,2994.0
2022-03-01,449.909,3280.0,3280.0
2022-04-01,492.606,3591.0,3591.0
2022-05-01,577.634,4211.0,4211.0
2022-06-01,605.224,4411.0,4411.0
2022-07-01,816.92,5954.0,5954.0
2022-08-01,813.737,5932.0,5932.0
2022-09-01,552.059,4024.0,4024.0
2022-10-01,519.024,3783.0,3783.0
2022-11-01,479.892,3498.0,3498.0
2022-12-01,512.255,3734.0,3734.0
2023-01-01,564.163,4076.0,4076.0
2023-02-01,508.57,3674.0,3674.0
2023-03-01,493.549,3566.0,3566.0
2023-04-01,436.058,3151.0,3151.0
2023-05-01,492.881,3561.0,3561.0
2023-06-01,655.668,4737.0,4737.0
2023-07-01,953.937,6892.0,6892.0
2023-08-01,750.488,5422.0,5422.0
2023-09-01,677.031,4891.0,4891.0
2023-10-01,530.942,3836.0,3836.0
2023-11-01,637.513,4606.0,4606.0
2023-12-01,610.2,4408.0,4408.0
2024-01-01,684.0,4906.0,4906.0
2024-02-01,630.0,4522.0,4522.0
2024-03-01,672.0,4828.0,4828.0
2024-04-01,637.0,4603.0,4603.0
2024-05-01,650.0,4717.0,4717.0
2024-06-01,681.0,4853.0,4853.0
2024-07-01,710.0,5045.0,5045.0
2024-08-01,699.0,4977.0,4977.0
2024-09-01,669.0,4780.0,4780.0
2024-10-01,680.0,4888.0,4888.0
2024-11-01,648.0,4648.0,4648.0
2024-12-01,664.0,4800.0,4800.0
