measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,471.0,7470.0,7470.0,0.0,0.0,0.0
2003-03-01,399.0,7105.0,7105.0,0.0,0.0,0.0
2003-06-01,11.0,128.0,128.0,2247.0,25037.0,25037.0
2003-07-01,0.0,0.0,0.0,18274.0,189494.0,189494.0
2003-08-01,26.0,267.0,267.0,19500.0,201572.0,201572.0
2003-10-01,0.0,0.0,0.0,242.0,4305.0,4305.0
2003-11-01,-156.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,-156.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,3902.0,44416.0,44416.0,0.0,0.0,0.0
2004-02-01,48.0,2871.0,2871.0,0.0,0.0,0.0
2004-03-01,359.0,5831.0,5831.0,0.0,0.0,0.0
2004-04-01,218.0,4201.0,4201.0,45.0,873.0,873.0
2004-05-01,181.0,1995.0,1995.0,3239.0,35413.0,35413.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,31.0,1633.0,1633.0,20.0,1026.0,1026.0
2004-11-01,318.0,3801.0,3801.0,661.0,7943.0,7943.0
2004-12-01,49.0,624.0,624.0,921.0,11214.0,11214.0
2005-01-01,189.0,2231.0,2231.0,1481.0,17374.0,17374.0
2005-02-01,0.0,0.0,0.0,136.0,2942.7,2942.7
2005-03-01,40.0,1380.0,1380.0,44.0,1526.11,1526.11
2005-04-01,24.0,247.25,247.25,8658.0,89767.79,89767.79
2005-05-01,0.0,0.0,0.0,4432.0,49336.38,49336.38
2005-06-01,5.0,51.75,51.75,32220.0,342110.23,342110.23
2005-07-01,0.0,0.0,0.0,33109.0,411235.64,411235.64
2005-08-01,0.0,0.0,0.0,41889.0,443202.14,443202.14
2005-09-01,0.0,0.0,0.0,19101.0,201044.33,201044.33
2005-10-01,4.0,46.0,46.0,4649.0,50626.25,50626.25
2005-11-01,35.0,396.75,396.75,1526.0,17055.0,17055.0
2005-12-01,1761.0,18158.5,18158.5,1473.0,15260.09,15260.09
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,1565.0,18169.0,18169.0
2006-05-01,0.0,0.0,0.0,6755.0,61020.0,61020.0
2006-06-01,0.0,0.0,0.0,17654.0,184608.0,184608.0
2006-07-01,0.0,0.0,0.0,28522.0,302240.0,302240.0
2006-08-01,0.0,0.0,0.0,27165.0,285892.0,285892.0
2006-09-01,0.0,0.0,0.0,4886.0,51197.0,51197.0
2006-10-01,43.0,449.0,449.0,5173.0,54076.0,54076.0
2006-11-01,0.0,0.0,0.0,2330.0,23450.0,23450.0
2006-12-01,47.0,472.0,472.0,1908.0,19060.0,19060.0
2007-01-01,0.0,0.0,0.0,4391.0,48906.0,48906.0
2007-02-01,0.0,0.0,0.0,4510.0,40097.0,40097.0
2007-03-01,14.749,161.0,161.0,1576.251,17206.0,17206.0
2007-04-01,8.994,92.0,92.0,13969.006000000001,142884.0,142884.0
2007-05-01,0.0,0.0,0.0,16663.0,173742.0,173742.0
2007-06-01,0.0,0.0,0.0,16870.0,177745.0,177745.0
2007-07-01,0.0,0.0,0.0,19415.0,203825.0,203825.0
2007-08-01,0.0,0.0,0.0,41617.0,439459.0,439459.0
2007-09-01,0.0,0.0,0.0,22270.0,236029.0,236029.0
2007-10-01,10.925,115.0,115.0,14700.075,154736.0,154736.0
2007-11-01,0.0,0.0,0.0,4843.0,51095.0,51095.0
2007-12-01,54.548,558.0,558.0,8330.452000000001,85179.0,85179.0
2008-01-01,0.0,0.0,0.0,5423.0,56022.0,56022.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,8255.0,84926.0,84926.0
2008-05-01,0.0,0.0,0.0,2193.0,23259.0,23259.0
2008-06-01,0.0,0.0,0.0,918.0,9111.0,9111.0
2008-07-01,0.0,0.0,0.0,13507.0,144271.0,144271.0
2008-08-01,0.0,0.0,0.0,11917.0,126510.0,126510.0
2008-09-01,0.0,0.0,0.0,14483.0,141936.0,141936.0
2008-10-01,0.0,0.0,0.0,16443.0,171579.0,171579.0
2008-11-01,120.46300000000001,920.0,920.0,413.53700000000003,3158.0,3158.0
2008-12-01,169.905,1794.0,1794.0,1933.095,20411.0,20411.0
2009-01-01,92.583,1012.0,1012.0,252.417,2759.0,2759.0
2009-02-01,0.0,0.0,0.0,2100.0,23752.0,23752.0
2009-03-01,298.53,2808.0,2808.0,1706.47,16051.0,16051.0
2009-04-01,0.0,0.0,0.0,2056.0,23664.0,23664.0
2009-05-01,0.0,0.0,0.0,6287.0,65823.0,65823.0
2009-06-01,0.0,0.0,0.0,18460.0,130044.0,130044.0
2009-07-01,0.0,0.0,0.0,6492.0,68098.0,68098.0
2009-08-01,0.0,0.0,0.0,13180.0,137488.0,137488.0
2009-09-01,0.0,0.0,0.0,4404.0,46652.0,46652.0
2009-10-01,63.187000000000005,644.0,644.0,5605.813,57174.0,57174.0
2009-11-01,0.0,0.0,0.0,3586.0,37318.0,37318.0
2009-12-01,0.0,0.0,0.0,5908.0,61362.0,61362.0
2010-01-01,0.0,0.0,0.0,9123.0,93011.0,93011.0
2010-02-01,2.262,23.0,23.0,7703.738,78374.0,78374.0
2010-03-01,0.0,0.0,0.0,1495.0,15820.0,15820.0
2010-04-01,0.0,0.0,0.0,3659.0,38626.0,38626.0
2010-05-01,0.0,0.0,0.0,10178.0,106497.0,106497.0
2010-06-01,0.0,0.0,0.0,13955.0,148291.0,148291.0
2010-07-01,0.0,0.0,0.0,28198.0,296466.0,296466.0
2010-08-01,0.0,0.0,0.0,27534.0,289120.0,289120.0
2010-09-01,0.0,0.0,0.0,4154.0,46293.0,46293.0
2010-10-01,0.0,0.0,0.0,356.0,6959.0,6959.0
2010-11-01,0.0,0.0,0.0,3319.0,35579.0,35579.0
2010-12-01,0.0,0.0,0.0,5416.0,53801.0,53801.0
2011-01-01,0.0,0.0,0.0,2026.0,21257.0,21257.0
2011-02-01,0.0,0.0,0.0,2181.0,22988.0,22988.0
2011-03-01,1.422,23.0,23.0,1728.578,28204.0,28204.0
2011-04-01,0.0,0.0,0.0,1520.0,16677.0,16677.0
2011-05-01,0.0,0.0,0.0,6706.0,72116.0,72116.0
2011-06-01,0.0,0.0,0.0,13722.0,148833.0,148833.0
2011-07-01,0.0,0.0,0.0,38350.0,424486.0,424486.0
2011-08-01,0.0,0.0,0.0,22121.0,245846.0,245846.0
2011-09-01,0.0,0.0,0.0,8328.0,94491.0,94491.0
2011-10-01,0.0,0.0,0.0,1573.0,18893.0,18893.0
2011-11-01,0.0,0.0,0.0,586.0,8468.0,8468.0
2011-12-01,0.0,0.0,0.0,-69.0,1967.0,1967.0
2012-01-01,0.0,0.0,0.0,56.0,3401.0,3401.0
2012-02-01,-0.005,0.0,0.0,-231.995,0.0,0.0
2012-03-01,0.0,0.0,0.0,127.0,4069.0,4069.0
2012-04-01,0.0,0.0,0.0,2407.0,28473.0,28473.0
2012-05-01,0.0,0.0,0.0,7856.0,88024.0,88024.0
2012-06-01,0.0,0.0,0.0,13148.0,147681.0,147681.0
2012-07-01,0.0,0.0,0.0,41143.0,454780.0,454780.0
2012-08-01,0.0,0.0,0.0,13382.0,149664.0,149664.0
2012-09-01,0.0,0.0,0.0,3560.0,41182.0,41182.0
2012-10-01,0.0,0.0,0.0,192.0,5635.0,5635.0
2012-11-01,0.0,0.0,0.0,683.0,9165.0,9165.0
2012-12-01,0.0,0.0,0.0,-76.0,3573.0,3573.0
2013-01-01,0.0,0.0,0.0,75.0,7516.0,7516.0
2013-02-01,0.0,0.0,0.0,-255.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,-105.0,2354.0,2354.0
2013-04-01,0.0,0.0,0.0,245.0,5289.0,5289.0
2013-05-01,0.0,0.0,0.0,1583.0,19884.0,19884.0
2013-06-01,0.0,0.0,0.0,2072.0,24410.0,24410.0
2013-07-01,0.0,0.0,0.0,11489.0,127143.0,127143.0
2013-08-01,0.0,0.0,0.0,9782.0,108571.0,108571.0
2013-09-01,0.0,0.0,0.0,9023.0,100597.0,100597.0
2013-10-01,0.0,0.0,0.0,498.0,8299.0,8299.0
2013-11-01,0.0,0.0,0.0,219.0,7012.0,7012.0
2013-12-01,0.0,0.0,0.0,4407.0,49516.0,49516.0
2014-01-01,0.0,0.0,0.0,7039.0,77294.0,77294.0
2014-02-01,0.0,0.0,0.0,7199.0,77545.0,77545.0
2014-03-01,0.0,0.0,0.0,3070.0,34269.0,34269.0
