measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,7470.0,77187.51,77187.51
2001-02-01,6662.0,68838.45,68838.45
2001-03-01,6933.0,71638.69,71638.69
2001-04-01,6305.0,65149.57,65149.57
2001-05-01,6375.0,65872.88,65872.88
2001-06-01,6014.0,62142.66,62142.66
2001-07-01,5864.0,60592.71,60592.71
2001-08-01,5874.0,60696.04,60696.04
2001-09-01,5813.0,60065.73,60065.73
2001-10-01,4473.0,46219.51,46219.51
2001-11-01,6995.0,72279.34,72279.34
2001-12-01,7328.0,75720.22,75720.22
2002-01-01,7763.0,78973.0,78973.0
2002-02-01,6874.0,69929.2,69929.2
2002-03-01,7352.0,74791.9,74791.9
2002-04-01,6548.0,66612.8,66612.8
2002-05-01,6396.0,65066.51,65066.51
2002-06-01,0.0,0.0,0.0
2002-07-01,6109.0,62146.86,62146.86
2002-08-01,5943.0,60458.14,60458.14
2002-09-01,3982.0,40508.89,40508.89
2002-10-01,6195.0,63021.74,63021.74
2002-11-01,6463.0,65748.1,65748.1
2002-12-01,6700.0,68159.1,68159.1
