measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-07-01,719.149,6639.0,6639.0
2016-08-01,946.137,8735.0,8735.0
2016-09-01,678.897,6268.0,6268.0
2016-10-01,522.395,4823.0,4823.0
2016-11-01,372.31,3437.0,3437.0
2016-12-01,602.112,5559.0,5559.0
2017-01-01,610.074,5621.0,5621.0
2017-02-01,744.765,6862.0,6862.0
2017-03-01,916.883,8447.0,8447.0
2017-04-01,998.695,9201.0,9201.0
2017-05-01,1091.781,10059.0,10059.0
2017-06-01,933.798,8603.0,8603.0
2017-07-01,1042.08,9601.0,9601.0
2017-08-01,940.786,8667.0,8667.0
2017-09-01,903.449,8323.0,8323.0
2017-10-01,786.703,7248.0,7248.0
2017-11-01,694.874,6402.0,6402.0
2017-12-01,568.112,5234.0,5234.0
2018-01-01,620.345,5648.0,5648.0
2018-02-01,543.741,4950.0,4950.0
2018-03-01,785.474,7151.0,7151.0
2018-04-01,964.486,8781.0,8781.0
2018-05-01,958.06,8722.0,8722.0
2018-06-01,1030.676,9383.0,9383.0
2018-07-01,973.165,8860.0,8860.0
2018-08-01,993.691,9047.0,9047.0
2018-09-01,657.887,5989.0,5989.0
2018-10-01,708.329,6449.0,6449.0
2018-11-01,513.677,4677.0,4677.0
2018-12-01,424.469,3864.0,3864.0
2019-01-01,534.973,4764.0,4764.0
2019-02-01,515.596,4591.0,4591.0
2019-03-01,854.292,7607.0,7607.0
2019-04-01,877.902,7818.0,7818.0
2019-05-01,997.359,8881.0,8881.0
2019-06-01,966.548,8607.0,8607.0
2019-07-01,1074.523,9569.0,9569.0
2019-08-01,956.877,8521.0,8521.0
2019-09-01,872.6,7771.0,7771.0
2019-10-01,691.909,6161.0,6161.0
2019-11-01,595.869,5306.0,5306.0
2019-12-01,528.552,4707.0,4707.0
2020-01-01,523.001,4585.0,4585.0
2020-02-01,537.49,4712.0,4712.0
2020-03-01,687.502,6027.0,6027.0
2020-04-01,933.808,8187.0,8187.0
2020-05-01,934.551,8193.0,8193.0
2020-06-01,909.202,7971.0,7971.0
2020-07-01,1017.011,8916.0,8916.0
2020-08-01,816.618,7159.0,7159.0
2020-09-01,691.608,6063.0,6063.0
2020-10-01,701.17,6147.0,6147.0
2020-11-01,586.432,5141.0,5141.0
2020-12-01,495.607,4345.0,4345.0
2021-01-01,453.92,4014.0,4014.0
2021-02-01,443.419,3922.0,3922.0
2021-03-01,727.423,6433.0,6433.0
2021-04-01,977.456,8645.0,8645.0
2021-05-01,985.035,8712.0,8712.0
2021-06-01,907.418,8025.0,8025.0
2021-07-01,980.471,8671.0,8671.0
2021-08-01,893.624,7903.0,7903.0
2021-09-01,835.926,7393.0,7393.0
2021-10-01,686.345,6070.0,6070.0
2021-11-01,645.442,5708.0,5708.0
2021-12-01,471.521,4170.0,4170.0
2022-01-01,555.99,1897.0,1897.0
2022-02-01,620.396,2117.0,2117.0
2022-03-01,808.947,2760.0,2760.0
2022-04-01,1050.055,3583.0,3583.0
2022-05-01,995.326,3396.0,3396.0
2022-06-01,1051.879,3589.0,3589.0
2022-07-01,936.49,3195.0,3195.0
2022-08-01,910.984,3108.0,3108.0
2022-09-01,852.892,2910.0,2910.0
2022-10-01,715.109,2440.0,2440.0
2022-11-01,558.451,1905.0,1905.0
2022-12-01,437.481,1493.0,1493.0
2023-01-01,600.0,2047.0,2047.0
2023-02-01,596.0,2034.0,2034.0
2023-03-01,757.0,2583.0,2583.0
2023-04-01,919.0,3136.0,3136.0
2023-05-01,879.0,2999.0,2999.0
2023-06-01,932.0,3180.0,3180.0
2023-07-01,942.0,3214.0,3214.0
2023-08-01,937.0,3197.0,3197.0
2023-09-01,847.0,2890.0,2890.0
2023-10-01,823.0,2808.0,2808.0
2023-11-01,661.0,2255.0,2255.0
2023-12-01,589.0,2010.0,2010.0
2024-01-01,639.0,2180.0,2180.0
2024-02-01,725.0,2474.0,2474.0
2024-03-01,853.0,2910.0,2910.0
2024-04-01,908.0,3098.0,3098.0
2024-05-01,867.0,2958.0,2958.0
2024-06-01,944.0,3221.0,3221.0
2024-07-01,867.0,2958.0,2958.0
2024-08-01,847.0,2890.0,2890.0
2024-09-01,678.0,2313.0,2313.0
2024-10-01,821.0,2801.0,2801.0
2024-11-01,607.0,2071.0,2071.0
2024-12-01,587.0,2003.0,2003.0
