measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-10-01,142.773,1263.0,1263.0
2021-11-01,113.603,1005.0,1005.0
2021-12-01,77.624,687.0,687.0
2022-01-01,129.322,441.0,441.0
2022-02-01,154.253,526.0,526.0
2022-03-01,204.506,698.0,698.0
2022-04-01,230.69,787.0,787.0
2022-05-01,270.375,923.0,923.0
2022-06-01,281.528,961.0,961.0
2022-07-01,271.53,926.0,926.0
2022-08-01,252.114,860.0,860.0
2022-09-01,212.763,726.0,726.0
2022-10-01,196.016,669.0,669.0
2022-11-01,145.313,496.0,496.0
2022-12-01,101.59,347.0,347.0
2023-01-01,105.0,358.0,358.0
2023-02-01,134.0,457.0,457.0
2023-03-01,175.0,597.0,597.0
2023-04-01,270.0,921.0,921.0
2023-05-01,265.0,904.0,904.0
2023-06-01,266.0,908.0,908.0
2023-07-01,277.0,945.0,945.0
2023-08-01,236.0,805.0,805.0
2023-09-01,185.0,631.0,631.0
2023-10-01,165.0,563.0,563.0
2023-11-01,129.0,440.0,440.0
2023-12-01,90.0,307.0,307.0
2024-01-01,81.0,276.0,276.0
2024-02-01,123.0,420.0,420.0
2024-03-01,184.0,628.0,628.0
2024-04-01,226.0,771.0,771.0
2024-05-01,279.0,952.0,952.0
2024-06-01,257.0,877.0,877.0
2024-07-01,247.0,843.0,843.0
2024-08-01,225.0,768.0,768.0
2024-09-01,196.0,669.0,669.0
2024-10-01,146.0,498.0,498.0
2024-11-01,110.0,375.0,375.0
2024-12-01,80.0,273.0,273.0
