measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2021-01-01,29.239,412.0,412.0
2021-02-01,28.434,400.0,400.0
2021-03-01,22.16,311.0,311.0
2021-04-01,25.243,354.0,354.0
2021-05-01,28.894,406.0,406.0
2021-06-01,39.33,552.0,552.0
2021-07-01,43.328,608.0,608.0
2021-08-01,44.185,620.0,620.0
2021-09-01,37.337,524.0,524.0
2021-10-01,31.594,444.0,444.0
2021-11-01,25.987,365.0,365.0
2021-12-01,27.269,383.0,383.0
2022-01-01,29.521,430.0,430.0
2022-02-01,26.28,382.0,382.0
2022-03-01,20.927,304.0,304.0
2022-04-01,21.815,317.0,317.0
2022-05-01,32.227,468.0,468.0
2022-06-01,39.229,570.0,570.0
2022-07-01,46.228,672.0,672.0
2022-08-01,46.468,676.0,676.0
2022-09-01,39.17,569.0,569.0
2022-10-01,30.273,440.0,440.0
2022-11-01,28.374,413.0,413.0
2022-12-01,31.488,457.0,457.0
2023-01-01,26.39,384.0,384.0
2023-02-01,24.888,362.0,362.0
2023-03-01,24.563,358.0,358.0
2023-04-01,23.722,344.0,344.0
2023-05-01,33.868,492.0,492.0
2023-06-01,39.124,569.0,569.0
2023-07-01,42.907,624.0,624.0
2023-08-01,47.226,686.0,686.0
2023-09-01,39.785,578.0,578.0
2023-10-01,29.367,427.0,427.0
2023-11-01,27.228,396.0,396.0
2023-12-01,28.932,421.0,421.0
2024-01-01,27.994,419.0,419.0
2024-02-01,19.328,289.0,289.0
2024-03-01,21.934,328.0,328.0
2024-04-01,20.607,308.0,308.0
2024-05-01,27.533,412.0,412.0
2024-06-01,31.063,464.0,464.0
2024-07-01,33.576,502.0,502.0
2024-08-01,37.939,568.0,568.0
2024-09-01,31.479,470.0,470.0
2024-10-01,27.268,408.0,408.0
2024-11-01,21.845,326.0,326.0
2024-12-01,23.434,350.0,350.0
