measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,27.051000000000002,387.0,387.0,189.729,2831.0,2831.0
2003-02-01,22.353,320.0,320.0,156.775,2339.0,2339.0
2003-03-01,23.739,339.0,339.0,166.496,2484.0,2484.0
2003-04-01,22.611,323.0,323.0,158.58700000000002,2366.0,2366.0
2003-05-01,23.288,333.0,333.0,163.334,2437.0,2437.0
2003-06-01,24.568,351.0,351.0,172.312,2571.0,2571.0
2003-07-01,29.576,423.0,423.0,207.44,3095.0,3095.0
2003-08-01,28.589000000000002,409.0,409.0,200.514,2992.0,2992.0
2003-09-01,23.018,329.0,329.0,161.44400000000002,2409.0,2409.0
2003-10-01,21.998,315.0,315.0,154.287,2302.0,2302.0
2003-11-01,18.428,264.0,264.0,129.25,1928.0,1928.0
2003-12-01,26.781000000000002,383.0,383.0,187.83100000000002,2802.0,2802.0
2004-01-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-02-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-03-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-04-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-05-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-06-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-07-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-08-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-09-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-10-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-11-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2004-12-01,24.667,492.0,492.0,166.833,3427.0,3427.0
2005-01-01,28.523,321.77,321.77,116.617,1366.65,1366.65
2005-02-01,14.476,163.31,163.31,96.80900000000001,1134.52,1134.52
2005-03-01,17.52,197.65,197.65,119.89,1405.0,1405.0
2005-04-01,18.256,205.95,205.95,118.129,1384.36,1384.36
2005-05-01,21.512,242.68,242.68,139.255,1631.94,1631.94
2005-06-01,19.477,219.72,219.72,175.743,2059.55,2059.55
2005-07-01,31.187,351.83,351.83,220.25900000000001,2581.24,2581.24
2005-08-01,34.513,389.35,389.35,228.16400000000002,2673.88,2673.88
2005-09-01,34.274,386.65,386.65,173.619,2034.66,2034.66
2005-10-01,20.451,230.72,230.72,138.7,1625.44,1625.44
2005-11-01,16.301000000000002,183.9,183.9,118.334,1386.77,1386.77
2005-12-01,35.509,400.59,400.59,115.482,1353.35,1353.35
2006-01-01,3.911,39.0,39.0,7.7010000000000005,81.0,81.0
2006-02-01,3.87,39.0,39.0,9.136000000000001,96.0,96.0
2006-03-01,3.3930000000000002,34.0,34.0,10.42,109.0,109.0
2006-04-01,4.476,45.0,45.0,11.656,122.0,122.0
2006-05-01,4.045,41.0,41.0,13.5,142.0,142.0
2006-06-01,4.838,49.0,49.0,17.203,181.0,181.0
2006-07-01,4.6930000000000005,47.0,47.0,21.627000000000002,227.0,227.0
2006-08-01,5.051,51.0,51.0,21.9,230.0,230.0
2006-09-01,3.588,36.0,36.0,14.901000000000002,156.0,156.0
2006-10-01,4.618,46.0,46.0,13.492,142.0,142.0
2006-11-01,4.031000000000001,40.0,40.0,10.02,105.0,105.0
2006-12-01,4.485,45.0,45.0,10.445,110.0,110.0
