measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2006-02-01,,,,889.9630000000001,3998.68,3998.68
2006-03-01,,,,798.988,3589.92,3589.92
2006-04-01,,,,726.4110000000001,3263.82,3263.82
2006-05-01,,,,845.399,3798.45,3798.45
2006-06-01,,,,574.974,2583.41,2583.41
2006-07-01,,,,762.633,3426.57,3426.57
2006-08-01,,,,749.614,3368.08,3368.08
2006-09-01,,,,697.0780000000001,3132.03,3132.03
2006-10-01,,,,798.802,3589.08,3589.08
2006-11-01,,,,877.393,3942.2,3942.2
2006-12-01,,,,899.8290000000001,4043.0,4043.0
2007-01-01,,,,765.847,4099.0,4099.0
2007-02-01,,,,699.587,3744.0,3744.0
2007-03-01,,,,755.517,4043.0,4043.0
2007-04-01,,,,707.363,3786.0,3786.0
2007-05-01,,,,703.139,3763.0,3763.0
2007-06-01,,,,744.5,3984.0,3984.0
2007-07-01,,,,760.54,4070.0,4070.0
2007-08-01,,,,763.6310000000001,4087.0,4087.0
2007-09-01,,,,736.086,3939.0,3939.0
2007-10-01,,,,651.921,3489.0,3489.0
2007-11-01,,,,750.129,4014.0,4014.0
2007-12-01,,,,760.739,4071.0,4071.0
2008-01-01,,,,619.849,3406.0,3406.0
2008-02-01,,,,643.947,3538.0,3538.0
2008-03-01,,,,696.359,3826.0,3826.0
2008-04-01,,,,666.134,3660.0,3660.0
2008-05-01,,,,597.303,3281.0,3281.0
2008-06-01,,,,641.62,3525.0,3525.0
2008-07-01,,,,675.197,3709.0,3709.0
2008-08-01,,,,694.566,3816.0,3816.0
2008-09-01,,,,631.253,3468.0,3468.0
2008-10-01,,,,673.1560000000001,3698.0,3698.0
2008-11-01,,,,696.034,3824.0,3824.0
2008-12-01,,,,712.582,3915.0,3915.0
2009-01-01,,,,419.28,3098.0,3098.0
2009-02-01,,,,506.882,3745.0,3745.0
2009-03-01,,,,550.1610000000001,4065.0,4065.0
2009-04-01,,,,499.519,3691.0,3691.0
2009-05-01,,,,526.265,3888.0,3888.0
2009-06-01,,,,560.11,4138.0,4138.0
2009-07-01,,,,576.294,4258.0,4258.0
2009-08-01,,,,511.482,3779.0,3779.0
2009-09-01,,,,537.322,3970.0,3970.0
2009-10-01,,,,551.6940000000001,4076.0,4076.0
2009-11-01,,,,529.099,3909.0,3909.0
2009-12-01,,,,552.892,4085.0,4085.0
2010-01-01,,,,652.89,4421.0,4421.0
2010-02-01,,,,577.4440000000001,3911.0,3911.0
2010-03-01,,,,561.489,3803.0,3803.0
2010-04-01,,,,581.105,3936.0,3936.0
2010-05-01,,,,593.32,4018.0,4018.0
2010-06-01,,,,668.54,4528.0,4528.0
2010-07-01,,,,698.629,4732.0,4732.0
2010-08-01,,,,702.8240000000001,4760.0,4760.0
2010-09-01,,,,662.9110000000001,4490.0,4490.0
2010-10-01,,,,632.986,4287.0,4287.0
2010-11-01,,,,669.254,4533.0,4533.0
2010-12-01,,,,621.6080000000001,4210.0,4210.0
2011-01-01,,,,639.272,4889.0,5338.0
2011-02-01,,,,636.866,4871.0,5318.0
2011-03-01,,,,675.549,5166.0,5641.0
2011-04-01,,,,640.796,4901.0,5351.0
2011-05-01,,,,674.904,5162.0,5635.0
2011-06-01,,,,655.419,5012.0,5473.0
2011-07-01,,,,692.06,5293.0,5779.0
2011-08-01,,,,706.366,5402.0,5898.0
2011-09-01,,,,673.985,5154.0,5628.0
2011-10-01,,,,642.141,4911.0,5362.0
2011-11-01,,,,635.066,4857.0,5303.0
2011-12-01,,,,639.576,4891.0,5341.0
2012-01-01,,,,731.06,5591.0,6047.0
2012-02-01,,,,719.783,5505.0,5954.0
2012-03-01,,,,690.242,5279.0,5710.0
2012-04-01,,,,648.496,4960.0,5364.0
2012-05-01,,,,672.599,5144.0,5564.0
2012-06-01,,,,583.619,4463.0,4827.0
2012-07-01,,,,628.726,4808.0,5201.0
2012-08-01,,,,727.036,5560.0,6014.0
2012-09-01,,,,715.339,5471.0,5917.0
2012-10-01,,,,718.013,5491.0,5939.0
2012-11-01,,,,785.212,6005.0,6495.0
2012-12-01,,,,786.875,6018.0,6509.0
2013-01-01,,,,714.406,5464.0,5964.0
2013-02-01,,,,643.601,4922.0,5373.0
2013-03-01,,,,691.432,5288.0,5772.0
2013-04-01,,,,627.535,4799.0,5239.0
2013-05-01,,,,696.073,5323.0,5811.0
2013-06-01,,,,677.849,5184.0,5659.0
2013-07-01,,,,697.093,5331.0,5820.0
2013-08-01,,,,770.236,5891.0,6430.0
2013-09-01,,,,702.612,5373.0,5866.0
2013-10-01,,,,767.061,5866.0,6404.0
2013-11-01,,,,762.748,5833.0,6367.0
2013-12-01,,,,796.354,6090.0,6648.0
2014-01-01,,,,722.035,5522.0,6032.0
2014-02-01,,,,630.179,4819.0,5264.0
2014-03-01,,,,658.582,5037.0,5502.0
2014-04-01,,,,578.363,4423.0,4831.0
2014-05-01,,,,595.923,4557.0,4978.0
2014-06-01,,,,632.064,4834.0,5280.0
2014-07-01,,,,632.237,4835.0,5282.0
2014-08-01,,,,619.671,4739.0,5177.0
2014-09-01,,,,624.595,4777.0,5218.0
2014-10-01,,,,627.73,4801.0,5244.0
2014-11-01,,,,538.994,4122.0,4502.0
2014-12-01,,,,574.627,4395.0,4800.0
2015-01-01,278.691,2131.0,3540.0,426.268,3260.0,5414.0
2015-02-01,206.362,1578.0,2621.0,396.525,3033.0,5036.0
2015-03-01,241.759,1849.0,3070.0,413.267,3161.0,5249.0
2015-04-01,231.997,1774.0,2946.0,364.925,2791.0,4635.0
2015-05-01,226.49,1732.0,2877.0,398.577,3048.0,5062.0
2015-06-01,318.484,2436.0,4045.0,447.961,3426.0,5689.0
2015-07-01,359.209,2747.0,4562.0,456.55,3492.0,5799.0
2015-08-01,378.9,2898.0,4812.0,439.784,3363.0,5585.0
2015-09-01,376.282,2878.0,4779.0,430.435,3292.0,5467.0
2015-10-01,362.472,2772.0,4604.0,414.418,3169.0,5264.0
2015-11-01,267.259,2044.0,3394.0,384.03,2937.0,4877.0
2015-12-01,285.869,2186.0,3631.0,437.486,3346.0,5556.0
2016-01-01,248.265,1366.0,3095.0,520.756,2866.0,6493.0
2016-02-01,197.028,1084.0,2457.0,492.575,2711.0,6143.0
2016-03-01,153.235,843.0,1911.0,453.421,2495.0,5654.0
2016-04-01,146.543,806.0,1827.0,448.118,2466.0,5588.0
2016-05-01,158.185,871.0,1973.0,525.391,2891.0,6551.0
2016-06-01,240.652,1324.0,3001.0,518.263,2852.0,6463.0
2016-07-01,283.852,1562.0,3540.0,500.49,2754.0,6241.0
2016-08-01,313.951,1728.0,3915.0,484.176,2665.0,6038.0
2016-09-01,259.903,1430.0,3241.0,511.465,2815.0,6378.0
2016-10-01,256.375,1411.0,3197.0,497.962,2740.0,6210.0
2016-11-01,197.13,1085.0,2458.0,508.03,2796.0,6335.0
2016-12-01,223.229,1228.0,2784.0,504.005,2774.0,6285.0
2017-01-01,275.666,1517.0,3416.0,522.505,2875.0,6474.0
2017-02-01,210.409,1158.0,2608.0,472.684,2601.0,5858.0
2017-03-01,174.247,959.0,2159.0,529.327,2913.0,6560.0
2017-04-01,155.656,857.0,1929.0,475.812,2619.0,5897.0
2017-05-01,193.105,1063.0,2393.0,518.593,2854.0,6427.0
2017-06-01,254.059,1398.0,3149.0,530.743,2921.0,6578.0
2017-07-01,346.453,1907.0,4294.0,526.248,2896.0,6522.0
2017-08-01,391.097,2152.0,4847.0,527.875,2905.0,6542.0
2017-09-01,321.8,1771.0,3988.0,495.01,2724.0,6135.0
2017-10-01,304.766,1677.0,3777.0,417.644,2298.0,5176.0
2017-11-01,264.866,1458.0,3282.0,498.572,2744.0,6179.0
2017-12-01,280.8,1545.0,3480.0,549.063,3022.0,6805.0
2018-01-01,283.361,1559.0,3860.0,451.263,2483.0,6144.0
2018-02-01,248.799,1369.0,3387.0,421.717,2321.0,5742.0
2018-03-01,258.76,1424.0,3523.0,418.787,2305.0,5702.0
2018-04-01,194.738,1072.0,2651.0,397.814,2189.0,5416.0
2018-05-01,177.769,978.0,2420.0,406.945,2240.0,5541.0
2018-06-01,243.18,1338.0,3311.0,407.411,2242.0,5547.0
2018-07-01,424.348,2335.0,5778.0,437.326,2407.0,5954.0
2018-08-01,392.56,2160.0,5345.0,455.727,2508.0,6205.0
2018-09-01,315.933,1739.0,4301.0,440.509,2424.0,5997.0
2018-10-01,353.141,1943.0,4808.0,443.931,2443.0,6044.0
2018-11-01,315.694,1737.0,4298.0,435.275,2395.0,5926.0
2018-12-01,318.062,1750.0,4330.0,462.95,2548.0,6303.0
2019-01-01,249.448,1373.0,3555.0,476.898,2624.0,6800.0
2019-02-01,231.293,1273.0,3298.0,436.366,2401.0,6221.0
2019-03-01,201.699,1110.0,2876.0,483.471,2661.0,6892.0
2019-04-01,141.531,779.0,2018.0,448.534,2468.0,6394.0
2019-05-01,121.96,671.0,1738.0,417.31,2297.0,5949.0
2019-06-01,163.082,897.0,2325.0,423.953,2333.0,6044.0
2019-07-01,257.083,1415.0,3665.0,467.807,2574.0,6669.0
2019-08-01,301.975,1662.0,4306.0,488.046,2686.0,6958.0
2019-09-01,265.715,1462.0,3789.0,449.316,2473.0,6406.0
2019-10-01,272.15,1498.0,3880.0,400.046,2202.0,5703.0
2019-11-01,266.908,1469.0,3805.0,435.086,2394.0,6203.0
2019-12-01,276.834,1523.0,3947.0,469.489,2584.0,6693.0
2020-01-01,229.475,1263.0,3437.0,421.381,2319.0,6308.0
2020-02-01,202.649,1115.0,3033.0,379.039,2086.0,5675.0
2020-03-01,224.954,1238.0,3368.0,399.396,2198.0,5979.0
2020-04-01,159.088,875.0,2381.0,373.798,2057.0,5596.0
2020-05-01,149.586,823.0,2239.0,397.078,2185.0,5944.0
2020-06-01,210.424,1158.0,3150.0,365.978,2014.0,5479.0
2020-07-01,294.36,1620.0,4406.0,411.036,2262.0,6154.0
2020-08-01,366.058,2014.0,5481.0,392.439,2160.0,5875.0
2020-09-01,318.779,1754.0,4772.0,389.255,2142.0,5827.0
2020-10-01,331.06,1822.0,4956.0,374.621,2062.0,5609.0
2020-11-01,264.439,1455.0,3959.0,377.147,2076.0,5646.0
2020-12-01,293.114,1613.0,4388.0,336.846,1854.0,5043.0
2021-01-01,190.883,1050.0,2548.0,540.464,2974.0,7212.0
2021-02-01,161.873,891.0,2160.0,501.986,2763.0,6699.0
2021-03-01,174.045,958.0,2323.0,560.606,3085.0,7481.0
2021-04-01,154.436,850.0,2061.0,465.161,2560.0,6208.0
2021-05-01,161.406,888.0,2154.0,503.498,2771.0,6720.0
2021-06-01,220.713,1215.0,2946.0,517.334,2847.0,6904.0
2021-07-01,304.58,1676.0,4064.0,502.74,2767.0,6709.0
2021-08-01,278.092,1530.0,3711.0,499.518,2749.0,6666.0
2021-09-01,236.623,1302.0,3158.0,506.94,2790.0,6766.0
2021-10-01,225.575,1241.0,3011.0,496.625,2733.0,6627.0
2021-11-01,207.314,1141.0,2767.0,489.301,2693.0,6530.0
2021-12-01,213.976,1178.0,2855.0,490.311,2698.0,6543.0
2022-01-01,156.838,880.0,2119.0,621.678,3486.0,8404.0
2022-02-01,130.217,730.0,1760.0,550.553,3087.0,7442.0
2022-03-01,120.485,676.0,1628.0,594.034,3331.0,8030.0
2022-04-01,123.417,692.0,1669.0,462.317,2593.0,6250.0
2022-05-01,113.256,635.0,1531.0,477.218,2676.0,6451.0
2022-06-01,154.036,864.0,2083.0,529.996,2972.0,7164.0
2022-07-01,205.777,1154.0,2782.0,569.841,3196.0,7703.0
2022-08-01,248.297,1392.0,3357.0,599.458,3362.0,8104.0
2022-09-01,227.563,1276.0,3077.0,581.068,3259.0,7855.0
2022-10-01,208.982,1172.0,2825.0,584.921,3280.0,7907.0
2022-11-01,191.914,1076.0,2595.0,496.711,2786.0,6715.0
2022-12-01,212.126,1190.0,2868.0,566.297,3176.0,7655.0
2023-01-01,130.311,732.0,1669.0,491.284,2759.0,6286.0
2023-02-01,111.0,623.0,1420.0,477.111,2680.0,6105.0
2023-03-01,106.685,599.0,1365.0,504.094,2831.0,6450.0
2023-04-01,83.343,468.0,1066.0,480.524,2699.0,6148.0
2023-05-01,53.981,303.0,691.0,589.731,3312.0,7546.0
2023-06-01,71.014,399.0,908.0,527.221,2961.0,6746.0
2023-07-01,164.383,923.0,2103.0,550.335,3091.0,7042.0
2023-08-01,165.866,932.0,2122.0,590.982,3319.0,7562.0
2023-09-01,117.405,659.0,1502.0,550.718,3093.0,7046.0
2023-10-01,143.373,805.0,1834.0,519.116,2915.0,6642.0
2023-11-01,134.683,756.0,1723.0,527.774,2964.0,6753.0
2023-12-01,151.633,852.0,1941.0,595.433,3344.0,7619.0
2024-01-01,212.224,1217.0,2732.0,473.344,2714.0,6092.0
2024-02-01,143.956,825.0,1853.0,411.99,2362.0,5303.0
2024-03-01,103.04,591.0,1327.0,494.101,2833.0,6359.0
2024-04-01,87.714,503.0,1129.0,404.875,2321.0,5211.0
2024-05-01,78.921,452.0,1016.0,477.917,2740.0,6151.0
2024-06-01,121.418,696.0,1563.0,445.925,2556.0,5739.0
2024-07-01,233.269,1337.0,3002.0,462.208,2650.0,5949.0
2024-08-01,202.619,1162.0,2608.0,467.105,2678.0,6012.0
2024-09-01,178.469,1023.0,2297.0,447.88,2568.0,5764.0
2024-10-01,186.982,1072.0,2406.0,433.423,2485.0,5578.0
2024-11-01,150.57,863.0,1937.0,462.255,2650.0,5949.0
2024-12-01,165.249,947.0,2127.0,483.546,2772.0,6223.0
