measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2020-10-01,-20.841,0.0,0.0
2020-11-01,-17.048,0.0,0.0
2020-12-01,-16.111,0.0,0.0
2024-01-01,-45.0,0.0,0.0
2024-02-01,-49.0,0.0,0.0
2024-03-01,-47.0,0.0,0.0
2024-04-01,-48.0,0.0,0.0
2024-05-01,-49.0,0.0,0.0
2024-06-01,-49.0,0.0,0.0
2024-07-01,-40.0,0.0,0.0
2024-08-01,-41.0,0.0,0.0
2024-09-01,-37.0,0.0,0.0
2024-10-01,-41.0,0.0,0.0
2024-11-01,-35.0,0.0,0.0
2024-12-01,-40.0,0.0,0.0
