measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-09-01,228.059,2031.0,2031.0
2019-10-01,209.549,1866.0,1866.0
2019-11-01,134.014,1193.0,1193.0
2019-12-01,86.378,769.0,769.0
2020-01-01,217.513,1907.0,1907.0
2020-02-01,294.848,2585.0,2585.0
2020-03-01,288.527,2530.0,2530.0
2020-04-01,363.625,3188.0,3188.0
2020-05-01,475.894,4172.0,4172.0
2020-06-01,473.896,4155.0,4155.0
2020-07-01,535.273,4693.0,4693.0
2020-08-01,443.459,3888.0,3888.0
2020-09-01,348.203,3053.0,3053.0
2020-10-01,321.853,2822.0,2822.0
2020-11-01,254.449,2231.0,2231.0
2020-12-01,201.46,1766.0,1766.0
2021-01-01,209.622,1854.0,1854.0
2021-02-01,274.599,2429.0,2429.0
2021-03-01,354.555,3136.0,3136.0
2021-04-01,443.81,3925.0,3925.0
2021-05-01,483.745,4278.0,4278.0
2021-06-01,469.906,4156.0,4156.0
2021-07-01,450.081,3981.0,3981.0
2021-08-01,442.7,3915.0,3915.0
2021-09-01,381.722,3376.0,3376.0
2021-10-01,317.717,2810.0,2810.0
2021-11-01,252.805,2236.0,2236.0
2021-12-01,172.738,1528.0,1528.0
2022-01-01,193.504,660.0,660.0
2022-02-01,230.812,788.0,788.0
2022-03-01,306.008,1044.0,1044.0
2022-04-01,345.188,1178.0,1178.0
2022-05-01,404.57,1380.0,1380.0
2022-06-01,421.259,1437.0,1437.0
2022-07-01,406.298,1386.0,1386.0
2022-08-01,377.245,1287.0,1287.0
2022-09-01,318.363,1086.0,1086.0
2022-10-01,293.305,1001.0,1001.0
2022-11-01,217.436,742.0,742.0
2022-12-01,152.012,519.0,519.0
2023-01-01,151.0,515.0,515.0
2023-02-01,205.0,699.0,699.0
2023-03-01,282.0,962.0,962.0
2023-04-01,409.0,1396.0,1396.0
2023-05-01,45.0,154.0,154.0
2023-06-01,29.0,99.0,99.0
2023-07-01,355.0,1211.0,1211.0
2023-08-01,270.0,921.0,921.0
2023-09-01,249.0,850.0,850.0
2023-10-01,217.0,740.0,740.0
2023-11-01,209.0,713.0,713.0
2023-12-01,142.0,485.0,485.0
2024-01-01,142.0,485.0,485.0
2024-02-01,232.0,792.0,792.0
2024-03-01,361.0,1232.0,1232.0
2024-04-01,422.0,1440.0,1440.0
2024-05-01,523.0,1784.0,1784.0
2024-06-01,486.0,1658.0,1658.0
2024-07-01,443.0,1512.0,1512.0
2024-08-01,383.0,1307.0,1307.0
2024-09-01,266.0,908.0,908.0
2024-10-01,289.0,986.0,986.0
2024-11-01,201.0,686.0,686.0
2024-12-01,137.0,467.0,467.0
