measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,33.943000000000005,333.0,333.0,0.0,0.0,0.0
2003-02-01,28.416,279.0,279.0,0.0,0.0,0.0
2003-03-01,31.834000000000003,312.0,312.0,0.0,0.0,0.0
2003-04-01,27.978,274.0,274.0,0.0,0.0,0.0
2003-05-01,27.632,271.0,271.0,0.0,0.0,0.0
2003-06-01,31.093,305.0,305.0,0.0,0.0,0.0
2003-07-01,33.844,332.0,332.0,0.0,0.0,0.0
2003-08-01,35.155,345.0,345.0,0.0,0.0,0.0
2003-09-01,30.613000000000003,300.0,300.0,0.0,0.0,0.0
2003-10-01,32.398,318.0,318.0,0.0,0.0,0.0
2003-11-01,27.378,268.0,268.0,0.0,0.0,0.0
2003-12-01,30.714000000000002,301.0,301.0,0.0,0.0,0.0
2004-01-01,1.02,10.0,10.0,0.0,0.0,0.0
2004-02-01,0.512,5.0,5.0,0.0,0.0,0.0
2004-03-01,5.703,56.0,56.0,0.0,0.0,0.0
2004-04-01,8.097,79.0,79.0,0.0,0.0,0.0
2004-05-01,14.176,139.0,139.0,0.0,0.0,0.0
2004-06-01,4.543,45.0,45.0,0.0,0.0,0.0
2004-07-01,4.947,48.0,48.0,0.0,0.0,0.0
2004-08-01,14.246,140.0,140.0,0.0,0.0,0.0
2004-09-01,3.722,36.0,36.0,0.0,0.0,0.0
2004-10-01,5.466,54.0,54.0,0.0,0.0,0.0
2004-11-01,0.9890000000000001,10.0,10.0,0.0,0.0,0.0
2004-12-01,0.5790000000000001,6.0,6.0,0.0,0.0,0.0
2005-01-01,6.892,71.95,71.95,0.0,0.0,0.0
2005-02-01,2.3680000000000003,24.72,24.72,0.0,0.0,0.0
2005-03-01,2.624,27.4,27.4,0.0,0.0,0.0
2005-04-01,3.1790000000000003,33.19,33.19,0.0,0.0,0.0
2005-05-01,2.952,30.82,30.82,0.0,0.0,0.0
2005-06-01,3.8320000000000003,40.0,40.0,0.0,0.0,0.0
2005-07-01,3.9,40.72,40.72,0.0,0.0,0.0
2005-08-01,4.582,47.84,47.84,0.0,0.0,0.0
2005-09-01,2.999,31.31,31.31,0.0,0.0,0.0
2005-10-01,3.331,34.78,34.78,0.0,0.0,0.0
2005-11-01,2.678,27.96,27.96,0.0,0.0,0.0
2005-12-01,5.662,59.11,59.11,0.0,0.0,0.0
2006-01-01,16.806,179.0,179.0,0.0,0.0,0.0
2006-02-01,8.794,94.0,94.0,0.0,0.0,0.0
2006-03-01,7.3870000000000005,79.0,79.0,0.0,0.0,0.0
2006-04-01,14.15,151.0,151.0,0.0,0.0,0.0
2006-05-01,13.227,141.0,141.0,0.0,0.0,0.0
2006-06-01,12.022,128.0,128.0,0.0,0.0,0.0
