measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,157.0,5377.0,66684.0,,,
2001-02-01,,,,143.0,4897.0,60737.0,,,
2001-03-01,,,,157.0,5377.0,66684.0,,,
2001-04-01,,,,148.0,5069.0,62861.0,,,
2001-05-01,,,,164.0,5617.0,69657.0,,,
2001-06-01,,,,181.0,6199.0,76877.0,,,
2001-07-01,,,,208.0,7124.0,88345.0,,,
2001-08-01,,,,232.0,7946.0,98539.0,,,
2001-09-01,,,,187.0,6404.0,79426.0,,,
2001-10-01,,,,179.0,6130.0,76028.0,,,
2001-11-01,,,,144.0,4932.0,61162.0,,,
2001-12-01,0.0,0.0,0.0,157.0,5377.0,66684.0,0.0,0.0,0.0
2002-01-01,0.0,0.0,0.0,82.76700000000001,-57409.0,10133.0,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0,85.82900000000001,-59533.0,10508.0,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0,85.438,-59262.0,10460.0,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0,85.29100000000001,-59160.0,10442.0,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0,82.794,-57428.0,10137.0,0.0,0.0,0.0
2002-06-01,0.0,0.0,0.0,77.937,-54059.0,9542.0,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0,54.929,-38100.0,6725.0,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0,60.729000000000006,-42123.0,7435.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,62.506,-43356.0,7653.0,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0,55.238,-38314.0,6763.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0,58.641000000000005,-40675.0,7180.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,55.901,-38774.0,6844.0,0.0,0.0,0.0
2003-01-01,0.0,0.0,0.0,91.74900000000001,650.0,65950.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,75.813,537.0,54495.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,80.51400000000001,571.0,57874.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,76.69,544.0,55125.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,78.985,560.0,56775.0,0.0,0.0,0.0
