measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2016-01-01,0.253,0.0,0.0
2016-02-01,0.189,0.0,0.0
2016-03-01,0.171,0.0,0.0
2016-04-01,0.154,0.0,0.0
2016-05-01,0.229,0.0,0.0
2016-06-01,0.276,0.0,0.0
2016-07-01,0.291,0.0,0.0
2016-08-01,0.25,0.0,0.0
2016-09-01,0.288,0.0,0.0
2016-10-01,0.296,0.0,0.0
2016-11-01,0.297,0.0,0.0
2016-12-01,0.306,0.0,0.0
2017-01-01,-1.133,0.0,0.0
2017-02-01,-1.134,0.0,0.0
2017-03-01,-1.452,0.0,0.0
2017-04-01,-1.427,0.0,0.0
2017-05-01,-1.404,0.0,0.0
2017-06-01,-1.449,0.0,0.0
2017-07-01,-1.41,0.0,0.0
2017-08-01,-1.411,0.0,0.0
2017-09-01,-1.31,0.0,0.0
2017-10-01,-1.056,0.0,0.0
2017-11-01,-1.352,0.0,0.0
2017-12-01,-1.462,0.0,0.0
2018-01-01,-1.68,0.0,0.0
2018-02-01,-1.304,0.0,0.0
2018-03-01,-1.898,0.0,0.0
2018-04-01,-2.174,0.0,0.0
2018-05-01,-2.067,0.0,0.0
2018-06-01,-2.031,0.0,0.0
2018-07-01,-2.045,0.0,0.0
2018-08-01,-2.098,0.0,0.0
2018-09-01,-1.905,0.0,0.0
2018-10-01,-1.966,0.0,0.0
2018-11-01,-1.937,0.0,0.0
2018-12-01,-1.895,0.0,0.0
2019-01-01,-3.462,0.0,0.0
2019-02-01,-2.785,0.0,0.0
2019-03-01,-3.159,0.0,0.0
2019-04-01,-2.944,0.0,0.0
2019-05-01,-2.704,0.0,0.0
2019-06-01,-3.19,0.0,0.0
2019-07-01,-3.289,0.0,0.0
2019-08-01,-3.59,0.0,0.0
2019-09-01,-3.228,0.0,0.0
2019-10-01,-3.505,0.0,0.0
2019-11-01,-2.983,0.0,0.0
2019-12-01,-3.161,0.0,0.0
2020-01-01,-2.188,0.0,0.0
2020-02-01,-1.691,0.0,0.0
2020-03-01,-2.594,0.0,0.0
2020-04-01,-2.3,0.0,0.0
2020-05-01,-2.229,0.0,0.0
2020-06-01,-1.979,0.0,0.0
2020-07-01,-2.34,0.0,0.0
2020-08-01,-2.332,0.0,0.0
2020-09-01,-2.521,0.0,0.0
2020-10-01,-2.693,0.0,0.0
2020-11-01,-2.654,0.0,0.0
2020-12-01,-2.479,0.0,0.0
2021-01-01,-1.842,0.0,0.0
2021-02-01,-1.968,0.0,0.0
2021-03-01,-2.214,0.0,0.0
2021-04-01,-2.151,0.0,0.0
2021-05-01,-1.82,0.0,0.0
2021-06-01,-2.1,0.0,0.0
2021-07-01,-2.103,0.0,0.0
2021-08-01,-2.109,0.0,0.0
2021-09-01,-2.343,0.0,0.0
2021-10-01,-2.024,0.0,0.0
2021-11-01,-2.171,0.0,0.0
2021-12-01,-2.155,0.0,0.0
2022-01-01,4.892,0.0,0.0
2022-02-01,5.138,0.0,0.0
2022-03-01,4.756,0.0,0.0
2022-04-01,4.981,0.0,0.0
2022-05-01,5.278,0.0,0.0
2022-06-01,5.332,0.0,0.0
2022-07-01,5.54,0.0,0.0
2022-08-01,5.691,0.0,0.0
2022-09-01,5.103,0.0,0.0
2022-10-01,5.694,0.0,0.0
2022-11-01,5.272,0.0,0.0
2022-12-01,5.323,0.0,0.0
2023-01-01,-12.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,-1.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,-2.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,-1.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
