measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,21.451,301.0,301.0
2021-02-01,20.861,293.0,293.0
2021-03-01,16.258,228.0,228.0
2021-04-01,18.521,260.0,260.0
2021-05-01,21.199,298.0,298.0
2021-06-01,28.856,404.0,404.0
2021-07-01,31.789,446.0,446.0
2021-08-01,32.418,455.0,455.0
2021-09-01,27.394,384.0,384.0
2021-10-01,23.18,325.0,325.0
2021-11-01,19.066,268.0,268.0
2021-12-01,20.007,281.0,281.0
2022-01-01,21.988,340.0,340.0
2022-02-01,19.576,302.0,302.0
2022-03-01,15.589,241.0,241.0
2022-04-01,16.25,252.0,252.0
2022-05-01,24.006,372.0,372.0
2022-06-01,29.222,452.0,452.0
2022-07-01,34.435,533.0,533.0
2022-08-01,34.614,535.0,535.0
2022-09-01,29.178,451.0,451.0
2022-10-01,22.55,349.0,349.0
2022-11-01,21.136,328.0,328.0
2022-12-01,23.456,362.0,362.0
2023-01-01,19.927,308.0,308.0
2023-02-01,18.795,290.0,290.0
2023-03-01,18.549,287.0,287.0
2023-04-01,17.914,277.0,277.0
2023-05-01,25.576,395.0,395.0
2023-06-01,29.545,456.0,456.0
2023-07-01,32.401,500.0,500.0
2023-08-01,35.663,551.0,551.0
2023-09-01,30.044,464.0,464.0
2023-10-01,22.177,343.0,343.0
2023-11-01,20.561,318.0,318.0
2023-12-01,21.848,337.0,337.0
2024-01-01,21.946,349.0,349.0
2024-02-01,15.152,244.0,244.0
2024-03-01,17.195,276.0,276.0
2024-04-01,16.155,259.0,259.0
2024-05-01,21.585,347.0,347.0
2024-06-01,24.352,391.0,391.0
2024-07-01,26.322,422.0,422.0
2024-08-01,29.742,478.0,478.0
2024-09-01,24.678,396.0,396.0
2024-10-01,21.377,343.0,343.0
2024-11-01,17.125,275.0,275.0
2024-12-01,18.371,295.0,295.0
