measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,604.4830000000001,2719.49,34518.25
2005-02-01,560.995,2523.84,32034.99
2005-03-01,606.5260000000001,2728.68,34634.99
2005-04-01,521.476,2346.05,29778.32
2005-05-01,578.72,2603.58,33047.04
2005-06-01,560.282,2520.63,31994.17
2005-07-01,620.515,2791.61,35433.71
2005-08-01,638.8670000000001,2874.18,36481.77
2005-09-01,601.4,2705.62,34342.23
2005-10-01,573.2370000000001,2578.92,32734.0
2005-11-01,583.808,2626.48,33337.59
2005-12-01,630.691,2837.4,36014.94
2006-01-01,728.255,3276.33,21146.97
2006-02-01,661.1370000000001,2974.37,19198.01
2006-03-01,716.068,3221.49,20792.98
2006-04-01,661.847,2977.56,19218.55
2006-05-01,660.263,2970.43,19172.53
2006-06-01,659.149,2965.42,19140.29
2006-07-01,708.293,3186.52,20567.3
2006-08-01,750.027,3374.27,21779.16
2006-09-01,701.8530000000001,3157.55,20380.23
2006-10-01,728.871,3279.1,21164.78
2006-11-01,712.758,3206.61,20696.91
2006-12-01,738.8380000000001,3323.94,21454.29
2007-01-01,1529.295,23452.0,23452.0
2007-02-01,1211.1760000000002,18564.0,18564.0
2007-03-01,1258.1660000000002,19292.0,19292.0
2007-04-01,1267.287,19435.0,19435.0
2007-05-01,1169.985,17940.0,17940.0
2007-06-01,1312.215,20124.0,20124.0
2007-07-01,1425.755,21853.0,21853.0
2007-08-01,1352.968,20748.0,20748.0
2007-09-01,1333.17,20436.0,20436.0
2007-10-01,1399.8390000000002,21463.0,21463.0
2007-11-01,1283.707,19682.0,19682.0
2007-12-01,1368.4360000000001,20982.0,20982.0
2008-01-01,587.841,2565.0,20774.0
2008-02-01,545.985,2383.0,19292.0
2008-03-01,559.066,2440.0,19760.0
2008-04-01,484.99100000000004,2116.0,17134.0
2008-05-01,403.94,1763.0,14274.0
2008-06-01,676.4780000000001,2952.0,23907.0
2008-07-01,575.9110000000001,2513.0,20345.0
2008-08-01,573.513,2503.0,20267.0
2008-09-01,557.738,2434.0,19708.0
2008-10-01,518.028,2261.0,18304.0
2008-11-01,584.1170000000001,2549.0,20644.0
2008-12-01,609.392,2659.0,21528.0
2009-01-01,505.35600000000005,2205.0,15340.0
2009-02-01,515.0160000000001,2247.0,15626.0
2009-03-01,524.962,2291.0,15925.0
2009-04-01,543.8430000000001,2373.0,16497.0
2009-05-01,428.615,1870.0,13000.0
2009-06-01,450.853,1967.0,13676.0
2009-07-01,524.881,2291.0,15925.0
2009-08-01,523.168,2283.0,15873.0
2009-09-01,490.675,2141.0,14885.0
2009-10-01,541.561,2363.0,16432.0
2009-11-01,527.691,2303.0,16003.0
2009-12-01,543.379,2371.0,16484.0
