measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2019-01-01,210.441,2208.0,2208.0
2019-02-01,201.268,2111.0,2111.0
2019-03-01,208.345,2186.0,2186.0
2019-04-01,143.183,1502.0,1502.0
2019-05-01,193.551,2031.0,2031.0
2019-06-01,227.463,2387.0,2387.0
2019-07-01,287.913,3020.0,3020.0
2019-08-01,281.534,2954.0,2954.0
2019-09-01,241.637,2536.0,2536.0
2019-10-01,229.595,2409.0,2409.0
2019-11-01,200.148,2100.0,2100.0
2019-12-01,224.842,2359.0,2359.0
2020-01-01,5.831,61.0,61.0
2020-02-01,5.331,55.0,55.0
2020-03-01,5.272,55.0,55.0
2020-04-01,4.138,43.0,43.0
2020-05-01,4.341,46.0,46.0
2020-06-01,5.788,60.0,60.0
2020-07-01,7.329,76.0,76.0
2020-08-01,7.239,76.0,76.0
2020-09-01,6.481,68.0,68.0
2020-10-01,5.601,58.0,58.0
2020-11-01,4.253,45.0,45.0
2020-12-01,6.016,62.0,62.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,53.314,562.0,562.0
2024-02-01,52.453,552.0,552.0
2024-03-01,55.3,582.0,582.0
2024-04-01,44.171,465.0,465.0
2024-05-01,52.48,553.0,553.0
2024-06-01,59.518,627.0,627.0
2024-07-01,64.276,677.0,677.0
2024-08-01,61.903,652.0,652.0
2024-09-01,54.113,570.0,570.0
2024-10-01,41.065,433.0,433.0
2024-11-01,47.029,495.0,495.0
2024-12-01,56.278,593.0,593.0
