measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2020-05-01,2255.231,19772.0,19772.0
2020-06-01,2645.382,23192.0,23192.0
2020-07-01,1449.18,12705.0,12705.0
2020-08-01,1958.471,17170.0,17170.0
2020-09-01,2522.933,22119.0,22119.0
2020-10-01,2817.288,24699.0,24699.0
2020-11-01,3223.474,28260.0,28260.0
2020-12-01,2487.041,21804.0,21804.0
2021-01-01,2506.166,22165.0,22165.0
2021-02-01,2135.494,18886.0,18886.0
2021-03-01,3057.579,27041.0,27041.0
2021-04-01,2939.73,25999.0,25999.0
2021-05-01,2642.877,23374.0,23374.0
2021-06-01,1800.002,15919.0,15919.0
2021-07-01,1256.075,11109.0,11109.0
2021-08-01,1735.538,15349.0,15349.0
2021-09-01,2182.399,19301.0,19301.0
2021-10-01,2448.555,21655.0,21655.0
2021-11-01,3269.194,28913.0,28913.0
2021-12-01,3044.391,26925.0,26925.0
2022-01-01,3550.656,12115.0,12115.0
2022-02-01,3327.559,11354.0,11354.0
2022-03-01,3647.934,12447.0,12447.0
2022-04-01,3814.026,13013.0,13013.0
2022-05-01,3052.12,10414.0,10414.0
2022-06-01,2366.097,8073.0,8073.0
2022-07-01,1724.973,5886.0,5886.0
2022-08-01,1630.847,5564.0,5564.0
2022-09-01,2387.711,8147.0,8147.0
2022-10-01,2816.415,9610.0,9610.0
2022-11-01,3875.188,13222.0,13222.0
2022-12-01,3330.474,11364.0,11364.0
2023-01-01,2443.0,8336.0,8336.0
2023-02-01,2814.0,9601.0,9601.0
2023-03-01,3081.0,10512.0,10512.0
2023-04-01,3752.0,12802.0,12802.0
2023-05-01,2601.0,8875.0,8875.0
2023-06-01,1332.0,4545.0,4545.0
2023-07-01,1100.0,3753.0,3753.0
2023-08-01,1515.0,5169.0,5169.0
2023-09-01,1810.0,6176.0,6176.0
2023-10-01,2828.0,9649.0,9649.0
2023-11-01,1079.0,3682.0,3682.0
2023-12-01,2159.0,7367.0,7367.0
2024-01-01,1619.0,5524.0,5524.0
2024-02-01,1937.0,6609.0,6609.0
2024-03-01,2700.0,9212.0,9212.0
2024-04-01,123.0,420.0,420.0
2024-05-01,2390.0,8155.0,8155.0
2024-06-01,2257.0,7701.0,7701.0
2024-07-01,1288.0,4395.0,4395.0
2024-08-01,1626.0,5548.0,5548.0
2024-09-01,1982.0,6763.0,6763.0
2024-10-01,2805.0,9571.0,9571.0
2024-11-01,2601.0,8875.0,8875.0
2024-12-01,2559.0,8731.0,8731.0
