measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2015-12-01,0.0,0.0,0.0
2016-01-01,923.828,8529.0,8529.0
2016-02-01,796.859,7357.0,7357.0
2016-03-01,723.202,6677.0,6677.0
2016-04-01,643.055,5937.0,5937.0
2016-05-01,499.88,4615.0,4615.0
2016-06-01,421.057,3887.0,3887.0
2016-07-01,275.047,2539.0,2539.0
2016-08-01,230.746,2130.0,2130.0
2016-09-01,325.382,3004.0,3004.0
2016-10-01,561.846,5187.0,5187.0
2016-11-01,701.294,6474.0,6474.0
2016-12-01,1011.804,9341.0,9341.0
2017-01-01,806.061,7426.0,7426.0
2017-02-01,855.848,7885.0,7885.0
2017-03-01,898.308,8276.0,8276.0
2017-04-01,875.715,8068.0,8068.0
2017-05-01,743.009,6845.0,6845.0
2017-06-01,628.654,5792.0,5792.0
2017-07-01,316.726,2918.0,2918.0
2017-08-01,281.152,2590.0,2590.0
2017-09-01,359.5,3312.0,3312.0
2017-10-01,810.988,7472.0,7472.0
2017-11-01,894.104,8237.0,8237.0
2017-12-01,885.935,8162.0,8162.0
2018-01-01,1022.686,9311.0,9311.0
2018-02-01,743.443,6768.0,6768.0
2018-03-01,838.238,7631.0,7631.0
2018-04-01,669.058,6091.0,6091.0
2018-05-01,569.063,5181.0,5181.0
2018-06-01,392.67,3575.0,3575.0
2018-07-01,328.5,2991.0,2991.0
2018-08-01,355.124,3233.0,3233.0
2018-09-01,398.981,3632.0,3632.0
2018-10-01,719.955,6554.0,6554.0
2018-11-01,684.68,6233.0,6233.0
2018-12-01,750.602,6833.0,6833.0
2019-01-01,942.397,8392.0,8392.0
2019-02-01,729.773,6499.0,6499.0
2019-03-01,804.896,7168.0,7168.0
2019-04-01,816.374,7270.0,7270.0
2019-05-01,633.753,5644.0,5644.0
2019-06-01,590.955,5262.0,5262.0
2019-07-01,353.578,3149.0,3149.0
2019-08-01,328.393,2924.0,2924.0
2019-09-01,370.555,3300.0,3300.0
2019-10-01,689.641,6141.0,6141.0
2019-11-01,684.512,6096.0,6096.0
2019-12-01,918.173,8176.0,8176.0
2020-01-01,745.041,6532.0,6532.0
2020-02-01,714.125,6261.0,6261.0
2020-03-01,686.092,6015.0,6015.0
2020-04-01,668.632,5862.0,5862.0
2020-05-01,704.071,6173.0,6173.0
2020-06-01,561.49,4923.0,4923.0
2020-07-01,325.922,2857.0,2857.0
2020-08-01,297.787,2611.0,2611.0
2020-09-01,492.269,4316.0,4316.0
2020-10-01,653.936,5733.0,5733.0
2020-11-01,928.273,8138.0,8138.0
2020-12-01,904.362,7929.0,7929.0
2021-01-01,602.789,5331.0,5331.0
2021-02-01,708.77,6268.0,6268.0
2021-03-01,909.349,8042.0,8042.0
2021-04-01,706.831,6251.0,6251.0
2021-05-01,521.434,4612.0,4612.0
2021-06-01,545.88,4828.0,4828.0
2021-07-01,329.486,2914.0,2914.0
2021-08-01,296.132,2619.0,2619.0
2021-09-01,642.783,5685.0,5685.0
2021-10-01,556.43,4921.0,4921.0
2021-11-01,745.382,6592.0,6592.0
2021-12-01,834.734,7382.0,7382.0
2022-01-01,823.685,2810.0,2810.0
2022-02-01,937.861,3200.0,3200.0
2022-03-01,964.858,3292.0,3292.0
2022-04-01,859.293,2932.0,2932.0
2022-05-01,741.133,2529.0,2529.0
2022-06-01,492.057,1679.0,1679.0
2022-07-01,390.879,1334.0,1334.0
2022-08-01,287.834,982.0,982.0
2022-09-01,364.143,1242.0,1242.0
2022-10-01,760.635,2595.0,2595.0
2022-11-01,917.709,3131.0,3131.0
2022-12-01,780.913,2664.0,2664.0
2023-01-01,703.0,2399.0,2399.0
2023-02-01,890.0,3037.0,3037.0
2023-03-01,918.0,3132.0,3132.0
2023-04-01,686.0,2341.0,2341.0
2023-05-01,541.0,1846.0,1846.0
2023-06-01,413.0,1409.0,1409.0
2023-07-01,267.0,911.0,911.0
2023-08-01,366.0,1249.0,1249.0
2023-09-01,243.0,829.0,829.0
2023-10-01,624.0,2129.0,2129.0
2023-11-01,857.0,2924.0,2924.0
2023-12-01,658.0,2245.0,2245.0
2024-01-01,630.0,2150.0,2150.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,231.0,788.0,788.0
2024-05-01,464.0,1583.0,1583.0
2024-06-01,469.0,1600.0,1600.0
2024-07-01,301.0,1027.0,1027.0
2024-08-01,280.0,955.0,955.0
2024-09-01,370.0,1262.0,1262.0
2024-10-01,572.0,1952.0,1952.0
2024-11-01,785.0,2678.0,2678.0
2024-12-01,893.0,3047.0,3047.0
