measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,26534.867,157590.0,353028.0
2001-02-01,23105.752,137225.0,307406.0
2001-03-01,24878.034,147750.0,330985.0
2001-04-01,24473.23,145346.0,325599.0
2001-05-01,25653.604,152356.0,341303.0
2001-06-01,25258.311999999998,150009.0,336044.0
2001-07-01,28982.344,172126.0,385590.0
2001-08-01,29986.351000000002,178089.0,398947.0
2001-09-01,24955.468,148210.0,332015.0
2001-10-01,23579.065,140036.0,313703.0
2001-11-01,19409.929,115275.0,258235.0
2001-12-01,20921.043,124250.0,278340.0
2002-01-01,23390.894,141375.0,313320.0
2002-02-01,20404.248,123324.0,273314.0
2002-03-01,25922.84,156678.0,347235.0
2002-04-01,20906.813,126361.0,280046.0
2002-05-01,21677.472,131019.0,290369.0
2002-06-01,28140.091,170080.0,376935.0
2002-07-01,33976.428,205355.0,455112.0
2002-08-01,32347.134,195507.0,433288.0
2002-09-01,29161.71,176254.0,390620.0
2002-10-01,24718.911,149402.0,331109.0
2002-11-01,22769.353,137619.0,304994.0
2002-12-01,24970.105,150920.0,334473.0
2003-01-01,22686.929,135785.0,299914.0
2003-02-01,20931.977,125281.0,276714.0
2003-03-01,23074.978,138107.0,305044.0
2003-04-01,21821.673,130606.0,288476.0
2003-05-01,24985.442,149542.0,330300.0
2003-06-01,26032.333,155807.0,344139.0
2003-07-01,33423.152,200042.0,441844.0
2003-08-01,31399.88,187933.0,415097.0
2003-09-01,28693.541,171735.0,379320.0
2003-10-01,27003.15,161618.0,356973.0
2003-11-01,22858.163,136809.0,302178.0
2003-12-01,24269.781,145258.0,320839.0
2004-01-01,28631.663,142169.14,379686.64
2004-02-01,25898.266,128596.59,343438.85
2004-03-01,25674.882,127487.39,340476.53
2004-04-01,24253.354,120428.86,321625.55
2004-05-01,26654.58,132352.03,353468.39
2004-06-01,24288.243000000002,120602.1,322088.21
2004-07-01,27327.028,135691.04,362385.77
2004-08-01,27262.384,135370.05,361528.52
2004-09-01,26553.676,131850.99,352130.29
2004-10-01,24004.96,119195.47,318331.57
2004-11-01,25950.671000000002,128856.8,344133.79
