measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2004-01-01,5.207,52.18,52.18
2004-02-01,5.495,55.07,55.07
2004-03-01,6.873,68.88,68.88
2004-04-01,5.772,57.85,57.85
2004-05-01,7.011,70.26,70.26
2004-06-01,4.516,45.26,45.26
2004-07-01,3.204,32.11,32.11
2004-08-01,4.246,42.55,42.55
2004-09-01,5.711,57.24,57.24
2004-10-01,6.301,63.15,63.15
2004-11-01,7.139,71.55,71.55
2004-12-01,7.827,78.44,78.44
2005-01-01,26.036,260.33,260.33
2005-02-01,24.941000000000003,249.39,249.39
2005-03-01,35.49,354.86,354.86
2005-04-01,33.383,333.79,333.79
2005-05-01,33.895,338.91,338.91
2005-06-01,29.156000000000002,291.53,291.53
2005-07-01,21.903000000000002,219.01,219.01
2005-08-01,19.055,190.54,190.54
2005-09-01,27.36,273.58,273.58
2005-10-01,28.923000000000002,289.2,289.2
2005-11-01,41.043,410.38,410.38
2005-12-01,32.815,328.12,328.12
2006-01-01,101.49600000000001,1007.0,1007.0
2006-02-01,82.50800000000001,818.0,818.0
2006-03-01,84.262,836.0,836.0
2006-04-01,84.684,840.0,840.0
2006-05-01,79.70100000000001,791.0,791.0
2006-06-01,53.474000000000004,530.0,530.0
2006-07-01,54.538000000000004,541.0,541.0
2006-08-01,47.201,468.0,468.0
2006-09-01,57.633,572.0,572.0
2006-10-01,81.804,811.0,811.0
2006-11-01,92.38,916.0,916.0
2006-12-01,99.319,985.0,985.0
2007-01-01,107.14,1059.0,1059.0
2007-02-01,75.313,744.0,744.0
2007-03-01,104.175,1030.0,1030.0
2007-04-01,93.15,921.0,921.0
2007-05-01,101.089,999.0,999.0
2007-06-01,63.181000000000004,624.0,624.0
2007-07-01,48.526,480.0,480.0
2007-08-01,37.956,375.0,375.0
2007-09-01,86.628,856.0,856.0
2007-10-01,89.245,882.0,882.0
2007-11-01,83.305,823.0,823.0
2007-12-01,69.292,685.0,685.0
2008-01-01,65.476,645.0,645.0
2008-02-01,53.14,524.0,524.0
2008-03-01,55.22,544.0,544.0
2008-04-01,72.397,713.0,713.0
2008-05-01,66.419,654.0,654.0
2008-06-01,41.986000000000004,414.0,414.0
2008-07-01,37.403,369.0,369.0
2008-08-01,41.187000000000005,406.0,406.0
2008-09-01,58.458000000000006,576.0,576.0
2008-10-01,66.33800000000001,654.0,654.0
2008-11-01,75.754,746.0,746.0
2008-12-01,98.22200000000001,968.0,968.0
2009-01-01,97.266,949.0,949.0
2009-02-01,98.182,958.0,958.0
2009-03-01,107.06,1045.0,1045.0
2009-04-01,107.695,1051.0,1051.0
2009-05-01,94.845,926.0,926.0
2009-06-01,57.582,562.0,562.0
2009-07-01,51.749,505.0,505.0
2009-08-01,61.477000000000004,600.0,600.0
2009-09-01,50.235,490.0,490.0
2009-10-01,80.50800000000001,786.0,786.0
2009-11-01,79.049,772.0,772.0
2009-12-01,88.352,862.0,862.0
2011-01-01,32.453,315.0,315.0
2011-02-01,39.701,386.0,386.0
2011-03-01,35.049,341.0,341.0
2011-04-01,42.754,415.0,415.0
2011-05-01,45.317,440.0,440.0
2011-06-01,34.179,332.0,332.0
2011-07-01,19.515,190.0,190.0
2011-08-01,16.72,162.0,162.0
2011-09-01,23.017,224.0,224.0
2011-10-01,44.187,429.0,429.0
2011-11-01,50.51,491.0,491.0
2011-12-01,42.598,414.0,414.0
2012-01-01,56.713,540.0,540.0
2012-02-01,43.464,414.0,414.0
2012-03-01,51.995,495.0,495.0
2012-04-01,49.247,469.0,469.0
2012-05-01,50.034,476.0,476.0
2012-06-01,40.405,384.0,384.0
2012-07-01,24.476,233.0,233.0
2012-08-01,26.755,255.0,255.0
2012-09-01,33.395,318.0,318.0
2012-10-01,51.853,493.0,493.0
2012-11-01,52.913,504.0,504.0
2012-12-01,50.75,483.0,483.0
2013-01-01,190.833,1821.0,1821.0
2013-02-01,158.499,1512.0,1512.0
2013-03-01,162.287,1548.0,1548.0
2013-04-01,167.893,1602.0,1602.0
2013-05-01,165.088,1575.0,1575.0
2013-06-01,125.119,1194.0,1194.0
2013-07-01,100.065,955.0,955.0
2013-08-01,77.178,736.0,736.0
2013-09-01,133.001,1269.0,1269.0
2013-10-01,152.24,1453.0,1453.0
2013-11-01,200.167,1910.0,1910.0
2013-12-01,146.63,1399.0,1399.0
2014-01-01,216.222,2056.0,2056.0
2014-02-01,155.373,1478.0,1478.0
2014-03-01,202.833,1929.0,1929.0
2014-04-01,205.386,1953.0,1953.0
2014-05-01,148.266,1410.0,1410.0
2014-06-01,120.984,1151.0,1151.0
2014-07-01,107.85,1026.0,1026.0
2014-08-01,64.123,610.0,610.0
2014-09-01,114.707,1091.0,1091.0
2014-10-01,173.925,1654.0,1654.0
2014-11-01,233.214,2218.0,2218.0
2014-12-01,169.117,1608.0,1608.0
2015-01-01,208.877,1947.0,1947.0
2015-02-01,181.213,1689.0,1689.0
2015-03-01,189.147,1763.0,1763.0
2015-04-01,183.534,1710.0,1710.0
2015-05-01,184.193,1716.0,1716.0
2015-06-01,103.909,968.0,968.0
2015-07-01,90.535,844.0,844.0
2015-08-01,115.303,1075.0,1075.0
2015-09-01,152.697,1423.0,1423.0
2015-10-01,194.303,1811.0,1811.0
2015-11-01,234.071,2181.0,2181.0
2015-12-01,210.218,1959.0,1959.0
2016-01-01,342.036,3158.0,3158.0
2016-02-01,368.437,3401.0,3401.0
2016-03-01,352.201,3252.0,3252.0
2016-04-01,445.137,4110.0,4110.0
2016-05-01,271.499,2506.0,2506.0
2016-06-01,261.968,2418.0,2418.0
