measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2015-01-01,552.82,6119.0,6119.0
2015-02-01,510.01,5644.0,5644.0
2015-03-01,630.88,6982.0,6982.0
2015-04-01,663.269,7341.0,7341.0
2015-05-01,626.502,6933.0,6933.0
2015-06-01,596.372,6600.0,6600.0
2015-07-01,600.252,6643.0,6643.0
2015-08-01,607.528,6724.0,6724.0
2015-09-01,613.176,6786.0,6786.0
2015-10-01,650.792,7202.0,7202.0
2015-11-01,529.514,5860.0,5860.0
2015-12-01,605.225,6698.0,6698.0
2016-01-01,688.661,2640.0,7029.0
2016-02-01,713.148,2734.0,7279.0
2016-03-01,896.512,3437.0,9151.0
2016-04-01,741.089,2841.0,7564.0
2016-05-01,835.558,3203.0,8528.0
2016-06-01,743.936,2852.0,7593.0
2016-07-01,706.135,2707.0,7208.0
2016-08-01,785.805,3013.0,8021.0
2016-09-01,672.348,2578.0,6862.0
2016-10-01,671.225,2573.0,6851.0
2016-11-01,717.67,2751.0,7325.0
2016-12-01,685.913,2630.0,7001.0
2017-01-01,690.152,2646.0,6193.0
2017-02-01,636.037,2438.0,5707.0
2017-03-01,706.931,2710.0,6344.0
2017-04-01,679.612,2605.0,6098.0
2017-05-01,670.72,2571.0,6018.0
2017-06-01,571.076,2189.0,5124.0
2017-07-01,572.61,2195.0,5138.0
2017-08-01,548.351,2102.0,4920.0
2017-09-01,636.507,2440.0,5711.0
2017-10-01,613.265,2351.0,5503.0
2017-11-01,635.097,2435.0,5699.0
2017-12-01,749.642,2874.0,6727.0
2018-01-01,735.869,2821.0,7468.0
2018-02-01,637.723,2445.0,6472.0
2018-03-01,728.707,2794.0,7395.0
2018-04-01,734.278,2815.0,7451.0
2018-05-01,702.16,2692.0,7125.0
2018-06-01,581.258,2228.0,5899.0
2018-07-01,585.464,2244.0,5941.0
2018-08-01,577.172,2213.0,5857.0
2018-09-01,586.269,2248.0,5950.0
2018-10-01,648.427,2486.0,6580.0
2018-11-01,634.215,2431.0,6436.0
2018-12-01,530.458,2034.0,5383.0
2019-01-01,568.661,2180.0,5976.0
2019-02-01,463.781,1778.0,4874.0
2019-03-01,625.421,2398.0,6573.0
2019-04-01,549.74,2108.0,5778.0
2019-05-01,614.892,2357.0,6462.0
2019-06-01,540.335,2071.0,5678.0
2019-07-01,553.71,2123.0,5819.0
2019-08-01,508.466,1949.0,5344.0
2019-09-01,499.32,1914.0,5248.0
2019-10-01,558.922,2143.0,5874.0
2019-11-01,487.565,1869.0,5124.0
2019-12-01,489.187,1875.0,5141.0
2020-01-01,503.018,2204.0,6281.0
2020-02-01,477.296,2091.0,5960.0
2020-03-01,516.509,2263.0,6450.0
2020-04-01,510.717,2238.0,6377.0
2020-05-01,451.583,1979.0,5639.0
2020-06-01,440.982,1932.0,5506.0
2020-07-01,419.261,1837.0,5235.0
2020-08-01,397.166,1740.0,4960.0
2020-09-01,467.936,2050.0,5843.0
2020-10-01,481.394,2109.0,6011.0
2020-11-01,398.263,1745.0,4973.0
2020-12-01,432.875,1897.0,5405.0
2021-01-01,520.197,1994.0,3850.0
2021-02-01,424.202,1626.0,3139.0
2021-03-01,417.902,1602.0,3093.0
2021-04-01,378.078,1449.0,2798.0
2021-05-01,442.915,1698.0,3278.0
2021-06-01,461.721,1770.0,3417.0
2021-07-01,480.548,1842.0,3556.0
2021-08-01,388.705,1490.0,2877.0
2021-09-01,476.745,1828.0,3528.0
2021-10-01,380.862,1460.0,2819.0
2021-11-01,416.18,1596.0,3080.0
2021-12-01,453.945,1740.0,3360.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
