measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2021-01-01,5.473,48.0,48.0
2021-02-01,8.778,84.0,84.0
2021-03-01,4.345,42.0,42.0
2021-04-01,4.208,42.0,42.0
2021-05-01,10.674,102.0,102.0
2021-06-01,4.41,42.0,42.0
2021-07-01,4.253,42.0,42.0
2021-08-01,2.409,24.0,24.0
2021-09-01,3.654,36.0,36.0
2021-10-01,5.256,48.0,48.0
2021-11-01,7.218,72.0,72.0
2021-12-01,5.322,54.0,54.0
2022-01-01,28.235,276.0,276.0
2022-02-01,12.977,126.0,126.0
2022-03-01,18.22,174.0,174.0
2022-04-01,13.816,132.0,132.0
2022-05-01,23.457,222.0,222.0
2022-06-01,19.893,192.0,192.0
2022-07-01,18.415,174.0,174.0
2022-08-01,9.024,84.0,84.0
2022-09-01,25.139,240.0,240.0
2022-10-01,20.991,198.0,198.0
2022-11-01,25.871,246.0,246.0
2022-12-01,30.962,294.0,294.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,3.0,30.0,30.0
2024-01-01,19.909,186.0,186.0
2024-02-01,4.427,42.0,42.0
2024-03-01,4.568,42.0,42.0
2024-04-01,6.254,54.0,54.0
2024-05-01,8.874,78.0,78.0
2024-06-01,7.05,66.0,66.0
2024-07-01,6.163,54.0,54.0
2024-08-01,5.756,54.0,54.0
2024-09-01,5.936,54.0,54.0
2024-10-01,5.807,54.0,54.0
2024-11-01,4.755,42.0,42.0
2024-12-01,5.501,48.0,48.0
