measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,298.0,1017.0,1017.0
2023-11-01,299.0,1020.0,1020.0
2023-12-01,250.0,853.0,853.0
2024-01-01,275.0,938.0,938.0
2024-02-01,345.0,1177.0,1177.0
2024-03-01,461.0,1573.0,1573.0
2024-04-01,391.0,1334.0,1334.0
2024-05-01,523.0,1784.0,1784.0
2024-06-01,629.0,2146.0,2146.0
2024-07-01,594.0,2027.0,2027.0
2024-08-01,641.0,2187.0,2187.0
2024-09-01,571.0,1948.0,1948.0
2024-10-01,485.0,1655.0,1655.0
2024-11-01,318.0,1085.0,1085.0
2024-12-01,232.0,792.0,792.0
