measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-01-01,509.756,4706.0,4706.0
2016-02-01,524.631,4843.0,4843.0
2016-03-01,1034.539,9551.0,9551.0
2016-04-01,869.725,8029.0,8029.0
2016-05-01,763.39,7048.0,7048.0
2016-06-01,902.549,8332.0,8332.0
2016-07-01,935.476,8636.0,8636.0
2016-08-01,1230.744,11362.0,11362.0
2016-09-01,883.116,8153.0,8153.0
2016-10-01,679.536,6273.0,6273.0
2016-11-01,484.304,4471.0,4471.0
2016-12-01,783.234,7231.0,7231.0
2017-01-01,581.097,5354.0,5354.0
2017-02-01,709.391,6536.0,6536.0
2017-03-01,873.332,8046.0,8046.0
2017-04-01,951.259,8764.0,8764.0
2017-05-01,1039.924,9581.0,9581.0
2017-06-01,889.445,8194.0,8194.0
2017-07-01,992.583,9145.0,9145.0
2017-08-01,896.1,8256.0,8256.0
2017-09-01,860.537,7928.0,7928.0
2017-10-01,749.336,6904.0,6904.0
2017-11-01,661.868,6098.0,6098.0
2017-12-01,541.128,4985.0,4985.0
2018-01-01,602.289,5483.0,5483.0
2018-02-01,527.916,4806.0,4806.0
2018-03-01,762.614,6943.0,6943.0
2018-04-01,936.416,8525.0,8525.0
2018-05-01,930.177,8468.0,8468.0
2018-06-01,1000.679,9110.0,9110.0
2018-07-01,944.842,8602.0,8602.0
2018-08-01,964.77,8783.0,8783.0
2018-09-01,638.74,5815.0,5815.0
2018-10-01,687.714,6261.0,6261.0
2018-11-01,498.727,4540.0,4540.0
2018-12-01,412.116,3752.0,3752.0
2019-01-01,471.682,4200.0,4200.0
2019-02-01,454.598,4048.0,4048.0
2019-03-01,753.224,6707.0,6707.0
2019-04-01,774.042,6893.0,6893.0
2019-05-01,879.366,7831.0,7831.0
2019-06-01,852.2,7589.0,7589.0
2019-07-01,947.401,8437.0,8437.0
2019-08-01,843.673,7513.0,7513.0
2019-09-01,769.366,6851.0,6851.0
2019-10-01,610.052,5433.0,5433.0
2019-11-01,525.374,4678.0,4678.0
2019-12-01,466.022,4150.0,4150.0
2020-01-01,511.694,4486.0,4486.0
2020-02-01,525.869,4610.0,4610.0
2020-03-01,672.638,5897.0,5897.0
2020-04-01,913.618,8010.0,8010.0
2020-05-01,914.345,8016.0,8016.0
2020-06-01,889.544,7799.0,7799.0
2020-07-01,995.022,8723.0,8723.0
2020-08-01,798.961,7004.0,7004.0
2020-09-01,676.655,5932.0,5932.0
2020-10-01,686.01,6014.0,6014.0
2020-11-01,573.753,5030.0,5030.0
2020-12-01,484.891,4251.0,4251.0
2021-01-01,454.524,4020.0,4020.0
2021-02-01,444.01,3927.0,3927.0
2021-03-01,728.392,6442.0,6442.0
2021-04-01,978.759,8656.0,8656.0
2021-05-01,986.347,8723.0,8723.0
2021-06-01,908.627,8036.0,8036.0
2021-07-01,981.778,8683.0,8683.0
2021-08-01,894.814,7914.0,7914.0
2021-09-01,837.039,7403.0,7403.0
2021-10-01,687.259,6078.0,6078.0
2021-11-01,646.302,5716.0,5716.0
2021-12-01,472.149,4176.0,4176.0
2022-01-01,552.009,1883.0,1883.0
2022-02-01,615.952,2102.0,2102.0
2022-03-01,803.153,2740.0,2740.0
2022-04-01,1042.534,3557.0,3557.0
2022-05-01,988.198,3372.0,3372.0
2022-06-01,1044.345,3563.0,3563.0
2022-07-01,929.782,3172.0,3172.0
2022-08-01,904.459,3086.0,3086.0
2022-09-01,846.783,2889.0,2889.0
2022-10-01,709.987,2422.0,2422.0
2022-11-01,554.451,1892.0,1892.0
2022-12-01,434.347,1482.0,1482.0
2023-01-01,571.0,1948.0,1948.0
2023-02-01,561.0,1914.0,1914.0
2023-03-01,836.0,2852.0,2852.0
2023-04-01,833.0,2842.0,2842.0
2023-05-01,871.0,2972.0,2972.0
2023-06-01,856.0,2921.0,2921.0
2023-07-01,924.0,3153.0,3153.0
2023-08-01,911.0,3108.0,3108.0
2023-09-01,794.0,2709.0,2709.0
2023-10-01,811.0,2767.0,2767.0
2023-11-01,663.0,2262.0,2262.0
2023-12-01,559.0,1907.0,1907.0
2024-01-01,842.0,2873.0,2873.0
2024-02-01,677.0,2310.0,2310.0
2024-03-01,780.0,2661.0,2661.0
2024-04-01,844.0,2880.0,2880.0
2024-05-01,825.0,2815.0,2815.0
2024-06-01,884.0,3016.0,3016.0
2024-07-01,836.0,2852.0,2852.0
2024-08-01,879.0,2999.0,2999.0
2024-09-01,625.0,2133.0,2133.0
2024-10-01,842.0,2873.0,2873.0
2024-11-01,553.0,1887.0,1887.0
2024-12-01,548.0,1870.0,1870.0
