measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-11-01,0.0,0.0,0.0,0.651,6.0,6.0
2021-12-01,0.0,0.0,0.0,0.349,3.0,3.0
2022-01-01,-0.255,0.0,0.0,313.492,1070.0,1070.0
2022-02-01,-0.211,0.0,0.0,206.305,704.0,704.0
2022-03-01,-0.218,0.0,0.0,307.897,1051.0,1051.0
2022-04-01,-0.261,0.0,0.0,376.188,1284.0,1284.0
2022-05-01,-0.261,0.0,0.0,423.407,1445.0,1445.0
2022-06-01,-0.265,0.0,0.0,425.878,1453.0,1453.0
2022-07-01,-0.254,0.0,0.0,470.105,1604.0,1604.0
2022-08-01,-0.249,0.0,0.0,414.691,1415.0,1415.0
2022-09-01,-0.254,0.0,0.0,343.798,1173.0,1173.0
2022-10-01,-0.262,0.0,0.0,272.515,930.0,930.0
2022-11-01,-0.252,0.0,0.0,224.776,767.0,767.0
2022-12-01,-0.258,0.0,0.0,145.948,498.0,498.0
2023-01-01,-14.0,0.0,0.0,406.0,1385.0,1385.0
2023-02-01,-13.0,0.0,0.0,445.0,1518.0,1518.0
2023-03-01,-17.0,0.0,0.0,414.0,1413.0,1413.0
2023-04-01,-27.0,0.0,0.0,398.0,1358.0,1358.0
2023-05-01,-25.0,0.0,0.0,377.0,1286.0,1286.0
2023-06-01,-26.0,0.0,0.0,385.0,1314.0,1314.0
2023-07-01,-35.0,0.0,0.0,366.0,1249.0,1249.0
2023-08-01,-14.0,0.0,0.0,398.0,1358.0,1358.0
2023-09-01,-14.0,0.0,0.0,401.0,1368.0,1368.0
2023-10-01,-10.0,0.0,0.0,410.0,1399.0,1399.0
2023-11-01,-17.0,0.0,0.0,421.0,1436.0,1436.0
2023-12-01,-10.0,0.0,0.0,464.0,1583.0,1583.0
2024-01-01,-9.0,0.0,0.0,516.0,1761.0,1761.0
2024-02-01,-8.0,0.0,0.0,692.0,2361.0,2361.0
2024-03-01,-1.0,0.0,0.0,855.0,2917.0,2917.0
2024-04-01,-9.0,0.0,0.0,958.0,3269.0,3269.0
2024-05-01,-11.0,0.0,0.0,1086.0,3705.0,3705.0
2024-06-01,-4.0,0.0,0.0,1111.0,3791.0,3791.0
2024-07-01,-3.0,0.0,0.0,988.0,3371.0,3371.0
2024-08-01,-9.0,0.0,0.0,1013.0,3456.0,3456.0
2024-09-01,-2.0,0.0,0.0,856.0,2921.0,2921.0
2024-10-01,-3.0,0.0,0.0,918.0,3132.0,3132.0
2024-11-01,-1.0,0.0,0.0,657.0,2242.0,2242.0
2024-12-01,-4.0,0.0,0.0,518.0,1767.0,1767.0
