measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-12-01,23.0,202.0,202.0
2021-01-01,94.431,835.0,835.0
2021-02-01,78.205,692.0,692.0
2021-03-01,168.634,1491.0,1491.0
2021-04-01,172.872,1529.0,1529.0
2021-05-01,174.46,1543.0,1543.0
2021-06-01,172.398,1525.0,1525.0
2021-07-01,156.043,1380.0,1380.0
2021-08-01,164.26,1453.0,1453.0
2021-09-01,167.004,1477.0,1477.0
2021-10-01,123.132,1089.0,1089.0
2021-11-01,116.567,1031.0,1031.0
2021-12-01,74.994,663.0,663.0
2022-01-01,24.934,85.0,85.0
2022-02-01,29.42,100.0,100.0
2022-03-01,45.161,154.0,154.0
2022-04-01,54.023,184.0,184.0
2022-05-01,50.006,171.0,171.0
2022-06-01,58.081,198.0,198.0
2022-07-01,52.071,178.0,178.0
2022-08-01,51.696,176.0,176.0
2022-09-01,47.688,163.0,163.0
2022-10-01,37.476,128.0,128.0
2022-11-01,35.049,120.0,120.0
2022-12-01,28.395,97.0,97.0
2023-01-01,76.0,259.0,259.0
2023-02-01,4.0,14.0,14.0
2023-03-01,159.0,543.0,543.0
2023-04-01,185.0,631.0,631.0
2023-05-01,215.0,734.0,734.0
2023-06-01,186.0,635.0,635.0
2023-07-01,200.0,682.0,682.0
2023-08-01,186.0,635.0,635.0
2023-09-01,145.0,495.0,495.0
2023-10-01,136.0,464.0,464.0
2023-11-01,104.0,355.0,355.0
2023-12-01,64.0,218.0,218.0
2024-01-01,47.0,160.0,160.0
2024-02-01,116.0,396.0,396.0
2024-03-01,151.0,515.0,515.0
2024-04-01,160.0,546.0,546.0
2024-05-01,162.0,553.0,553.0
2024-06-01,211.0,720.0,720.0
2024-07-01,190.0,648.0,648.0
2024-08-01,174.0,594.0,594.0
2024-09-01,115.0,392.0,392.0
2024-10-01,140.0,478.0,478.0
2024-11-01,91.0,310.0,310.0
2024-12-01,67.0,229.0,229.0
