measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,,,,0.0,0.0,0.0,4429.8820000000005,41378.0,55846.0,0.0,0.0,0.0
2003-02-01,,,,0.0,0.0,0.0,3735.9880000000003,34897.0,47098.0,0.0,0.0,0.0
2003-03-01,,,,0.0,0.0,0.0,3847.1020000000003,35934.0,48499.0,0.0,0.0,0.0
2003-04-01,,,,0.0,0.0,0.0,3299.4860000000003,30819.0,41595.0,0.0,0.0,0.0
2003-05-01,,,,0.0,0.0,0.0,3133.643,29270.0,39504.0,0.0,0.0,0.0
2003-06-01,,,,0.0,0.0,0.0,3826.646,35743.0,48241.0,0.0,0.0,0.0
2003-07-01,,,,0.0,0.0,0.0,4522.578,42244.0,57014.0,0.0,0.0,0.0
2003-08-01,,,,0.0,0.0,0.0,4502.411,42055.0,56760.0,0.0,0.0,0.0
2003-09-01,,,,0.0,0.0,0.0,3353.5930000000003,31325.0,42277.0,0.0,0.0,0.0
2003-10-01,,,,0.0,0.0,0.0,3211.1380000000004,29994.0,40481.0,0.0,0.0,0.0
2003-11-01,,,,0.0,0.0,0.0,3050.6530000000002,28495.0,38458.0,0.0,0.0,0.0
2003-12-01,,,,0.0,0.0,0.0,3531.88,32990.0,44525.0,0.0,0.0,0.0
2004-01-01,,,,0.0,0.0,0.0,0.0,0.0,23444.17,3827.635,88842.79,125603.06
2004-02-01,,,,0.0,0.0,0.0,0.0,0.0,50526.4,3827.635,88842.79,125603.06
2004-03-01,,,,0.0,0.0,0.0,0.0,0.0,81171.73,3827.635,88842.79,125603.06
2004-04-01,,,,0.0,0.0,0.0,0.0,0.0,146053.82,3827.635,88842.79,125603.06
2004-05-01,,,,0.0,0.0,0.0,0.0,0.0,259146.88,3827.635,88842.79,125603.06
2004-06-01,,,,0.0,0.0,0.0,0.0,0.0,161442.29,3827.635,88842.79,125603.06
2004-07-01,,,,0.0,0.0,0.0,0.0,0.0,167024.31,3827.635,88842.79,125603.06
2004-08-01,,,,0.0,0.0,0.0,0.0,0.0,210079.7,3827.635,88842.79,125603.06
2004-09-01,,,,0.0,0.0,0.0,0.0,0.0,108483.84,3827.635,88842.79,125603.06
2004-10-01,,,,0.0,0.0,0.0,0.0,0.0,33092.36,3827.635,88842.79,125603.06
