measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,5725.54,73370.0,73370.0,510.61800000000005,0.0,0.0
2003-02-01,4936.131,63254.0,63254.0,440.216,0.0,0.0
2003-03-01,4826.895,61854.0,61854.0,430.47400000000005,0.0,0.0
2003-04-01,4430.376,56773.0,56773.0,395.112,0.0,0.0
2003-05-01,5568.6320000000005,71359.0,71359.0,496.624,0.0,0.0
2003-06-01,5840.497,74843.0,74843.0,520.87,0.0,0.0
2003-07-01,6466.0380000000005,82859.0,82859.0,576.657,0.0,0.0
2003-08-01,6716.564,86070.0,86070.0,598.999,0.0,0.0
2003-09-01,5612.207,71918.0,71918.0,500.51,0.0,0.0
2003-10-01,5005.176,64139.0,64139.0,446.374,0.0,0.0
2003-11-01,4958.595,63542.0,63542.0,442.22,0.0,0.0
2003-12-01,5488.26,70329.0,70329.0,489.456,0.0,0.0
2004-01-01,5306.045,57266.41,57266.41,0.0,0.0,47503.59
2004-02-01,4906.9,52958.57,52958.57,0.0,0.0,44413.56
2004-03-01,5288.004,57071.69,57071.69,0.0,0.0,42560.44
2004-04-01,4268.22,46065.5,46065.5,0.0,0.0,76573.74
2004-05-01,5763.138,62199.66,62199.66,0.0,0.0,48704.44
2004-06-01,6361.784000000001,68660.65,68660.65,0.0,0.0,74895.62
2004-07-01,9698.986,104677.99,104677.99,0.0,0.0,127920.2
2004-08-01,8039.35,86766.07,86766.07,0.0,0.0,110176.8
2004-09-01,5612.293000000001,60571.64,60571.64,0.0,0.0,51578.05
2004-10-01,4329.671,46728.72,46728.72,0.0,0.0,30232.89
2004-11-01,2790.811,30120.31,30120.31,0.0,0.0,21353.24
2004-12-01,3258.2090000000003,35164.79,35164.79,0.0,0.0,32339.44
2005-01-01,3452.701,40621.9,49076.17,147.23,1732.19,47349.25
2005-02-01,3116.4230000000002,36665.5,44296.36,132.89,1563.48,42737.64
2005-03-01,3363.252,39569.5,47804.75,143.416,1687.32,46122.57
2005-04-01,3379.404,39759.54,48034.34,144.104,1695.42,46344.09
2005-05-01,3711.62,43668.14,52756.4,158.27100000000002,1862.1,50899.99
2005-06-01,4767.36,56089.19,67762.53,203.28900000000002,2391.75,65378.07
2005-07-01,6104.693,71823.25,86771.18,260.31600000000003,3062.68,83717.83
2005-08-01,6326.405000000001,74431.74,89922.56,269.77,3173.92,86758.32
2005-09-01,4771.46,56137.43,67820.81,203.464,2393.81,65434.3
2005-10-01,3703.5750000000003,43573.48,52642.05,157.928,1858.06,50789.66
2005-11-01,3304.473,38877.95,46969.28,140.90900000000002,1657.83,45316.5
2005-12-01,3770.306,44358.59,53590.56,160.773,1891.53,51704.79
2006-01-01,2953.494,35848.36,47526.81,93.476,0.0,0.0
2006-02-01,2604.021,31606.6,41903.18,82.415,0.0,0.0
2006-03-01,2884.306,35008.58,46413.44,91.286,0.0,0.0
2006-04-01,2748.172,33356.25,44222.82,86.97800000000001,0.0,0.0
2006-05-01,3203.221,38879.46,51545.34,101.38,0.0,0.0
2006-06-01,3395.26,41210.35,54635.57,107.45700000000001,0.0,0.0
2006-07-01,3822.913,46401.03,61517.24,120.992,0.0,0.0
2006-08-01,3949.3010000000004,47935.09,63551.06,124.992,0.0,0.0
2006-09-01,3215.665,39030.5,51745.6,101.77300000000001,0.0,0.0
2006-10-01,3370.9410000000003,40915.17,54244.25,106.688,0.0,0.0
2006-11-01,2847.489,34561.72,45821.0,90.12100000000001,0.0,0.0
2006-12-01,3193.147,38757.18,51383.23,101.061,0.0,0.0
2007-01-01,2096.098,24662.0,26576.0,0.092,0.0,0.0
2007-02-01,4126.475,48550.0,52319.0,0.08900000000000001,0.0,0.0
2007-03-01,2255.8,26541.0,28601.0,0.084,0.0,0.0
2007-04-01,3761.864,44260.0,47696.0,0.084,0.0,0.0
