measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,22.826,322.0,322.0
2021-02-01,22.198,312.0,312.0
2021-03-01,17.3,242.0,242.0
2021-04-01,19.707,276.0,276.0
2021-05-01,22.557,317.0,317.0
2021-06-01,30.704,431.0,431.0
2021-07-01,33.825,474.0,474.0
2021-08-01,34.494,484.0,484.0
2021-09-01,29.148,409.0,409.0
2021-10-01,24.665,346.0,346.0
2021-11-01,20.287,284.0,284.0
2021-12-01,21.289,299.0,299.0
2022-01-01,21.009,299.0,299.0
2022-02-01,18.705,266.0,266.0
2022-03-01,14.895,212.0,212.0
2022-04-01,15.527,221.0,221.0
2022-05-01,22.937,326.0,326.0
2022-06-01,27.921,397.0,397.0
2022-07-01,32.902,468.0,468.0
2022-08-01,33.073,470.0,470.0
2022-09-01,27.879,397.0,397.0
2022-10-01,21.546,306.0,306.0
2022-11-01,20.195,287.0,287.0
2022-12-01,22.411,319.0,319.0
2023-01-01,22.307,316.0,316.0
2023-02-01,21.04,299.0,299.0
2023-03-01,20.765,295.0,295.0
2023-04-01,20.054,284.0,284.0
2023-05-01,28.631,407.0,407.0
2023-06-01,33.074,470.0,470.0
2023-07-01,36.272,516.0,516.0
2023-08-01,39.923,568.0,568.0
2023-09-01,33.633,478.0,478.0
2023-10-01,24.826,353.0,353.0
2023-11-01,23.017,328.0,328.0
2023-12-01,24.458,348.0,348.0
2024-01-01,20.477,304.0,304.0
2024-02-01,14.138,210.0,210.0
2024-03-01,16.044,239.0,239.0
2024-04-01,15.074,224.0,224.0
2024-05-01,20.14,300.0,300.0
2024-06-01,22.722,338.0,338.0
2024-07-01,24.56,366.0,366.0
2024-08-01,27.752,413.0,413.0
2024-09-01,23.026,343.0,343.0
2024-10-01,19.946,296.0,296.0
2024-11-01,15.979,238.0,238.0
2024-12-01,17.142,256.0,256.0
