measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-01-01,5339.0,72668.0,88479.0
2001-02-01,4916.0,61872.0,62937.0
2001-03-01,5818.0,73904.0,81441.0
2001-04-01,5520.0,79039.0,94149.0
2001-05-01,7155.0,91487.0,106371.0
2001-06-01,6479.0,92692.0,105426.0
2001-07-01,6800.0,97820.0,111429.0
2001-08-01,6800.0,97820.0,111429.0
2001-09-01,5943.0,97820.0,111429.0
2001-10-01,5703.0,82603.0,93870.0
2001-11-01,6659.0,93468.0,109539.0
2001-12-01,6089.0,86490.0,100296.0
2002-01-01,5375.759,102918.0,115386.0
2002-02-01,5398.807000000001,110118.0,138726.0
2002-03-01,5594.0,102808.0,115546.0
2002-04-01,4722.755,92271.0,105259.0
2002-05-01,6870.947,132023.0,144087.0
2002-06-01,5923.0,111383.0,117672.0
2002-07-01,6033.0,108823.0,119478.0
2002-08-01,6177.61,120073.0,125947.0
2002-09-01,5280.69,163833.0,173078.0
2002-10-01,0.0,0.0,0.0
2002-11-01,5751.237,91411.0,102296.0
2002-12-01,5377.68,86267.0,95389.0
2003-01-01,4874.0,73150.0,82165.0
2003-02-01,5629.0,86613.0,102667.0
2003-03-01,5557.256,88997.0,105759.0
2003-04-01,5296.055,81944.0,87890.0
2003-05-01,7093.0,107724.0,128188.0
2003-06-01,5731.07,90885.0,107709.0
2003-07-01,3044.1510000000003,49671.0,59286.0
2003-08-01,6139.198,100949.0,118581.0
2003-09-01,6386.955,103732.0,116005.0
2003-10-01,6606.8640000000005,102830.0,121626.0
2003-11-01,6195.0,98628.0,122140.0
2003-12-01,5049.0,79180.0,84065.0
2004-01-01,4189.789,49621.85,97685.12
2004-02-01,4429.8640000000005,52465.19,98364.8
2004-03-01,4647.852,55046.93,104066.56
2004-04-01,4647.852,55046.93,71196.48
2004-05-01,4647.852,55046.93,92238.24
2004-06-01,5329.665,63122.0,101744.32
2004-07-01,5497.718,65112.33,104538.56
2004-08-01,5169.295,61222.65,99356.0
2004-09-01,4420.261,52351.45,91048.8
2004-10-01,4787.0960000000005,56696.07,87338.88
2004-11-01,4733.319,56059.16,97524.64
2004-12-01,5392.085,63861.27,110504.64
2005-01-01,4862.959,57594.56,187766.96
2005-02-01,4018.856,47597.4,150768.41
2005-03-01,4024.617,47665.64,140152.91
2005-04-01,5969.225,70696.64,159817.53
2005-05-01,5781.966,68478.84,125706.39
2005-06-01,1373.229,16263.87,98891.82
2005-07-01,3686.592,43662.23,98873.86
2005-08-01,5224.032,61870.93,117017.5
2005-09-01,6085.421,72072.81,129250.98
2005-10-01,5670.572,67159.53,124858.78
2005-11-01,6342.782,75120.87,140029.38
2005-12-01,6122.8730000000005,72516.37,170065.19
2006-01-01,5090.227,55578.89,55578.89
2006-02-01,4621.099,50456.65,50456.65
2006-03-01,5005.039000000001,54648.78,54648.78
2006-04-01,4626.06,50510.81,50510.81
2006-05-01,4614.986,50389.84,50389.84
2006-06-01,4607.198,50304.83,50304.83
2006-07-01,4950.697,54055.45,54055.45
2006-08-01,5242.403,57240.47,57240.47
