measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-01-01,7955.861000000001,44877.0,254106.0,723.33,4079.0,23103.0
2007-02-01,7685.774,43341.0,233754.0,451.80800000000005,2548.0,13741.0
2007-03-01,8415.451000000001,47462.0,258125.0,588.322,3318.0,18045.0
2007-04-01,7963.548000000001,44902.0,243917.0,860.649,4854.0,26361.0
2007-05-01,9111.857,51379.0,537805.0,176.165,994.0,10398.0
2007-06-01,7869.26,44390.0,243533.0,994.3090000000001,5608.0,30771.0
2007-07-01,3914.228,22067.0,140390.0,1185.925,6688.0,42535.0
2007-08-01,7064.041,39834.0,223002.0,1551.7710000000002,8752.0,48987.0
2007-09-01,6382.05,35994.0,209408.0,1500.092,8460.0,49221.0
2007-10-01,5308.975,29952.0,179763.0,2778.672,15671.0,94087.0
2007-11-01,6597.115000000001,37197.0,227866.0,1441.556,8130.0,49792.0
2007-12-01,6229.679,35123.0,212787.0,2547.463,14367.0,87014.0
2008-01-01,6264.452,35330.0,218808.0,2587.5930000000003,14593.0,90381.0
2008-02-01,7268.411,40992.0,243044.0,1226.403,6917.0,41009.0
2008-03-01,7520.903,42416.0,247758.0,1489.592,8401.0,49071.0
2008-04-01,6894.9310000000005,38886.0,229857.0,1499.0510000000002,8454.0,49974.0
2008-05-01,5898.559,33267.0,201756.0,2177.5640000000003,12281.0,74482.0
2008-06-01,7513.16,42373.0,238119.0,939.4010000000001,5298.0,29773.0
2008-07-01,7799.003000000001,43985.0,246636.0,859.062,4845.0,27167.0
2008-08-01,7188.4580000000005,40541.0,235824.0,1256.42,7086.0,41218.0
2008-09-01,4396.945000000001,24798.0,144815.0,1336.046,7535.0,44003.0
2008-10-01,5948.052000000001,33546.0,199053.0,1928.3290000000002,10875.0,64532.0
2008-11-01,6524.064,36794.0,204714.0,936.5070000000001,5282.0,29386.0
2008-12-01,2646.7200000000003,14927.0,97385.0,598.134,3373.0,22008.0
2009-01-01,2279.14,12854.0,87848.0,373.209,2105.0,14385.0
2009-02-01,3668.0570000000002,20687.0,118269.0,396.89300000000003,2238.0,12797.0
2009-03-01,3209.78,18102.0,87491.0,292.434,1649.0,7971.0
2009-04-01,3579.134,20186.0,86063.0,309.12100000000004,1743.0,7433.0
2009-05-01,1704.592,9614.0,50847.0,606.85,3422.0,18102.0
2009-06-01,6835.91,38553.0,215220.0,203.089,1145.0,6394.0
2009-07-01,7969.305,44945.0,246152.0,104.897,592.0,3240.0
2009-08-01,7332.4130000000005,41353.0,232943.0,263.56,1486.0,8373.0
2009-09-01,3886.8590000000004,21921.0,108554.0,150.24200000000002,847.0,4196.0
2009-10-01,-438.0,0.0,0.0,-438.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,-1257.0,0.0,9470.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,12227.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0
