measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2011-12-01,,,,27097.0,311664.0,311664.0
2012-01-01,,,,18628.0,207994.0,207994.0
2012-02-01,,,,11263.0,129171.0,129171.0
2012-03-01,,,,10223.0,116610.0,116610.0
2012-04-01,,,,36632.0,425933.0,425933.0
2012-05-01,,,,16351.0,191078.0,191078.0
2012-06-01,,,,55058.0,649279.0,649279.0
2012-07-01,,,,81665.0,940228.0,940228.0
2012-08-01,,,,55067.0,634561.0,634561.0
2012-09-01,,,,19971.0,225735.0,225735.0
2012-10-01,,,,5124.0,66239.0,66239.0
2012-11-01,,,,0.0,0.0,0.0
2012-12-01,,,,8230.0,98888.0,98888.0
2013-01-01,,,,16201.0,191595.0,191595.0
2013-02-01,,,,6830.0,83785.0,83785.0
2013-03-01,,,,1180.0,17189.0,17189.0
2013-04-01,,,,5791.0,69671.0,69671.0
2013-05-01,,,,1161.0,16442.0,16442.0
2013-06-01,,,,23159.0,279962.0,279962.0
2013-07-01,,,,46564.0,566164.0,566164.0
2013-08-01,,,,46280.0,549283.0,549283.0
2013-09-01,,,,37105.0,440590.0,440590.0
2013-10-01,,,,12065.0,151948.0,151948.0
2013-11-01,,,,12726.0,154048.0,154048.0
2013-12-01,,,,25096.0,310235.0,310235.0
2014-01-01,,,,26375.0,308928.0,308928.0
2014-02-01,,,,32553.0,379677.0,379677.0
2014-03-01,,,,5440.0,68904.0,68904.0
2014-04-01,,,,5535.0,73695.0,73695.0
2014-05-01,,,,11832.0,143559.0,143559.0
2014-06-01,,,,11503.0,138223.0,138223.0
2014-07-01,,,,12826.0,154238.0,154238.0
2014-08-01,,,,26853.0,312852.0,312852.0
2014-09-01,,,,80083.0,850068.0,850068.0
2014-10-01,,,,11609.0,141219.0,141219.0
2014-11-01,,,,25758.0,298682.0,298682.0
2014-12-01,,,,22295.0,250912.0,250912.0
2015-01-01,,,,24169.0,277701.0,277701.0
2015-02-01,,,,18545.0,208199.0,208199.0
2015-03-01,,,,13722.0,158668.0,158668.0
2015-04-01,,,,36996.0,426655.0,426655.0
2015-05-01,,,,35370.0,439687.0,439687.0
2015-06-01,,,,42585.0,432385.0,432385.0
2015-07-01,,,,32493.0,363393.0,363393.0
2015-08-01,,,,35205.0,397004.0,397004.0
2015-09-01,,,,52347.0,562686.0,562686.0
2015-10-01,,,,49444.0,544953.0,544953.0
2015-11-01,,,,43424.0,488196.0,488196.0
2015-12-01,,,,18718.0,219327.0,219327.0
2016-01-01,,,,28178.0,316415.0,316415.0
2016-02-01,,,,21629.0,242505.0,242505.0
2016-03-01,,,,17785.0,205545.0,205545.0
2016-04-01,,,,40908.0,459401.0,459401.0
2016-05-01,,,,39343.0,443115.0,443115.0
2016-06-01,,,,50720.0,589199.0,589199.0
2016-07-01,,,,57418.0,667849.0,667849.0
2016-08-01,,,,44710.0,529257.0,529257.0
2016-09-01,,,,73364.0,827308.0,827308.0
2016-10-01,,,,62565.0,735396.0,735396.0
2016-11-01,,,,69544.0,799348.0,799348.0
2016-12-01,,,,62853.0,694490.0,694490.0
2017-01-01,,,,53363.0,589866.0,589866.0
2017-02-01,,,,32954.0,380158.0,380158.0
2017-03-01,,,,100843.0,1085457.0,1085457.0
2017-04-01,,,,104039.0,1121665.0,1121665.0
2017-05-01,,,,79296.0,812483.0,812483.0
2017-06-01,,,,4285.0,64319.0,64319.0
2017-07-01,,,,20722.0,268819.0,268819.0
2017-08-01,,,,6879.0,107795.0,107795.0
2017-09-01,,,,4881.0,70462.0,70462.0
2017-10-01,,,,205.0,3412.0,3412.0
2017-11-01,,,,246.0,6111.0,6111.0
2017-12-01,,,,8092.0,105886.0,105886.0
2018-01-01,,,,15656.0,182818.0,182818.0
2018-02-01,,,,5488.0,71394.0,71394.0
2018-03-01,,,,7418.0,99109.0,99109.0
2018-04-01,,,,7495.0,93892.0,93892.0
2018-05-01,,,,9399.0,118569.0,118569.0
2018-06-01,,,,5503.0,69495.0,69495.0
2018-07-01,,,,16741.0,205126.0,205126.0
2018-08-01,,,,9643.0,123051.0,123051.0
2018-09-01,,,,4369.0,58525.0,58525.0
2018-10-01,,,,7322.0,95957.0,95957.0
2018-11-01,,,,5475.0,68872.0,68872.0
2018-12-01,,,,2629.0,40443.0,40443.0
2019-01-01,,,,0.0,3926.0,3926.0
2019-02-01,,,,1166.0,18191.0,18191.0
2019-03-01,,,,5606.0,76562.0,76562.0
2019-04-01,,,,9250.0,113010.0,113010.0
2019-05-01,,,,8053.0,105165.0,105165.0
2019-06-01,,,,10934.0,133645.0,133645.0
2019-07-01,,,,11628.0,148145.0,148145.0
2019-08-01,,,,15871.0,193403.0,193403.0
2019-09-01,,,,8425.0,109279.0,109279.0
2019-10-01,,,,3306.0,45436.0,45436.0
2019-11-01,,,,4499.0,57890.0,57890.0
2019-12-01,,,,1601.0,24192.0,24192.0
2020-01-01,,,,584.0,12751.0,12751.0
2020-02-01,,,,116.0,9775.0,9775.0
2020-03-01,,,,1480.0,26475.0,26475.0
2020-04-01,,,,481.0,13100.0,13100.0
2020-05-01,,,,323.0,4377.0,4377.0
2020-06-01,,,,3470.0,44045.0,44045.0
2020-07-01,,,,4327.0,62966.0,62966.0
2020-08-01,,,,7119.0,96711.0,96711.0
2020-09-01,,,,4185.0,59340.0,59340.0
2020-10-01,,,,7044.0,88435.0,88435.0
2020-11-01,,,,485.0,9795.0,9795.0
2020-12-01,,,,1558.0,20717.0,20717.0
2021-01-01,,,,236.0,7013.0,7013.0
2021-02-01,,,,15778.0,192405.0,192405.0
2021-03-01,,,,-109.0,3374.0,3374.0
2021-04-01,,,,1886.0,30013.0,30013.0
2021-05-01,,,,-183.0,3280.0,3280.0
2021-06-01,,,,4701.0,61445.0,61445.0
2021-07-01,,,,8102.0,113649.0,113649.0
2021-08-01,,,,8625.0,119303.0,119303.0
2021-09-01,,,,5778.0,104197.0,104197.0
2021-10-01,,,,1988.0,30301.0,30301.0
2021-11-01,,,,5283.0,70678.0,70678.0
2021-12-01,,,,1113.0,15990.0,15990.0
2022-01-01,,,,1944.0,29084.0,29084.0
2022-02-01,,,,4972.0,68257.0,68257.0
2022-03-01,,,,2517.0,35373.0,35373.0
2022-04-01,,,,1259.0,23341.0,23341.0
2022-05-01,,,,3784.0,53170.0,53170.0
2022-06-01,,,,7109.0,93629.0,93629.0
2022-07-01,,,,29949.0,373200.0,373200.0
2022-08-01,,,,14667.0,190463.0,190463.0
2022-09-01,,,,9134.0,120305.0,120305.0
2022-10-01,,,,8440.0,113112.0,113112.0
2022-11-01,,,,5527.0,78528.0,78528.0
2022-12-01,,,,6584.0,132245.0,132245.0
2023-01-01,,,,3465.0,41853.0,41853.0
2023-02-01,,,,1841.0,21403.0,21403.0
2023-03-01,,,,893.0,13459.0,13459.0
2023-04-01,,,,4130.0,52681.0,52681.0
2023-05-01,,,,5847.0,80113.0,80113.0
2023-06-01,,,,8343.0,137602.0,137602.0
2023-07-01,,,,14438.0,178756.0,178756.0
2023-08-01,,,,33464.0,392368.0,392368.0
2023-09-01,,,,5851.0,76329.0,76329.0
2023-10-01,,,,2551.0,40866.0,40866.0
2023-11-01,,,,3911.0,53748.0,53748.0
2023-12-01,,,,2085.0,25802.0,25802.0
2024-01-01,,,,13345.0,156686.0,156686.0
2024-02-01,,,,1294.0,19736.0,19736.0
2024-03-01,,,,2890.0,41162.0,41162.0
2024-04-01,,,,7403.0,93343.0,93343.0
2024-05-01,,,,7665.0,86958.0,86958.0
2024-06-01,,,,4218.0,56787.0,56787.0
2024-07-01,,,,18034.0,195633.0,195633.0
2024-08-01,,,,22233.0,249869.0,249869.0
2024-09-01,,,,16647.0,183860.0,183860.0
2024-10-01,,,,19436.0,217852.0,217852.0
2024-11-01,,,,3357.0,37898.0,37898.0
2024-12-01,,,,3289.0,38228.0,38228.0
