measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2015-01-01,224.58,2093.0,2093.0
2015-02-01,184.176,1716.0,1716.0
2015-03-01,335.289,3125.0,3125.0
2015-04-01,381.105,3552.0,3552.0
2015-05-01,526.574,4907.0,4907.0
2015-06-01,490.827,4574.0,4574.0
2015-07-01,525.88,4901.0,4901.0
2015-08-01,468.852,4369.0,4369.0
2015-09-01,320.407,2986.0,2986.0
2015-10-01,287.853,2683.0,2683.0
2015-11-01,211.872,1974.0,1974.0
2015-12-01,317.585,2960.0,2960.0
2016-01-01,219.969,2031.0,2031.0
2016-02-01,226.387,2090.0,2090.0
2016-03-01,446.422,4121.0,4121.0
2016-04-01,375.301,3465.0,3465.0
2016-05-01,329.416,3041.0,3041.0
2016-06-01,389.466,3596.0,3596.0
2016-07-01,403.674,3727.0,3727.0
2016-08-01,531.088,4903.0,4903.0
2016-09-01,381.08,3518.0,3518.0
2016-10-01,293.232,2707.0,2707.0
2016-11-01,208.986,1929.0,1929.0
2016-12-01,337.979,3120.0,3120.0
2017-01-01,230.924,2128.0,2128.0
2017-02-01,281.907,2597.0,2597.0
2017-03-01,347.057,3197.0,3197.0
2017-04-01,378.025,3483.0,3483.0
2017-05-01,413.259,3807.0,3807.0
2017-06-01,353.46,3256.0,3256.0
2017-07-01,394.446,3634.0,3634.0
2017-08-01,356.105,3281.0,3281.0
2017-09-01,341.972,3151.0,3151.0
2017-10-01,297.782,2743.0,2743.0
2017-11-01,263.022,2423.0,2423.0
2017-12-01,215.041,1981.0,1981.0
2018-01-01,278.594,2536.0,2536.0
2018-02-01,244.191,2223.0,2223.0
2018-03-01,352.753,3211.0,3211.0
2018-04-01,433.146,3943.0,3943.0
2018-05-01,430.26,3917.0,3917.0
2018-06-01,462.872,4214.0,4214.0
2018-07-01,437.044,3979.0,3979.0
2018-08-01,446.262,4063.0,4063.0
2018-09-01,295.454,2690.0,2690.0
2018-10-01,318.107,2896.0,2896.0
2018-11-01,230.69,2100.0,2100.0
2018-12-01,190.627,1735.0,1735.0
2019-01-01,167.607,1493.0,1493.0
2019-02-01,161.535,1438.0,1438.0
2019-03-01,267.649,2383.0,2383.0
2019-04-01,275.046,2449.0,2449.0
2019-05-01,312.471,2783.0,2783.0
2019-06-01,302.818,2697.0,2697.0
2019-07-01,336.647,2998.0,2998.0
2019-08-01,299.788,2670.0,2670.0
2019-09-01,273.385,2434.0,2434.0
2019-10-01,216.774,1930.0,1930.0
2019-11-01,186.685,1662.0,1662.0
2019-12-01,165.595,1475.0,1475.0
2020-01-01,214.019,1876.0,1876.0
2020-02-01,219.949,1928.0,1928.0
2020-03-01,281.336,2466.0,2466.0
2020-04-01,382.128,3350.0,3350.0
2020-05-01,382.432,3353.0,3353.0
2020-06-01,372.058,3262.0,3262.0
2020-07-01,416.175,3649.0,3649.0
2020-08-01,334.172,2930.0,2930.0
2020-09-01,283.016,2481.0,2481.0
2020-10-01,286.929,2516.0,2516.0
2020-11-01,239.977,2104.0,2104.0
2020-12-01,202.809,1778.0,1778.0
2021-01-01,207.36,1834.0,1834.0
2021-02-01,202.561,1791.0,1791.0
2021-03-01,332.298,2939.0,2939.0
2021-04-01,446.518,3949.0,3949.0
2021-05-01,449.98,3980.0,3980.0
2021-06-01,414.523,3666.0,3666.0
2021-07-01,447.895,3961.0,3961.0
2021-08-01,408.222,3610.0,3610.0
2021-09-01,381.864,3377.0,3377.0
2021-10-01,313.533,2773.0,2773.0
2021-11-01,294.848,2608.0,2608.0
2021-12-01,215.398,1905.0,1905.0
2022-01-01,211.644,722.0,722.0
2022-02-01,236.161,806.0,806.0
2022-03-01,307.935,1051.0,1051.0
2022-04-01,399.716,1364.0,1364.0
2022-05-01,378.882,1293.0,1293.0
2022-06-01,400.41,1366.0,1366.0
2022-07-01,356.486,1216.0,1216.0
2022-08-01,346.776,1183.0,1183.0
2022-09-01,324.663,1108.0,1108.0
2022-10-01,272.214,929.0,929.0
2022-11-01,212.581,725.0,725.0
2022-12-01,166.532,568.0,568.0
2023-01-01,209.0,713.0,713.0
2023-02-01,216.0,737.0,737.0
2023-03-01,233.0,795.0,795.0
2023-04-01,244.0,833.0,833.0
2023-05-01,281.0,959.0,959.0
2023-06-01,250.0,853.0,853.0
2023-07-01,233.0,795.0,795.0
2023-08-01,279.0,952.0,952.0
2023-09-01,313.0,1068.0,1068.0
2023-10-01,356.0,1215.0,1215.0
2023-11-01,288.0,983.0,983.0
2023-12-01,275.0,938.0,938.0
2024-01-01,316.0,1078.0,1078.0
2024-02-01,295.0,1007.0,1007.0
2024-03-01,363.0,1239.0,1239.0
2024-04-01,360.0,1228.0,1228.0
2024-05-01,370.0,1262.0,1262.0
2024-06-01,368.0,1256.0,1256.0
2024-07-01,323.0,1102.0,1102.0
2024-08-01,306.0,1044.0,1044.0
2024-09-01,251.0,856.0,856.0
2024-10-01,334.0,1140.0,1140.0
2024-11-01,323.0,1102.0,1102.0
2024-12-01,291.0,993.0,993.0
