measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,3.294,38.0,38.0,7.319,84.0,84.0
2003-02-01,2.757,32.0,32.0,6.127000000000001,70.0,70.0
2003-03-01,3.089,35.0,35.0,6.865,79.0,79.0
2003-04-01,2.715,31.0,31.0,6.033,69.0,69.0
2003-05-01,2.681,31.0,31.0,5.958,68.0,68.0
2003-06-01,3.0170000000000003,35.0,35.0,6.705,77.0,77.0
2003-07-01,3.2840000000000003,38.0,38.0,7.298,84.0,84.0
2003-08-01,3.411,39.0,39.0,7.581,87.0,87.0
2003-09-01,2.971,34.0,34.0,6.601,76.0,76.0
2003-10-01,3.144,36.0,36.0,6.986000000000001,80.0,80.0
2003-11-01,2.657,30.0,30.0,5.904,68.0,68.0
2003-12-01,2.98,34.0,34.0,6.623,76.0,76.0
2004-01-01,0.446,5.0,5.0,5.083,58.0,58.0
2004-02-01,0.224,3.0,3.0,5.083,58.0,58.0
2004-03-01,2.495,29.0,29.0,5.083,58.0,58.0
2004-04-01,3.5420000000000003,41.0,41.0,5.083,58.0,58.0
2004-05-01,6.202,72.0,72.0,5.083,58.0,58.0
2004-06-01,1.988,23.0,23.0,5.083,58.0,58.0
2004-07-01,2.164,25.0,25.0,5.083,58.0,58.0
2004-08-01,6.2330000000000005,72.0,72.0,5.083,58.0,58.0
2004-09-01,1.6280000000000001,19.0,19.0,5.083,58.0,58.0
2004-10-01,2.391,28.0,28.0,5.083,58.0,58.0
2004-11-01,0.433,5.0,5.0,5.083,58.0,58.0
2004-12-01,0.254,3.0,3.0,5.083,58.0,58.0
2005-01-01,15.928,145.68,145.68,0.544,10.7,10.7
2005-02-01,5.472,50.05,50.05,0.435,8.56,8.56
