measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,307039.0,3228492.0,3228492.0,,,
2001-02-01,276104.0,2952617.0,2952617.0,,,
2001-03-01,301429.0,3228492.0,3228492.0,,,
2001-04-01,216648.0,2292876.0,2292876.0,,,
2001-05-01,282415.0,2956315.0,2956315.0,,,
2001-06-01,329076.0,3536494.0,3536494.0,,,
2001-07-01,348340.0,3742723.0,3742723.0,,,
2001-08-01,355149.0,3869532.0,3869532.0,,,
2001-09-01,322937.0,3459405.0,3459405.0,,,
2001-10-01,219815.0,2371920.0,2371920.0,,,
2001-11-01,208524.0,2255686.0,2255686.0,,,
2001-12-01,306373.0,3266153.0,3266153.0,,,
2002-01-01,319318.0,3392046.0,3392046.0,,,
2002-02-01,295006.0,3101608.0,3101608.0,,,
2002-03-01,312370.0,3226804.0,3226804.0,,,
2002-04-01,178729.0,1937560.0,1937560.0,,,
2002-05-01,242337.0,2605624.0,2605624.0,,,
2002-06-01,323121.0,3435386.0,3435386.0,,,
2002-07-01,339878.0,3669797.0,3669797.0,,,
2002-08-01,352112.0,3715324.0,3715324.0,,,
2002-09-01,330507.0,3515456.0,3515456.0,,,
2002-10-01,287374.0,3104037.0,3104037.0,,,
2002-11-01,180631.0,1952927.0,1952927.0,,,
2002-12-01,311336.0,3316248.0,3316248.0,,,
2003-01-01,356761.0,3779446.0,3779446.0,,,
2003-02-01,298640.0,3180761.0,3180761.0,,,
2003-03-01,317510.0,3359389.0,3359389.0,,,
2003-04-01,276583.0,2923016.0,2923016.0,,,
2003-05-01,336691.0,3643090.0,3643090.0,,,
2003-06-01,324925.0,3515255.0,3515255.0,,,
2003-07-01,345601.0,3715891.0,3715891.0,,,
2003-08-01,342648.0,3617165.0,3617165.0,,,
2003-09-01,329382.0,3469420.0,3469420.0,,,
2003-10-01,292311.0,3070792.0,3070792.0,,,
2003-11-01,254458.0,2741256.0,2741256.0,,,
2003-12-01,344771.0,3703619.0,3703619.0,,,
2004-01-01,344559.0,3682544.0,3682544.0,0.0,0.0,0.0
2004-02-01,340031.0,3615803.0,3615803.0,0.0,0.0,0.0
2004-03-01,358988.0,3789796.0,3789796.0,199.0,2192.0,2192.0
2004-04-01,237334.0,2538289.0,2538289.0,376.0,4170.0,4170.0
2004-05-01,358855.0,3832556.0,3832556.0,116.0,1282.0,1282.0
2004-06-01,329489.0,3586057.0,3586057.0,890.0,10092.0,10092.0
2004-07-01,367188.0,3944827.0,3944827.0,399.0,4454.0,4454.0
2004-08-01,373035.0,4002370.0,4002370.0,0.0,1757.0,1757.0
2004-09-01,326116.0,3505717.0,3505717.0,403.0,4507.0,4507.0
2004-10-01,284976.0,3005278.0,3005278.0,168.0,1844.0,1844.0
2004-11-01,259698.0,2784353.0,2784353.0,969.0,10829.0,10829.0
2004-12-01,335044.0,3671616.0,3671616.0,1000.0,11287.0,11287.0
