measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,-41.0,0.0,0.0
2024-03-01,-132.0,0.0,0.0
2024-04-01,-108.0,0.0,0.0
2024-05-01,-111.0,0.0,0.0
2024-06-01,-102.0,0.0,0.0
2024-07-01,-98.0,0.0,0.0
2024-08-01,-139.0,0.0,0.0
2024-09-01,-92.0,0.0,0.0
2024-10-01,-129.0,0.0,0.0
2024-11-01,-93.0,0.0,0.0
2024-12-01,-119.0,0.0,0.0
