measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,-9.216,0.0,0.0,297.392,2630.0,2630.0
2021-02-01,-8.471,0.0,0.0,234.892,2077.0,2077.0
2021-03-01,-9.246,0.0,0.0,743.476,6575.0,6575.0
2021-04-01,-8.052,0.0,0.0,601.751,5322.0,5322.0
2021-05-01,-9.107,0.0,0.0,747.891,6614.0,6614.0
2021-06-01,-8.843,0.0,0.0,775.306,6857.0,6857.0
2021-07-01,-9.331,0.0,0.0,610.115,5396.0,5396.0
2021-08-01,-8.932,0.0,0.0,614.994,5439.0,5439.0
2021-09-01,-8.828,0.0,0.0,571.547,5055.0,5055.0
2021-10-01,-9.415,0.0,0.0,422.387,3736.0,3736.0
2021-11-01,-8.709,0.0,0.0,417.741,3695.0,3695.0
2021-12-01,-9.85,0.0,0.0,223.508,1977.0,1977.0
2022-01-01,-15.337,0.0,0.0,654.775,2234.0,2234.0
2022-02-01,-12.725,0.0,0.0,430.902,1470.0,1470.0
2022-03-01,-13.161,0.0,0.0,643.092,2194.0,2194.0
2022-04-01,-15.753,0.0,0.0,785.73,2681.0,2681.0
2022-05-01,-15.756,0.0,0.0,884.354,3017.0,3017.0
2022-06-01,-16.009,0.0,0.0,889.516,3035.0,3035.0
2022-07-01,-15.333,0.0,0.0,981.891,3350.0,3350.0
2022-08-01,-15.023,0.0,0.0,866.15,2955.0,2955.0
2022-09-01,-15.312,0.0,0.0,718.079,2450.0,2450.0
2022-10-01,-15.793,0.0,0.0,569.192,1942.0,1942.0
2022-11-01,-15.231,0.0,0.0,469.482,1602.0,1602.0
2022-12-01,-15.567,0.0,0.0,304.837,1040.0,1040.0
2023-01-01,-17.0,0.0,0.0,288.0,983.0,983.0
2023-02-01,-16.0,0.0,0.0,497.0,1696.0,1696.0
2023-03-01,-18.0,0.0,0.0,708.0,2416.0,2416.0
2023-04-01,-14.0,0.0,0.0,738.0,2518.0,2518.0
2023-05-01,-17.0,0.0,0.0,1132.0,3862.0,3862.0
2023-06-01,-4.0,0.0,0.0,102.0,348.0,348.0
2023-07-01,-14.0,0.0,0.0,831.0,2835.0,2835.0
2023-08-01,-14.0,0.0,0.0,824.0,2811.0,2811.0
2023-09-01,-13.0,0.0,0.0,681.0,2324.0,2324.0
2023-10-01,-14.0,0.0,0.0,620.0,2115.0,2115.0
2023-11-01,-11.0,0.0,0.0,481.0,1641.0,1641.0
2023-12-01,-4.0,0.0,0.0,275.0,938.0,938.0
2024-01-01,0.0,0.0,0.0,203.0,693.0,693.0
2024-02-01,-6.0,0.0,0.0,557.0,1900.0,1900.0
2024-03-01,-2.0,0.0,0.0,666.0,2272.0,2272.0
2024-04-01,-3.0,0.0,0.0,668.0,2279.0,2279.0
2024-05-01,-3.0,0.0,0.0,903.0,3081.0,3081.0
2024-06-01,-15.0,0.0,0.0,958.0,3269.0,3269.0
2024-07-01,-3.0,0.0,0.0,890.0,3037.0,3037.0
2024-08-01,-2.0,0.0,0.0,822.0,2805.0,2805.0
2024-09-01,-2.0,0.0,0.0,697.0,2378.0,2378.0
2024-10-01,-15.0,0.0,0.0,592.0,2020.0,2020.0
2024-11-01,-19.0,0.0,0.0,576.0,1965.0,1965.0
2024-12-01,-6.0,0.0,0.0,169.0,577.0,577.0
