measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,14.0,48.0,48.0
2024-02-01,0.0,0.0,0.0,40.0,136.0,136.0
2024-03-01,0.0,0.0,0.0,84.0,287.0,287.0
2024-04-01,0.0,0.0,0.0,44.0,150.0,150.0
2024-05-01,0.0,0.0,0.0,107.0,365.0,365.0
2024-06-01,0.0,0.0,0.0,136.0,464.0,464.0
2024-07-01,0.0,0.0,0.0,123.0,420.0,420.0
2024-08-01,0.0,0.0,0.0,64.0,218.0,218.0
2024-09-01,0.0,0.0,0.0,20.0,68.0,68.0
2024-10-01,0.0,0.0,0.0,69.0,235.0,235.0
2024-11-01,0.0,0.0,0.0,46.0,157.0,157.0
2024-12-01,0.0,0.0,0.0,23.0,78.0,78.0
