measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-02-01,,,,,,,8.306,55.0,91.0,235.2,2138.0,2138.0,0.0,0.0,0.0,,,,,,,13468.654,88911.0,147103.0,6712.4,41017.0,234571.0
2012-03-01,,,,,,,1.069,7.0,11.0,305.76,3306.0,3306.0,0.0,0.0,0.0,,,,,,,16439.411,108521.0,174367.0,5937.37,36281.0,197987.0
2012-04-01,,,,,,,46.918,310.0,482.0,1176.0,11470.0,11470.0,0.0,0.0,0.0,,,,,,,12583.322,83066.0,129259.0,5958.71,36412.0,197360.0
2012-05-01,,,,,,,41.216,272.0,437.0,799.68,7774.0,7774.0,0.0,0.0,0.0,,,,,,,14893.984,98320.0,157768.0,5150.7,31474.0,148366.0
2012-06-01,,,,,,,1.522,10.0,17.0,3222.24,33629.0,33629.0,0.0,0.0,0.0,,,,,,,7736.558,51071.0,86461.0,5495.05,33578.0,169664.0
2012-07-01,,,,,,,0.0,0.0,0.0,3010.56,31298.0,31298.0,0.0,0.0,0.0,,,,,,,8184.96,54031.0,92252.0,6092.57,37230.0,179505.0
2012-08-01,,,,,,,0.0,0.0,0.0,3669.12,39656.0,39656.0,0.0,0.0,0.0,,,,,,,7973.28,52634.0,89417.0,6284.63,38403.0,134595.0
2012-09-01,,,,,,,0.0,0.0,0.0,2069.76,22164.0,22164.0,34.09,208.0,777.0,,,,,,,8137.92,53721.0,90944.0,5259.2,32137.0,119838.0
2012-10-01,,,,,,,1.529,10.0,17.0,2775.36,27993.0,27993.0,0.0,0.0,0.0,,,,,,,7360.231,48587.0,81886.0,5725.91,34989.0,188043.0
2012-11-01,,,,,,,53.347,352.0,595.0,1434.72,13217.0,13217.0,0.0,0.0,0.0,,,,,,,7426.013,49021.0,82873.0,6441.77,39363.0,250812.0
2012-12-01,,,,,,,0.978,6.0,11.0,1034.88,9917.0,9917.0,0.0,0.0,0.0,,,,,,,11194.542,73898.0,129789.0,6633.83,40537.0,253446.0
2013-01-01,,,,,,,38.529,254.0,408.0,188.16,1168.0,1168.0,206.483,1262.0,8556.0,,,,,,,14379.231,94922.0,152357.0,6937.567,42393.0,287472.0
2013-02-01,,,,,,,15.051,99.0,159.0,635.04,5443.0,5443.0,150.116,917.0,5834.0,,,,,,,14002.869,92437.0,147704.0,6909.544,42222.0,268547.0
2013-03-01,,,,,,,0.495,3.0,6.0,987.84,9526.0,9526.0,0.0,0.0,0.0,,,,,,,13076.625,86323.0,149922.0,6456.32,39452.0,250881.0
2013-04-01,,,,,,,0.0,0.0,0.0,1293.6,9333.0,9333.0,0.0,0.0,0.0,,,,,,,8326.08,54963.0,84425.0,6023.7,36809.0,227942.0
2013-05-01,,,,,,,1.631,11.0,17.0,1246.56,10110.0,10110.0,36.394,222.0,1168.0,,,,,,,12416.929,81968.0,129485.0,5138.556,31400.0,164914.0
2013-06-01,,,,,,,0.0,0.0,0.0,540.96,3890.0,3890.0,0.0,0.0,0.0,,,,,,,14323.68,94555.0,152166.0,4705.47,28753.0,132268.0
2013-07-01,,,,,,,0.0,0.0,0.0,870.24,6611.0,6611.0,0.0,0.0,0.0,,,,,,,14911.68,98436.0,160063.0,5809.33,35499.0,168090.0
2013-08-01,,,,,,,0.0,0.0,0.0,776.16,8165.0,8165.0,0.0,0.0,0.0,,,,,,,14019.88,92549.0,155634.0,5027.51,30721.0,128168.0
2013-09-01,,,,,,,1.252,8.0,11.0,635.04,6804.0,6804.0,0.0,0.0,0.0,,,,,,,13781.468,90976.0,124850.0,4652.12,28427.0,131351.0
2013-10-01,,,,,,,9.476,63.0,102.0,1622.88,16330.0,16330.0,0.0,0.0,0.0,,,,,,,9939.484,65613.0,107051.0,5932.52,36251.0,194475.0
2013-11-01,,,,,,,90.137,595.0,1015.0,823.2,8165.0,8165.0,0.0,0.0,0.0,,,,,,,11763.943,77657.0,132461.0,7002.43,42789.0,245581.0
2013-12-01,,,,,,,0.0,0.0,0.0,846.72,7581.0,7581.0,0.0,0.0,0.0,,,,,,,13453.44,88810.0,147863.0,8423.48,51473.0,306452.0
2014-01-01,,,,,,,0.0,0.0,0.0,3316.32,33436.0,33436.0,1027.799,6281.0,37904.0,,,,,,,15264.48,100765.0,161866.0,7972.831,48719.0,294028.0
2014-02-01,,,,,,,0.0,0.0,0.0,305.76,3306.0,3306.0,558.548,3413.0,21966.0,,,,,,,15170.4,100144.0,159049.0,6410.902,39175.0,252117.0
2014-03-01,,,,,,,0.0,0.0,0.0,1505.28,15162.0,15162.0,697.604,4263.0,30323.0,,,,,,,15946.56,105268.0,168387.0,5690.816,34775.0,247366.0
2014-04-01,,,,,,,0.0,0.0,0.0,2634.24,27409.0,27409.0,30.439,186.0,1066.0,,,,,,,10960.32,72352.0,114980.0,5758.521,35188.0,201660.0
2014-05-01,,,,,,,9.317,62.0,96.0,1481.76,15746.0,15746.0,,,,,,,,,,11844.763,78191.0,122539.0,5675.47,34681.0,162335.0
2014-06-01,,,,,,,92.182,609.0,981.0,235.2,2722.0,2722.0,,,,,,,,,,15125.258,99846.0,160949.0,4853.88,29660.0,119567.0
2014-07-01,,,,,,,45.435,300.0,493.0,940.8,7972.0,7972.0,,,,,,,,,,14466.405,95497.0,157062.0,5657.04,34568.0,139217.0
2014-08-01,,,,,,,0.0,0.0,0.0,964.32,9718.0,9718.0,,,,,,,,,,13265.28,87568.0,146890.0,2933.28,17924.0,126818.0
2014-09-01,,,,,,,0.525,3.0,6.0,846.72,8358.0,8358.0,,,,,,,,,,14558.355,96104.0,157307.0,5151.67,31480.0,97864.0
2014-10-01,,,,,,,0.0,0.0,0.0,3467.24,35381.0,35381.0,,,,,,,,,,12559.68,82910.0,140290.0,4130.26,25239.0,123735.0
2014-11-01,,,,,,,83.352,550.0,919.0,2775.36,28968.0,28968.0,,,,,,,,,,12782.088,84378.0,140859.0,3910.07,23893.0,188000.0
2014-12-01,,,,,,,2.081,14.0,23.0,2493.12,25855.0,25855.0,,,,,,,,,,14556.799,96094.0,158613.0,4018.71,24557.0,211224.0
2015-01-01,,,,,,,0.0,0.0,0.0,1928.64,19051.0,19051.0,,,,,,,,,,14323.68,94555.0,155337.0,4231.14,25855.0,290835.0
2015-02-01,,,,,,,0.0,0.0,0.0,2446.08,25662.0,25662.0,,,,,,,,,,12724.32,83997.0,136825.0,5198.23,31765.0,262743.0
2015-03-01,,,,,,,0.0,0.0,0.0,258.72,2722.0,2722.0,,,,,,,,,,14300.16,94400.0,156946.0,8245.97,50388.0,295077.0
2015-04-01,,,,,,,2.16,14.0,23.0,1905.12,20412.0,20412.0,,,,,,,,,,9405.84,62091.0,98740.0,7364.24,45000.0,225456.0
2015-05-01,,,,,,,0.0,0.0,0.0,446.88,3890.0,3890.0,,,,,,,,,,14511.84,95797.0,152842.0,5988.0,35493.0,160196.0
2015-06-01,,,,,,,0.0,0.0,0.0,164.64,1554.0,1554.0,,,,,,,,,,14064.96,92847.0,150917.0,5058.55,30911.0,142441.0
2015-07-01,,,,,,,0.0,0.0,0.0,376.32,3691.0,3691.0,,,,,,,,,,15311.52,101076.0,163998.0,4943.12,30206.0,131671.0
2015-08-01,,,,,,,0.0,0.0,0.0,446.88,4859.0,4859.0,,,,,,,,,,14982.24,98902.0,161210.0,5209.87,31836.0,134856.0
2015-09-01,,,,,,,0.0,0.0,0.0,540.96,5052.0,5052.0,,,,,,,,,,14817.6,97815.0,160180.0,4869.4,29755.0,120519.0
2015-10-01,,,,,,,0.531,4.0,6.0,1058.4,9917.0,9917.0,,,,,,,,,,11383.149,75144.0,121566.0,6319.55,38616.0,193332.0
2015-11-01,,,,,,,129.184,853.0,1389.0,446.88,4746.0,4746.0,,,,,,,,,,14335.616,94634.0,154155.0,6175.99,37739.0,191619.0
2015-12-01,,,,,,,0.0,0.0,0.0,1317.12,13393.0,13393.0,,,,,,,,,,11289.6,74526.0,118224.0,6725.01,41094.0,225085.0
2016-01-01,,,,,,,0.0,0.0,0.0,94.08,449.0,902.0,,,,,,,,,,14582.4,69549.0,154986.0,7034.44,33896.0,281692.0
2016-02-01,,,,,,,0.0,0.0,0.0,352.8,1683.0,3345.0,,,,,,,,,,13500.48,64389.0,145752.0,6975.27,33611.0,248259.0
2016-03-01,,,,,,,0.0,0.0,0.0,103.88,495.0,1060.0,,,,,,,,,,15029.28,71680.0,162574.0,6913.19,33311.0,224973.0
2016-04-01,,,,,,,0.0,0.0,0.0,1528.8,7291.0,15281.0,,,,,,,,,,8961.12,42739.0,95165.0,7115.92,34288.0,233794.0
2016-05-01,,,,,,,0.0,0.0,0.0,1058.4,5048.0,10461.0,,,,,,,,,,11524.8,54966.0,120272.0,6175.02,29755.0,190382.0
2016-06-01,,,,,,,0.0,0.0,0.0,70.56,337.0,896.0,,,,,,,,,,15076.32,71904.0,160817.0,4786.95,23066.0,123705.0
2016-07-01,,,,,,,0.0,0.0,0.0,258.72,1234.0,2977.0,,,,,,,,,,15758.4,75157.0,168331.0,5251.58,25305.0,137654.0
2016-08-01,,,,,,,0.0,0.0,0.0,399.84,1907.0,4434.0,,,,,,,,,,15546.72,74148.0,166870.0,5687.11,27404.0,133250.0
2016-09-01,,,,,,,0.0,0.0,0.0,282.24,1346.0,3385.0,,,,,,,,,,15005.76,71568.0,161302.0,4914.02,23678.0,115346.0
2016-10-01,,,,,,,0.0,0.0,0.0,1811.04,8638.0,19459.0,,,,,,,,,,8490.72,40495.0,93154.0,6132.34,29549.0,190996.0
2016-11-01,,,,,,,3.115,15.0,34.0,1176.0,5609.0,13081.0,,,,,,,,,,11286.485,53829.0,123279.0,6404.91,30862.0,209794.0
2016-12-01,,,,,,,0.0,0.0,0.0,565.46,2697.0,5659.0,,,,,,,,,,13741.56,65538.0,145218.0,7471.91,36004.0,271258.0
2017-01-01,,,,,,,172.233,887.0,2034.0,234.212,1113.0,2328.0,,,,,,,,,,14527.822,74845.0,171551.0,7522.0,35158.0,366252.0
2017-02-01,,,,,,,93.303,481.0,1100.0,126.878,603.0,1264.0,,,,,,,,,,13056.73,67266.0,154180.0,6667.0,31161.0,328886.0
2017-03-01,,,,,,,112.067,577.0,1323.0,152.395,724.0,1517.0,,,,,,,,,,14105.376,72668.0,166562.0,7545.0,35265.0,378648.0
2017-04-01,,,,,,,77.574,400.0,917.0,105.489,501.0,1053.0,,,,,,,,,,16692.173,85995.0,197108.0,6765.0,31619.0,281442.0
2017-05-01,,,,,,,79.518,410.0,941.0,108.133,514.0,1076.0,,,,,,,,,,15225.376,78438.0,179788.0,6127.0,28637.0,295282.0
2017-06-01,,,,,,,79.133,408.0,935.0,107.61,512.0,1070.0,,,,,,,,,,18604.559,95847.0,219691.0,5881.0,27488.0,247407.0
2017-07-01,,,,,,,54.315,280.0,641.0,73.86,351.0,735.0,,,,,,,,,,22092.371,113816.0,260876.0,5778.0,27006.0,294649.0
2017-08-01,,,,,,,53.154,274.0,629.0,72.281,344.0,717.0,,,,,,,,,,22161.751,114173.0,261695.0,5701.0,26646.0,297026.0
2017-09-01,,,,,,,90.275,465.0,1064.0,122.761,584.0,1223.0,,,,,,,,,,16939.393,87269.0,200028.0,5552.0,25950.0,312731.0
2017-10-01,,,,,,,87.716,452.0,1035.0,119.281,567.0,1188.0,,,,,,,,,,15761.621,81201.0,186120.0,6849.0,32012.0,335204.0
2017-11-01,,,,,,,147.486,760.0,1740.0,200.56,953.0,1993.0,,,,,,,,,,10451.412,53844.0,123415.0,6927.0,32377.0,258706.0
2017-12-01,,,,,,,2043.998,10530.0,24137.0,2779.54,13214.0,27665.0,,,,,,,,,,12919.644,66560.0,152561.0,8269.0,38649.0,324749.0
2018-01-01,,,,,,,756.176,3606.0,8679.0,2658.167,12678.0,24620.0,,,,,,,,,,21916.28,104527.0,251597.0,7782.31,37499.0,480977.0
2018-02-01,,,,,,,29.104,139.0,335.0,102.307,488.0,947.0,,,,,,,,,,21492.77,102507.0,246734.0,6448.56,31073.0,401895.0
2018-03-01,,,,,,,32.312,154.0,370.0,113.585,542.0,1053.0,,,,,,,,,,23532.101,112233.0,270145.0,6216.73,29955.0,453826.0
2018-04-01,,,,,,,24.77,118.0,282.0,87.074,415.0,806.0,,,,,,,,,,14611.171,69686.0,167734.0,3743.23,18037.0,384211.0
2018-05-01,,,,,,,27.47,131.0,318.0,96.563,461.0,894.0,,,,,,,,,,14535.128,69323.0,166861.0,5190.47,25010.0,355811.0
2018-06-01,,,,,,,23.643,113.0,270.0,83.111,396.0,770.0,,,,,,,,,,18276.524,87167.0,209812.0,5457.22,26296.0,356599.0
2018-07-01,,,,,,,32.58,155.0,376.0,114.529,546.0,1058.0,,,,,,,,,,34590.207,164973.0,397091.0,6428.19,30974.0,385779.0
2018-08-01,,,,,,,58.69,280.0,676.0,206.312,984.0,1911.0,,,,,,,,,,38599.061,184093.0,443112.0,7117.86,34298.0,405324.0
2018-09-01,,,,,,,28.863,138.0,329.0,101.462,484.0,941.0,,,,,,,,,,24661.615,117620.0,283112.0,6478.63,31217.0,366129.0
2018-10-01,,,,,,,26.133,125.0,300.0,91.865,438.0,853.0,,,,,,,,,,19560.43,93291.0,224551.0,6556.23,31591.0,380068.0
2018-11-01,,,,,,,56.196,268.0,647.0,197.544,942.0,1829.0,,,,,,,,,,14785.908,70519.0,169740.0,5069.22,24426.0,408905.0
2018-12-01,,,,,,,30.905,147.0,353.0,108.641,518.0,1005.0,,,,,,,,,,16687.543,79589.0,191571.0,6327.31,30488.0,467358.0
2019-01-01,,,,,,,464.09,2213.0,6691.0,435.758,2078.0,3993.0,,,,,,,,,,23553.965,112337.0,339735.0,7023.77,33844.0,501631.0
2019-02-01,,,,,,,290.296,1385.0,4187.0,272.574,1300.0,2499.0,,,,,,,,,,20712.099,98783.0,298746.0,6405.88,30867.0,435510.0
2019-03-01,,,,,,,302.58,1443.0,4363.0,284.109,1355.0,2605.0,,,,,,,,,,20215.123,96413.0,291578.0,6983.03,33648.0,439562.0
2019-04-01,,,,,,,235.023,1121.0,3393.0,220.676,1052.0,2023.0,,,,,,,,,,14504.147,69175.0,209204.0,6226.43,30002.0,365339.0
2019-05-01,,,,,,,120.176,573.0,1735.0,112.839,538.0,1035.0,,,,,,,,,,12389.144,59088.0,178698.0,6437.89,31021.0,347823.0
2019-06-01,,,,,,,146.371,698.0,2111.0,137.435,655.0,1258.0,,,,,,,,,,15888.301,75777.0,229169.0,5600.78,26988.0,344718.0
2019-07-01,,,,,,,199.023,949.0,2869.0,186.873,891.0,1711.0,,,,,,,,,,31967.67,152465.0,461094.0,7244.93,34910.0,361377.0
2019-08-01,,,,,,,379.577,1810.0,5474.0,356.405,1700.0,3263.0,,,,,,,,,,23830.842,113658.0,343730.0,6516.46,31400.0,371411.0
2019-09-01,,,,,,,182.848,872.0,2640.0,171.686,819.0,1576.0,,,,,,,,,,16163.849,77091.0,233144.0,5987.81,28852.0,337533.0
2019-10-01,,,,,,,287.609,1372.0,4151.0,270.052,1288.0,2475.0,,,,,,,,,,16731.418,79798.0,241330.0,6195.39,29853.0,344594.0
2019-11-01,,,,,,,397.515,1896.0,5733.0,373.248,1780.0,3422.0,,,,,,,,,,15280.855,72880.0,220408.0,5049.82,24333.0,366739.0
2019-12-01,,,,,,,450.635,2149.0,6497.0,423.125,2018.0,3875.0,,,,,,,,,,21939.604,104638.0,316451.0,6746.35,32507.0,451953.0
2020-01-01,,,,,,,36.24,173.0,723.0,86.182,411.0,741.0,,,,,,,,,,24609.769,117373.0,489726.0,7153.75,34471.0,426823.0
2020-02-01,,,,,,,38.678,184.0,770.0,91.983,439.0,800.0,,,,,,,,,,19386.882,92463.0,385794.0,6678.45,32180.0,427359.0
2020-03-01,,,,,,,30.058,143.0,600.0,71.484,341.0,617.0,,,,,,,,,,8587.358,40956.0,170887.0,7011.16,33783.0,425581.0
2020-04-01,,,,,,,33.395,159.0,664.0,79.419,379.0,688.0,,,,,,,,,,9925.13,47337.0,197508.0,6460.2,31129.0,383269.0
2020-05-01,,,,,,,23.364,111.0,465.0,55.564,265.0,482.0,,,,,,,,,,6997.596,33374.0,139250.0,7542.72,36345.0,351446.0
2020-06-01,,,,,,,22.695,108.0,453.0,53.973,257.0,470.0,,,,,,,,,,18638.878,88896.0,370909.0,8420.57,40575.0,347146.0
2020-07-01,,,,,,,26.963,129.0,535.0,64.122,306.0,553.0,,,,,,,,,,37108.714,176985.0,738454.0,8745.52,42141.0,403918.0
2020-08-01,,,,,,,25.439,121.0,506.0,60.499,289.0,523.0,,,,,,,,,,31281.878,149195.0,622502.0,8475.86,40841.0,381753.0
2020-09-01,,,,,,,28.844,138.0,576.0,68.597,327.0,594.0,,,,,,,,,,18208.617,86843.0,362347.0,5375.74,25903.0,341643.0
2020-10-01,,,,,,,45.282,216.0,900.0,107.689,514.0,935.0,,,,,,,,,,19824.852,94552.0,394510.0,5857.83,28226.0,340934.0
2020-11-01,,,,,,,45.6,217.0,906.0,108.443,517.0,941.0,,,,,,,,,,14478.36,69053.0,288116.0,5414.54,26090.0,389765.0
2020-12-01,,,,,,,255.384,1218.0,5080.0,607.345,2897.0,5263.0,,,,,,,,,,21168.244,100959.0,421243.0,7123.68,34326.0,464285.0
2021-01-01,,,,,,,76.988,367.0,896.0,62.325,297.0,653.0,137.518,663.0,4854.0,,,,,,,28104.581,134041.0,327525.0,7005.562,33757.0,247294.0
2021-02-01,,,,,,,170.321,812.0,1982.0,137.88,658.0,1439.0,44.672,215.0,1583.0,,,,,,,24354.316,116154.0,283820.0,6494.098,31292.0,230188.0
2021-03-01,,,,,,,42.97,205.0,503.0,34.786,166.0,364.0,0.0,0.0,0.0,,,,,,,15291.392,72930.0,178203.0,7022.8,33840.0,233216.0
2021-04-01,,,,,,,22.08,105.0,260.0,17.874,85.0,185.0,0.0,0.0,0.0,,,,,,,10792.117,51471.0,125770.0,6391.33,30797.0,190194.0
2021-05-01,,,,,,,19.098,91.0,225.0,15.46,74.0,162.0,0.0,0.0,0.0,,,,,,,11333.839,54055.0,132082.0,5288.44,25482.0,132889.0
2021-06-01,,,,,,,18.693,89.0,220.0,15.132,72.0,156.0,0.0,0.0,0.0,,,,,,,26456.571,126181.0,308319.0,6536.83,31498.0,101003.0
2021-07-01,,,,,,,28.214,135.0,329.0,22.84,109.0,237.0,0.0,0.0,0.0,,,,,,,25204.996,120212.0,293733.0,7113.01,34274.0,136948.0
2021-08-01,,,,,,,33.638,160.0,393.0,27.231,130.0,283.0,0.0,0.0,0.0,,,,,,,29346.419,139964.0,341997.0,7400.13,35658.0,141929.0
2021-09-01,,,,,,,21.515,103.0,248.0,17.417,83.0,179.0,0.0,0.0,0.0,,,,,,,16861.014,80416.0,196495.0,5213.75,25123.0,116134.0
2021-10-01,,,,,,,37.314,178.0,433.0,30.207,144.0,318.0,0.0,0.0,0.0,,,,,,,18850.078,89903.0,219674.0,7706.65,37135.0,154625.0
2021-11-01,,,,,,,45.198,216.0,526.0,36.589,175.0,381.0,0.0,0.0,0.0,,,,,,,12978.509,61899.0,151248.0,7703.74,37121.0,219410.0
2021-12-01,,,,,,,194.582,928.0,2265.0,157.519,751.0,1647.0,0.0,0.0,0.0,,,,,,,16459.057,78499.0,191811.0,7977.28,38439.0,218065.0
2022-01-01,,,,,,,65.935,314.0,740.0,1009.967,4817.0,10460.0,207.837,1001.0,7305.0,,,,,,,22377.951,106729.0,253259.0,7783.993,37507.0,273577.0
2022-02-01,,,,,,,9.459,45.0,110.0,144.899,691.0,1503.0,79.177,382.0,2722.0,,,,,,,18317.465,87363.0,207306.0,6658.443,32084.0,228902.0
2022-03-01,,,,,,,1.277,6.0,17.0,19.558,93.0,202.0,0.898,4.0,29.0,,,,,,,16879.532,80505.0,191032.0,7232.392,34849.0,232718.0
2022-04-01,,,,,,,0.641,3.0,6.0,9.82,47.0,104.0,70.572,340.0,1965.0,,,,,,,17580.393,83847.0,198964.0,6904.698,33270.0,192239.0
2022-05-01,,,,,,,0.447,2.0,6.0,6.842,33.0,69.0,0.0,0.0,0.0,,,,,,,21518.783,102631.0,243537.0,6795.82,32746.0,175220.0
2022-06-01,,,,,,,3.35,16.0,40.0,51.317,245.0,532.0,0.0,0.0,0.0,,,,,,,18543.236,88439.0,209861.0,6731.8,32437.0,139668.0
2022-07-01,,,,,,,2.061,10.0,23.0,31.577,151.0,329.0,0.0,0.0,0.0,,,,,,,35478.748,169211.0,401527.0,7602.86,36635.0,152432.0
2022-08-01,,,,,,,0.614,3.0,6.0,9.413,45.0,98.0,0.0,0.0,0.0,,,,,,,35653.53,170045.0,403505.0,7619.35,36714.0,143933.0
2022-09-01,,,,,,,1.232,6.0,12.0,18.871,90.0,196.0,0.0,0.0,0.0,,,,,,,16194.002,77235.0,183274.0,6159.5,29680.0,107990.0
2022-10-01,,,,,,,0.957,5.0,12.0,14.662,70.0,150.0,0.0,0.0,0.0,,,,,,,11130.684,53086.0,125971.0,5986.84,28848.0,136354.0
2022-11-01,,,,,,,1.084,5.0,12.0,16.603,79.0,173.0,0.0,0.0,0.0,,,,,,,17762.669,84717.0,201027.0,6365.14,30671.0,168569.0
2022-12-01,,,,,,,22.728,108.0,260.0,348.151,1660.0,3606.0,0.0,0.0,0.0,,,,,,,23260.082,110936.0,263244.0,7369.09,35508.0,220721.0
2023-01-01,,,,,,,11.857,57.0,133.0,28.403,135.0,295.0,0.0,0.0,0.0,,,,,,,20145.921,96083.0,228993.0,7342.9,35382.0,201943.0
2023-02-01,,,,,,,79.247,378.0,902.0,189.84,905.0,1959.0,209.109,1008.0,6767.0,,,,,,,21529.073,102680.0,244717.0,6422.781,30948.0,207855.0
2023-03-01,,,,,,,9.116,43.0,104.0,21.838,104.0,225.0,0.0,0.0,0.0,,,,,,,17528.962,83602.0,199248.0,7297.31,35162.0,226031.0
2023-04-01,,,,,,,7.56,36.0,87.0,18.109,86.0,185.0,0.0,0.0,0.0,,,,,,,18483.569,88155.0,210100.0,7012.13,33788.0,186547.0
2023-05-01,,,,,,,5.208,25.0,58.0,12.476,59.0,127.0,0.0,0.0,0.0,,,,,,,18899.043,90136.0,214822.0,7161.51,34508.0,180254.0
2023-06-01,,,,,,,5.908,28.0,69.0,14.153,68.0,144.0,0.0,0.0,0.0,,,,,,,19262.657,91871.0,218955.0,6360.29,30647.0,124898.0
2023-07-01,,,,,,,7.516,36.0,87.0,18.004,86.0,185.0,0.0,0.0,0.0,,,,,,,33131.627,158017.0,376601.0,7217.77,34779.0,144526.0
2023-08-01,,,,,,,5.2,25.0,58.0,12.457,59.0,127.0,0.0,0.0,0.0,,,,,,,23439.321,111791.0,266431.0,6924.83,33367.0,120605.0
2023-09-01,,,,,,,8.615,41.0,98.0,20.638,98.0,214.0,140.976,679.0,2514.0,,,,,,,21624.966,103137.0,245807.0,6044.714,29127.0,107789.0
2023-10-01,,,,,,,10.532,50.0,121.0,25.23,120.0,260.0,0.0,0.0,0.0,,,,,,,19614.345,93548.0,222952.0,6317.61,30442.0,158014.0
2023-11-01,,,,,,,10.711,51.0,121.0,25.66,122.0,266.0,0.0,0.0,0.0,,,,,,,19009.493,90663.0,216078.0,6183.75,29797.0,185895.0
2023-12-01,,,,,,,14.44,69.0,162.0,34.592,165.0,358.0,0.0,0.0,0.0,,,,,,,23650.513,112798.0,268831.0,7083.91,34134.0,189093.0
2024-01-01,,,,,,,137.891,658.0,1607.0,85.424,407.0,896.0,0.0,0.0,0.0,,,,,,,21823.457,104084.0,254084.0,7552.0,36390.0,269643.0
2024-02-01,,,,,,,70.568,337.0,821.0,43.719,209.0,462.0,0.0,0.0,0.0,,,,,,,14527.948,69289.0,169144.0,6852.0,33017.0,210082.0
2024-03-01,,,,,,,44.665,213.0,520.0,27.671,132.0,295.0,0.0,0.0,0.0,,,,,,,12538.71,59802.0,145984.0,7284.0,35098.0,210061.0
2024-04-01,,,,,,,47.725,228.0,555.0,29.567,141.0,312.0,0.0,0.0,0.0,,,,,,,13862.849,66117.0,161400.0,6898.0,33238.0,191063.0
2024-05-01,,,,,,,53.66,256.0,624.0,33.244,159.0,353.0,0.0,0.0,0.0,,,,,,,12291.716,58624.0,143108.0,5112.0,24632.0,103158.0
2024-06-01,,,,,,,137.233,655.0,1595.0,85.019,405.0,902.0,2962.128,14273.0,127392.0,,,,,,,18129.713,86467.0,211078.0,2139.872,10311.0,92029.0
2024-07-01,,,,,,,162.199,774.0,1890.0,100.486,479.0,1063.0,0.0,0.0,0.0,,,,,,,34357.018,163861.0,400007.0,7494.0,36110.0,167531.0
2024-08-01,,,,,,,107.726,514.0,1254.0,66.739,318.0,705.0,0.0,0.0,0.0,,,,,,,24602.348,117337.0,286436.0,7314.0,35243.0,133749.0
2024-09-01,,,,,,,37.2,177.0,433.0,23.046,110.0,243.0,0.0,0.0,0.0,,,,,,,14574.259,69510.0,169683.0,6030.0,29056.0,110848.0
2024-10-01,,,,,,,44.226,211.0,514.0,27.399,131.0,289.0,29.178,141.0,653.0,,,,,,,21044.894,100371.0,245019.0,7386.822,35594.0,165322.0
2024-11-01,,,,,,,78.189,373.0,913.0,48.44,231.0,514.0,0.0,0.0,0.0,,,,,,,25565.736,121932.0,297653.0,6964.0,33556.0,189462.0
2024-12-01,,,,,,,576.745,2751.0,6715.0,357.306,1704.0,3779.0,2.214,11.0,69.0,,,,,,,20840.985,99398.0,242644.0,7498.786,36133.0,234876.0
