measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,8.0,116.0,116.0
2003-02-01,555.0,9065.0,9065.0
2003-03-01,200.0,3161.0,3161.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0
2003-07-01,141.0,2337.0,2337.0
2003-08-01,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0
2003-10-01,4.0,58.0,58.0
2003-11-01,0.0,0.0,0.0
2003-12-01,71.0,1119.0,1119.0
2004-01-01,137.632,2188.0,2188.0
2004-02-01,57.049,907.0,907.0
2004-03-01,17.586000000000002,280.0,280.0
2004-04-01,33.394,531.0,531.0
2004-05-01,64.396,1024.0,1024.0
2004-06-01,23.906000000000002,380.0,380.0
2004-07-01,12.639000000000001,201.0,201.0
2004-08-01,12.302000000000001,196.0,196.0
2004-09-01,5.258,84.0,84.0
2004-10-01,4.938000000000001,79.0,79.0
2004-11-01,8.245,131.0,131.0
2004-12-01,82.655,1314.0,1314.0
2005-01-01,212.217,3561.79,3561.79
2005-02-01,48.848,819.85,819.85
2005-03-01,41.918,703.53,703.53
2005-04-01,41.941,703.93,703.93
2005-05-01,42.287,709.74,709.74
2005-06-01,51.225,859.75,859.75
2005-07-01,97.015,1628.26,1628.26
2005-08-01,85.927,1442.17,1442.17
2005-09-01,47.812000000000005,802.46,802.46
2005-10-01,67.033,1125.06,1125.06
2005-11-01,45.137,757.57,757.57
2005-12-01,123.64,2075.15,2075.15
2006-01-01,37.725,654.0,654.0
2006-02-01,19.74,342.0,342.0
2006-03-01,16.582,288.0,288.0
2006-04-01,31.764000000000003,551.0,551.0
2006-05-01,29.691000000000003,515.0,515.0
2006-06-01,26.987000000000002,468.0,468.0
2006-07-01,39.092,678.0,678.0
2006-08-01,37.919000000000004,658.0,658.0
2006-09-01,17.42,302.0,302.0
2006-10-01,18.402,319.0,319.0
2006-11-01,21.668000000000003,376.0,376.0
2006-12-01,24.009,417.0,417.0
2007-01-01,21.564,356.0,356.0
2007-02-01,85.00200000000001,1400.0,1400.0
2007-03-01,45.141000000000005,741.0,741.0
2007-04-01,8.61,140.0,140.0
2007-05-01,11.445,187.0,187.0
2007-06-01,36.203,595.0,595.0
2007-07-01,19.763,327.0,327.0
2007-08-01,23.652,391.0,391.0
2007-09-01,15.612,257.0,257.0
2007-10-01,10.104000000000001,163.0,163.0
2007-11-01,7.003,117.0,117.0
2007-12-01,16.9,280.0,280.0
2008-01-01,37.695,576.0,576.0
2008-02-01,30.171000000000003,465.0,465.0
2008-03-01,9.837,151.0,151.0
2008-04-01,6.768000000000001,105.0,105.0
2008-05-01,6.944,111.0,111.0
2008-06-01,27.97,436.0,436.0
2008-07-01,13.042,204.0,204.0
2008-08-01,8.093,128.0,128.0
2008-09-01,10.09,157.0,157.0
2008-10-01,4.742,76.0,76.0
2008-11-01,10.161000000000001,157.0,157.0
2008-12-01,19.487000000000002,302.0,302.0
2009-01-01,21.567,374.0,374.0
2009-02-01,4.159,70.0,70.0
2009-03-01,5.11,88.0,88.0
2009-04-01,1.913,35.0,35.0
2009-05-01,1.8130000000000002,29.0,29.0
2009-06-01,1.604,29.0,29.0
2009-07-01,2.5180000000000002,41.0,41.0
2009-08-01,2.156,35.0,35.0
2009-09-01,1.3760000000000001,23.0,23.0
2009-10-01,1.433,23.0,23.0
2009-11-01,1.697,29.0,29.0
2009-12-01,1.6540000000000001,29.0,29.0
2010-01-01,25.178,431.0,431.0
2010-02-01,8.075000000000001,140.0,140.0
2010-03-01,8.085,140.0,140.0
2010-04-01,6.013,105.0,105.0
2010-05-01,6.694,117.0,117.0
2010-06-01,14.343,251.0,251.0
2010-07-01,44.474000000000004,775.0,775.0
2010-08-01,18.076,315.0,315.0
2010-09-01,8.202,146.0,146.0
2010-10-01,5.25,93.0,93.0
2010-11-01,5.615,99.0,99.0
2010-12-01,18.995,332.0,332.0
2011-01-01,151.049,2590.0,2590.0
2011-02-01,57.464,984.0,984.0
2011-03-01,108.443,1857.0,1857.0
2011-04-01,97.4,1665.0,1665.0
2011-05-01,143.629,2456.0,2456.0
2011-06-01,87.195,1490.0,1490.0
2011-07-01,173.685,2975.0,2975.0
2011-08-01,57.992,990.0,990.0
2011-09-01,55.942,955.0,955.0
2011-10-01,62.377,1065.0,1065.0
2011-11-01,54.317,931.0,931.0
2011-12-01,57.507,984.0,984.0
2012-01-01,17.598,314.0,314.0
2012-02-01,12.56,221.0,221.0
2012-03-01,11.601,209.0,209.0
2012-04-01,16.041,285.0,285.0
2012-05-01,27.694,494.0,494.0
2012-06-01,21.924,390.0,390.0
2012-07-01,47.407,843.0,843.0
2012-08-01,17.389,308.0,308.0
2012-09-01,19.472,349.0,349.0
2012-10-01,14.644,262.0,262.0
2012-11-01,25.51,453.0,453.0
2012-12-01,20.16,360.0,360.0
2013-01-01,55.506,989.0,989.0
2013-02-01,16.156,287.0,287.0
2013-03-01,13.369,234.0,234.0
2013-04-01,22.264,392.0,392.0
2013-05-01,20.982,369.0,369.0
2013-06-01,17.279,304.0,304.0
2013-07-01,42.619,755.0,755.0
2013-08-01,21.955,386.0,386.0
2013-09-01,15.572,275.0,275.0
2013-10-01,18.231,322.0,322.0
2013-11-01,17.3,304.0,304.0
2013-12-01,37.767,667.0,667.0
2014-01-01,326.269,5556.0,5556.0
2014-02-01,39.11,666.0,666.0
2014-03-01,47.774,810.0,810.0
2014-04-01,11.476,197.0,197.0
2014-05-01,30.439,515.0,515.0
2014-06-01,13.713,231.0,231.0
2014-07-01,20.947,359.0,359.0
2014-08-01,18.546,318.0,318.0
2014-09-01,16.795,284.0,284.0
2014-10-01,10.264,174.0,174.0
2014-11-01,19.97,341.0,341.0
2014-12-01,28.697,486.0,486.0
2015-01-01,13.784,243.0,243.0
2015-02-01,73.596,1291.0,1291.0
2015-03-01,9.928,174.0,174.0
2015-04-01,3.73,64.0,64.0
2015-05-01,6.671,116.0,116.0
2015-06-01,5.917,104.0,104.0
2015-07-01,6.992,122.0,122.0
2015-08-01,5.817,104.0,104.0
2015-09-01,3.648,64.0,64.0
2015-10-01,5.364,93.0,93.0
2015-11-01,6.561,116.0,116.0
2015-12-01,5.992,104.0,104.0
2016-01-01,4.92,144.0,144.0
2016-02-01,2.979,86.0,86.0
2016-03-01,3.195,92.0,92.0
2016-04-01,4.308,127.0,127.0
2016-05-01,3.495,98.0,98.0
2016-06-01,3.575,104.0,104.0
2016-07-01,3.796,109.0,109.0
2016-08-01,3.615,104.0,104.0
2016-09-01,2.418,69.0,69.0
2016-10-01,2.825,81.0,81.0
2016-11-01,3.437,98.0,98.0
2016-12-01,3.437,98.0,98.0
2017-01-01,9.052,161.0,161.0
2017-02-01,7.086,127.0,127.0
2017-03-01,9.238,167.0,167.0
2017-04-01,6.208,115.0,115.0
2017-05-01,10.016,178.0,178.0
2017-06-01,10.663,196.0,196.0
2017-07-01,8.898,161.0,161.0
2017-08-01,11.983,219.0,219.0
2017-09-01,8.689,155.0,155.0
2017-10-01,6.306,115.0,115.0
2017-11-01,11.531,207.0,207.0
2017-12-01,11.33,207.0,207.0
2018-01-01,38.33,295.0,295.0
2018-02-01,15.301,116.0,116.0
2018-03-01,11.792,87.0,87.0
2018-04-01,13.27,98.0,98.0
2018-05-01,13.29,98.0,98.0
2018-06-01,21.795,168.0,168.0
2018-07-01,8.568,64.0,64.0
2018-08-01,13.579,104.0,104.0
2018-09-01,6.928,52.0,52.0
2018-10-01,9.687,75.0,75.0
2018-11-01,15.628,116.0,116.0
2018-12-01,19.832,151.0,151.0
2019-01-01,4.396,85.0,85.0
2019-02-01,4.025,80.0,80.0
2019-03-01,2.477,45.0,45.0
2019-04-01,1.33,23.0,23.0
2019-05-01,3.838,74.0,74.0
2019-06-01,7.957,153.0,153.0
2019-07-01,2.699,51.0,51.0
2019-08-01,6.679,131.0,131.0
2019-09-01,4.154,80.0,80.0
2019-10-01,8.622,165.0,165.0
2019-11-01,7.592,148.0,148.0
2019-12-01,1.231,23.0,23.0
2020-01-01,3.249,62.0,62.0
2020-02-01,2.495,45.0,45.0
2020-03-01,3.468,62.0,62.0
2020-04-01,2.537,45.0,45.0
2020-05-01,3.202,62.0,62.0
2020-06-01,2.365,45.0,45.0
2020-07-01,3.318,62.0,62.0
2020-08-01,2.94,57.0,57.0
2020-09-01,2.722,51.0,51.0
2020-10-01,2.14,40.0,40.0
2020-11-01,2.569,45.0,45.0
2020-12-01,2.995,57.0,57.0
2021-01-01,10.581,191.0,191.0
2021-02-01,11.773,215.0,215.0
2021-03-01,8.169,151.0,151.0
2021-04-01,7.991,145.0,145.0
2021-05-01,5.592,104.0,104.0
2021-06-01,8.705,162.0,162.0
2021-07-01,10.655,197.0,197.0
2021-08-01,7.345,133.0,133.0
2021-09-01,5.563,104.0,104.0
2021-10-01,2.02,35.0,35.0
2021-11-01,6.462,122.0,122.0
2021-12-01,18.144,336.0,336.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
