measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.30267,10.56,18.74,0.0,0.0,0.0,13319.12533,107981.42,191604.65,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.04355,0.35,0.63,0.0,0.0,0.0,12442.71545,100876.15,178980.02,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.03266,0.26,0.47,0.0,0.0,0.0,14177.22934,114938.28,203929.59,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01814,0.15,0.26,0.0,0.0,0.0,16886.33486,136901.66,242897.89,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01089,0.09,0.16,0.0,0.0,0.0,11800.15011,95666.71,169736.72,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07621,0.62,1.1,0.0,0.0,0.0,7125.13579,57765.22,102490.98,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.5878599999999999,4.77,8.46,0.0,0.0,0.0,9705.58414,78685.55,139616.2,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,22.30794,180.86,321.5,0.0,0.0,0.0,11613.57206,94154.09,167373.66,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,435.86682,3533.68,3847.59,0.0,0.0,0.0,13855.03718,112326.19,122304.63,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,100.33563,813.45,885.64,0.0,0.0,0.0,12283.78837,99587.7,108426.23,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,86.09962999999999,698.03,759.98,0.0,0.0,0.0,14658.66237,118841.37,129387.69,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,86.15041,698.44,760.42,0.0,0.0,0.0,15028.73059,121841.62,132654.13,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,86.86057,704.2,766.7,0.0,0.0,0.0,12191.84043,98842.24,107614.25,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,105.22185,853.06,928.76,0.0,0.0,0.0,20742.06415,168161.02,183083.64,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,199.26965,1615.53,1758.9,0.0,0.0,0.0,26728.85835,216697.43,235929.03,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,176.49421,1430.88,1557.86,0.0,0.0,0.0,28577.27279,231682.98,252243.43,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,98.20494,796.17,866.82,0.0,0.0,0.0,18904.19206,153260.93,166861.34,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,137.68366,1116.24,1215.31,0.0,0.0,0.0,13072.99934,105986.02,115393.31,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,92.70984999999999,751.62,818.33,0.0,0.0,0.0,11734.59615,95135.25,103578.51,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,253.95362,2058.86,2241.68,0.0,0.0,0.0,12677.94738,102783.24,111909.81,0.0,0.0,0.0
2006-01-01,,,,,,,79.11202999999999,641.38,752.29,0.0,0.0,0.0,2554.30897,20708.42,24289.52,0.0,0.0,0.0
2006-02-01,,,,,,,98.89334,801.75,943.03,0.0,0.0,0.0,2539.76766,20590.52,24218.73,0.0,0.0,0.0
2006-03-01,,,,,,,178.47579000000002,1446.95,1717.1,0.0,0.0,0.0,2746.23421,22264.4,26421.32,0.0,0.0,0.0
2006-04-01,,,,,,,85.44599,692.73,814.15,0.0,0.0,0.0,2331.40501,18901.27,22214.09,0.0,0.0,0.0
2006-05-01,,,,,,,59.233509999999995,480.22,562.29,0.0,0.0,0.0,2270.05249,18403.88,21549.22,0.0,0.0,0.0
2006-06-01,,,,,,,57.15965,463.41,541.36,0.0,0.0,0.0,2910.53635,23596.43,27565.6,0.0,0.0,0.0
2006-07-01,,,,,,,70.94312,575.15,671.08,0.0,0.0,0.0,4364.02088,35380.18,41281.23,0.0,0.0,0.0
2006-08-01,,,,,,,75.43691,611.59,714.14,0.0,0.0,0.0,4105.47009,33284.06,38865.17,0.0,0.0,0.0
2006-09-01,,,,,,,44.15191,357.95,417.49,0.0,0.0,0.0,2915.40609,23635.92,27567.06,0.0,0.0,0.0
2006-10-01,,,,,,,43.98729,356.62,415.68,0.0,0.0,0.0,3253.30671,26375.36,30744.06,0.0,0.0,0.0
2006-11-01,,,,,,,71.17000999999999,576.99,675.47,0.0,0.0,0.0,2786.22699,22588.63,26444.0,0.0,0.0,0.0
2006-12-01,,,,,,,79.18741,641.99,752.52,0.0,0.0,0.0,2719.08559,22044.3,25839.54,0.0,0.0,0.0
2007-01-01,,,,,,,59.613,490.0,563.0,0.0,0.0,0.0,3615.643,29578.0,34146.0,0.0,0.0,6.0
2007-02-01,,,,,,,472.97900000000004,3866.0,4469.0,0.0,0.0,0.0,3117.458,25503.0,29441.0,0.0,0.0,5.0
2007-03-01,,,,,,,115.929,951.0,1097.0,0.0,0.0,0.0,4534.313,37093.0,42823.0,0.0,0.0,7.0
2007-04-01,,,,,,,34.071000000000005,281.0,321.0,0.0,0.0,0.0,4588.1990000000005,37534.0,43331.0,0.0,0.0,7.0
2007-05-01,,,,,,,7.627000000000001,62.0,73.0,0.0,0.0,0.0,4892.205,40021.0,46202.0,0.0,0.0,8.0
2007-06-01,,,,,,,49.05,400.0,461.0,0.0,0.0,0.0,6734.285000000001,55090.0,63598.0,0.0,0.0,11.0
2007-07-01,,,,,,,79.57600000000001,653.0,754.0,0.0,0.0,0.0,8885.337,72688.0,83913.0,0.0,0.0,14.0
2007-08-01,,,,,,,113.77900000000001,929.0,1075.0,0.0,0.0,0.0,9700.298,79354.0,91610.0,0.0,0.0,15.0
2007-09-01,,,,,,,42.979,349.0,405.0,0.0,0.0,0.0,7025.834000000001,57475.0,66352.0,0.0,0.0,11.0
2007-10-01,,,,,,,27.678,225.0,259.0,0.0,0.0,0.0,5565.6410000000005,45530.0,52562.0,0.0,0.0,9.0
2007-11-01,,,,,,,22.965,186.0,219.0,0.0,0.0,0.0,5042.062,41247.0,47618.0,0.0,0.0,8.0
2007-12-01,,,,,,,20.807000000000002,169.0,197.0,0.0,0.0,0.0,6082.674,49760.0,57445.0,0.0,0.0,10.0
2008-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11767.168,107926.0,107926.0,0.0,189.0,189.0
2008-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11477.745,105271.0,105271.0,0.0,185.0,185.0
2008-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11889.903,109052.0,109052.0,0.0,192.0,192.0
2008-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13385.374,122768.0,122768.0,0.0,215.0,215.0
2008-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10738.32,98489.0,98489.0,0.0,173.0,173.0
2008-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18234.947,167248.0,167248.0,0.0,294.0,294.0
2008-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19731.317000000003,180972.0,180972.0,0.0,318.0,318.0
2008-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15217.082,139569.0,139569.0,0.0,245.0,245.0
2008-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15704.596000000001,144040.0,144040.0,0.0,253.0,253.0
2008-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9887.082,90683.0,90683.0,0.0,159.0,159.0
2008-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11210.631,102822.0,102822.0,0.0,180.0,180.0
2008-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8149.835,74749.0,74749.0,0.0,131.0,131.0
2009-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12849.832,104215.0,113570.0,0.0,0.0,402.0
2009-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11196.326000000001,90805.0,98955.0,0.0,0.0,352.0
2009-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9670.307,78428.0,85469.0,0.0,0.0,304.0
2009-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11752.168,95313.0,103868.0,0.0,0.0,369.0
2009-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14307.13,116034.0,126450.0,0.0,0.0,450.0
2009-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14889.079000000002,120754.0,131593.0,0.0,0.0,468.0
2009-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18217.774,147750.0,161013.0,0.0,0.0,572.0
2009-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21469.414,174121.0,189751.0,0.0,0.0,674.0
2009-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17636.071,143032.0,155872.0,0.0,0.0,554.0
2009-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16107.837,130638.0,142365.0,0.0,0.0,506.0
2009-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13679.61,110945.0,120903.0,0.0,0.0,430.0
2009-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13372.452000000001,108453.0,118189.0,0.0,0.0,420.0
2010-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21467.845,240698.0,285970.0,8006.0,0.0,0.0
2010-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23484.311,263307.0,312831.0,8758.0,0.0,0.0
2010-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22787.129,255490.0,303544.0,8498.0,0.0,0.0
2010-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23666.651,265352.0,315259.0,8826.0,0.0,0.0
2010-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23288.563000000002,261112.0,310224.0,8685.0,0.0,0.0
2010-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23208.118,260210.0,309151.0,8655.0,0.0,0.0
2010-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23253.704,260721.0,309759.0,8672.0,0.0,0.0
2010-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23728.323,266043.0,316081.0,8849.0,0.0,0.0
2010-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24685.61,276775.0,328833.0,9206.0,0.0,0.0
2010-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22899.751,256753.0,305044.0,8540.0,0.0,0.0
2010-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23124.995,259278.0,308045.0,8624.0,0.0,0.0
2011-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11431.767,0.0,0.0,4108.92,33312.0,170109.0
2011-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9780.152,0.0,0.0,3515.28,28499.0,130022.0
2011-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27777.898,0.0,0.0,9984.21,80944.0,348716.0
2011-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25699.885,0.0,0.0,9237.31,74889.0,317164.0
2011-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31564.198,0.0,0.0,11345.12,91978.0,391013.0
2011-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29702.083,0.0,0.0,10675.82,86551.0,358752.0
2011-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47659.348,0.0,0.0,17130.2,138879.0,563684.0
2011-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34710.902,0.0,0.0,12476.14,101147.0,426554.0
2011-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25462.398,0.0,0.0,9151.95,74197.0,312134.0
2011-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38802.158,0.0,0.0,13946.66,113069.0,466494.0
2011-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54881.116,0.0,0.0,19725.92,159923.0,667036.0
2011-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,50738.585,0.0,0.0,18236.97,147852.0,636707.0
2012-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45093.991,512409.0,574643.0,0.0,0.0,0.0
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45020.687,511576.0,573709.0,0.0,0.0,0.0
2012-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32210.354,366010.0,410464.0,0.0,0.0,0.0
2012-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,62982.452,715678.0,802600.0,0.0,0.0,0.0
2012-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,64625.451,734348.0,823538.0,0.0,0.0,0.0
2012-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54357.974,617677.0,692696.0,0.0,0.0,0.0
2012-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55169.362,626896.0,703036.0,0.0,0.0,0.0
2012-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53665.387,609807.0,683871.0,0.0,0.0,0.0
2012-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,57623.749,654786.0,734313.0,0.0,0.0,0.0
2012-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52805.972,600041.0,672918.0,0.0,0.0,0.0
2012-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24008.0,272806.0,305940.0,0.0,0.0,0.0
2012-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47707.621,542108.0,607950.0,0.0,0.0,0.0
2013-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30747.06,326884.0,353166.0,9572.93,0.0,0.0
2013-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32554.17,347103.0,374455.0,10259.69,0.0,0.0
2013-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24370.28,261573.0,284739.0,7893.86,0.0,0.0
2013-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29402.64,322857.0,343876.0,10420.71,0.0,0.0
2013-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23190.76,256422.0,273723.0,8438.03,0.0,0.0
2013-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28865.26,322921.0,358718.0,10965.85,0.0,0.0
2013-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24838.79,281155.0,306298.0,9840.65,0.0,0.0
2013-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37364.4,418382.0,456895.0,14241.54,0.0,0.0
2013-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12061.95,135654.0,149008.0,4670.55,0.0,0.0
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18534.76,202578.0,222701.0,6452.44,0.0,0.0
2013-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1813.9,15028.0,20233.0,39.77,0.0,0.0
2013-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,751.75,6826.0,10228.0,90.21,0.0,0.0
2014-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,33480.52,379680.0,379680.0,9382.81,0.0,0.0
2014-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28248.34,320342.0,320342.0,7946.24,0.0,0.0
2014-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28568.44,323973.0,323973.0,8370.13,0.0,0.0
2014-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,42861.39,486048.0,486048.0,12380.11,0.0,0.0
2014-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34289.5,388841.0,388841.0,8653.37,0.0,0.0
2014-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24289.77,275451.0,275451.0,5882.08,0.0,0.0
2014-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44788.78,507912.0,507912.0,12380.11,0.0,0.0
2014-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56647.03,642384.0,642384.0,15909.94,0.0,0.0
2014-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,166.84,1889.0,1889.0,0.0,0.0,0.0
2014-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21318.66,241756.0,241756.0,6068.32,0.0,0.0
2015-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11433.0,149367.0,149367.0,3966.0,0.0,0.0
2015-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2438.0,29890.0,29890.0,577.0,0.0,0.0
2015-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53422.0,639106.0,639106.0,20117.0,0.0,0.0
2015-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,61930.0,777302.0,777302.0,25359.0,0.0,0.0
2015-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26832.0,333632.0,333632.0,10378.0,0.0,0.0
2015-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29708.0,373268.0,373268.0,12083.0,0.0,0.0
2015-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44553.0,562041.0,562041.0,19246.0,0.0,0.0
2015-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47556.0,602188.0,602188.0,20458.0,0.0,0.0
2015-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36619.0,463025.0,463025.0,15085.0,0.0,0.0
2015-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3878.0,48438.0,48438.0,1488.0,0.0,0.0
2015-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29884.0,362431.0,362431.0,12151.0,0.0,0.0
2015-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2658.0,30984.0,30984.0,871.0,0.0,0.0
2016-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658.63,7659.0,7659.0,186.24,0.0,0.0
2016-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3889.7,47205.0,47205.0,1268.76,0.0,0.0
2016-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23646.66,285878.0,285878.0,9257.68,0.0,0.0
2016-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27821.54,332553.0,332553.0,10830.05,0.0,0.0
2016-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38572.05,479625.0,479625.0,14449.12,0.0,0.0
2016-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52921.26,658691.0,658691.0,21700.84,0.0,0.0
2016-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53002.74,666120.0,666120.0,22492.36,0.0,0.0
2016-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24649.64,312980.0,312980.0,10091.88,0.0,0.0
2016-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20328.29,223653.0,223653.0,7913.26,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15663.56,193820.0,193820.0,6241.95,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631.47,7789.0,7789.0,169.75,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,633.41,7487.0,7487.0,148.41,0.0,0.0
2017-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,580.06,7328.0,7328.0,203.7,0.0,0.0
2017-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,479.18,6290.0,6290.0,171.69,0.0,0.0
2017-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,744.96,9089.0,9089.0,234.74,0.0,0.0
2017-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394.79,6640.0,6640.0,164.9,0.0,0.0
2017-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2412.39,28404.0,28404.0,628.56,0.0,0.0
2017-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3979.91,48470.0,48470.0,1125.2,0.0,0.0
2017-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7132.41,81331.0,81331.0,1668.4,0.0,0.0
2017-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7832.75,91445.0,91445.0,2213.54,0.0,0.0
2017-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8414.75,95416.0,95416.0,2328.0,0.0,0.0
2017-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,365.69,5080.0,5080.0,102.82,0.0,0.0
2017-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7254.63,85111.0,85111.0,2315.39,0.0,0.0
2017-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1223.17,16012.0,16012.0,411.28,0.0,0.0
2018-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538.35,7270.0,7270.0,180.42,0.0,0.0
2018-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,579.09,7405.0,7405.0,194.97,0.0,0.0
2018-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2686.9,35262.0,35262.0,905.98,0.0,0.0
2018-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3816.95,49042.0,49042.0,1286.22,0.0,0.0
2018-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4859.7,60393.0,60393.0,1630.57,0.0,0.0
2018-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6610.55,82183.0,82183.0,2226.15,0.0,0.0
2018-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1537.45,19036.0,19036.0,517.98,0.0,0.0
2018-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1898.29,24585.0,24585.0,639.23,0.0,0.0
2018-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
