measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,2592.0,26783.14,26783.14
2001-02-01,2234.0,23083.92,23083.92
2001-03-01,2677.0,27661.44,27661.44
2001-04-01,2792.0,28849.74,28849.74
2001-05-01,3232.0,33396.26,33396.26
2001-06-01,3107.0,32104.63,32104.63
2001-07-01,2531.0,26152.82,26152.82
2001-08-01,2566.0,26514.48,26514.48
2001-09-01,2570.0,26555.81,26555.81
2001-10-01,2417.0,24974.86,24974.86
2001-11-01,2848.0,29428.38,29428.38
2001-12-01,3173.0,32786.61,32786.61
2002-01-01,2921.0,29715.33,29715.33
2002-02-01,2747.0,27945.23,27945.23
2002-03-01,3508.0,35686.88,35686.88
2002-04-01,3139.0,31933.05,31933.05
2002-05-01,3482.0,35422.39,35422.39
2002-06-01,3435.0,34944.26,34944.26
2002-07-01,3092.0,31454.92,31454.92
2002-08-01,3830.0,38962.59,38962.59
2002-09-01,2859.0,29084.61,29084.61
2002-10-01,2422.0,24639.01,24639.01
2002-11-01,2729.0,27762.12,27762.12
2002-12-01,3204.0,32594.29,32594.29
2003-01-01,2391.137,24487.63,24487.63
2003-02-01,2292.487,23477.36,23477.36
2003-03-01,2316.3720000000003,23721.97,23721.97
2003-04-01,2117.626,21686.61,21686.61
2003-05-01,2155.455,22074.01,22074.01
2003-06-01,2252.29,23065.7,23065.7
2003-07-01,2607.599,26704.42,26704.42
2003-08-01,2790.3160000000003,28575.63,28575.63
2003-09-01,2379.4410000000003,24367.86,24367.86
2003-10-01,2317.579,23734.33,23734.33
2003-11-01,2330.331,23864.92,23864.92
2003-12-01,2542.366,26036.37,26036.37
2004-01-01,2390.083,23953.41,23953.41
2004-02-01,2390.083,23953.41,23953.41
2004-03-01,2390.083,23953.41,23953.41
2004-04-01,2390.083,23953.41,23953.41
2004-05-01,2390.083,23953.41,23953.41
2004-06-01,2390.083,23953.41,23953.41
2004-07-01,2390.083,23953.41,23953.41
2004-08-01,2390.083,23953.41,23953.41
2004-09-01,2390.083,23953.41,23953.41
2004-10-01,2390.083,23953.41,23953.41
2004-11-01,2390.083,23953.41,23953.41
2004-12-01,2390.083,23953.41,23953.41
2005-01-01,2892.444,28921.55,28921.55
2005-02-01,2500.799,25005.49,25005.49
2005-03-01,2739.521,27392.47,27392.47
2005-04-01,2616.8030000000003,26165.42,26165.42
2005-05-01,2367.1310000000003,23668.94,23668.94
2005-06-01,2666.349,26660.83,26660.83
2005-07-01,2861.9970000000003,28617.1,28617.1
2005-08-01,2421.607,24213.65,24213.65
2005-09-01,2003.746,20035.46,20035.46
2005-10-01,1710.165,17099.94,17099.94
2005-11-01,1830.217,18300.34,18300.34
2005-12-01,2240.219,22399.95,22399.95
2006-01-01,2644.373,26230.0,26230.0
2006-02-01,2384.443,23651.0,23651.0
2006-03-01,2100.728,20837.0,20837.0
2006-04-01,2286.574,22681.0,22681.0
2006-05-01,2703.491,26816.0,26816.0
2006-06-01,2656.356,26348.0,26348.0
2006-07-01,2785.552,27630.0,27630.0
2006-08-01,2765.424,27430.0,27430.0
2006-09-01,1795.087,17805.0,17805.0
2006-10-01,1582.496,15697.0,15697.0
2006-11-01,1853.626,18386.0,18386.0
2006-12-01,1962.8490000000002,19470.0,19470.0
2007-01-01,2804.1620000000003,27716.0,27716.0
2007-02-01,2384.181,23565.0,23565.0
2007-03-01,2911.79,28780.0,28780.0
2007-04-01,3102.4770000000003,30665.0,30665.0
2007-05-01,2922.318,28884.0,28884.0
2007-06-01,2477.77,24490.0,24490.0
2007-07-01,1915.066,18929.0,18929.0
2007-08-01,1902.198,18801.0,18801.0
2007-09-01,1594.5240000000001,15760.0,15760.0
2007-10-01,2739.82,27080.0,27080.0
2007-11-01,1995.787,19726.0,19726.0
2007-12-01,2161.907,21368.0,21368.0
2008-01-01,2614.254,25761.0,25761.0
2008-02-01,1262.757,12443.0,12443.0
2008-03-01,633.941,6247.0,6247.0
2008-04-01,2082.26,20519.0,20519.0
2008-05-01,2054.3140000000003,20243.0,20243.0
2008-06-01,2622.934,25846.0,25846.0
2008-07-01,3104.871,30595.0,30595.0
2008-08-01,2388.625,23538.0,23538.0
2008-09-01,1865.9460000000001,18387.0,18387.0
2008-10-01,1736.8380000000002,17115.0,17115.0
2008-11-01,2636.701,25982.0,25982.0
2008-12-01,2363.559,23291.0,23291.0
2009-01-01,2085.89,20358.0,20358.0
2009-02-01,1419.593,13855.0,13855.0
2009-03-01,1924.4940000000001,18783.0,18783.0
2009-04-01,1904.116,18584.0,18584.0
2009-05-01,2003.2340000000002,19552.0,19552.0
2009-06-01,2445.119,23864.0,23864.0
2009-07-01,2564.708,25032.0,25032.0
2009-08-01,2448.942,23902.0,23902.0
2009-09-01,1981.776,19342.0,19342.0
2009-10-01,2387.1890000000003,23299.0,23299.0
2009-11-01,2448.14,23894.0,23894.0
2009-12-01,1766.799,17244.0,17244.0
2010-01-01,2258.681,22036.0,22036.0
2010-02-01,1740.82,16983.0,16983.0
2010-03-01,1451.867,14164.0,14164.0
2010-04-01,3153.915,30770.0,30770.0
2010-05-01,2346.32,22891.0,22891.0
2010-06-01,3208.933,31306.0,31306.0
2010-07-01,3427.1420000000003,33435.0,33435.0
2010-08-01,3023.344,29496.0,29496.0
2010-09-01,1677.701,16368.0,16368.0
2010-10-01,2562.103,24996.0,24996.0
2010-11-01,3256.7160000000003,31773.0,31773.0
2010-12-01,2416.458,23575.0,23575.0
2011-01-01,3447.949,33500.0,33500.0
2011-02-01,2401.666,23335.0,23335.0
2011-03-01,815.027,7919.0,7919.0
2011-04-01,1130.771,10987.0,10987.0
2011-05-01,1308.889,12717.0,12717.0
2011-06-01,4376.212,42519.0,42519.0
2011-07-01,4558.899,44294.0,44294.0
2011-08-01,4098.461,39821.0,39821.0
2011-09-01,3659.702,35558.0,35558.0
2011-10-01,3722.671,36169.0,36169.0
2011-11-01,2765.235,26867.0,26867.0
2011-12-01,1601.518,15560.0,15560.0
2012-01-01,1152.545,10968.0,10968.0
2012-02-01,2067.688,19676.0,19676.0
2012-03-01,1482.175,14104.0,14104.0
2012-04-01,2992.365,28475.0,28475.0
2012-05-01,1831.202,17426.0,17426.0
2012-06-01,2324.417,22119.0,22119.0
2012-07-01,2369.925,22552.0,22552.0
2012-08-01,2130.358,20272.0,20272.0
2012-09-01,2199.811,20933.0,20933.0
2012-10-01,2401.608,22854.0,22854.0
2012-11-01,2578.835,24540.0,24540.0
2012-12-01,1722.071,16387.0,16387.0
2013-01-01,1996.822,19052.0,19052.0
2013-02-01,1907.778,18202.0,18202.0
2013-03-01,1841.399,17569.0,17569.0
2013-04-01,2031.064,19378.0,19378.0
2013-05-01,2733.111,26077.0,26077.0
2013-06-01,2649.962,25283.0,25283.0
2013-07-01,1869.336,17835.0,17835.0
2013-08-01,3034.267,28950.0,28950.0
2013-09-01,2650.109,25285.0,25285.0
2013-10-01,2791.492,26634.0,26634.0
2013-11-01,2535.448,24191.0,24191.0
2013-12-01,812.212,7749.0,7749.0
2014-01-01,1559.618,14832.0,14832.0
2014-02-01,1169.877,11126.0,11126.0
2014-03-01,2239.228,21295.0,21295.0
2014-04-01,1973.423,18767.0,18767.0
2014-05-01,2038.969,19391.0,19391.0
2014-06-01,2564.261,24386.0,24386.0
2014-07-01,3195.746,30392.0,30392.0
2014-08-01,2506.706,23839.0,23839.0
2014-09-01,2873.686,27329.0,27329.0
2014-10-01,2571.787,24458.0,24458.0
2014-11-01,2625.115,24965.0,24965.0
2014-12-01,2067.584,19663.0,19663.0
2015-01-01,2329.666,21710.0,21710.0
2015-02-01,2512.836,23417.0,23417.0
2015-03-01,1013.42,9444.0,9444.0
2015-04-01,1108.824,10333.0,10333.0
2015-05-01,3611.456,33655.0,33655.0
2015-06-01,2961.417,27597.0,27597.0
2015-07-01,2502.465,23320.0,23320.0
2015-08-01,3507.967,32691.0,32691.0
2015-09-01,2521.032,23493.0,23493.0
2015-10-01,3555.195,33131.0,33131.0
2015-11-01,4856.275,45256.0,45256.0
2015-12-01,3426.447,31931.0,31931.0
2016-01-01,3409.654,31478.0,31478.0
2016-02-01,1592.097,14698.0,14698.0
2016-03-01,2538.137,23432.0,23432.0
2016-04-01,3333.481,30775.0,30775.0
2016-05-01,2405.975,22212.0,22212.0
2016-06-01,3337.266,30810.0,30810.0
2016-07-01,3491.696,32235.0,32235.0
2016-08-01,3686.688,34036.0,34036.0
2016-09-01,2189.733,20216.0,20216.0
2016-10-01,3231.013,29829.0,29829.0
2016-11-01,3703.038,34186.0,34186.0
2016-12-01,2630.222,24282.0,24282.0
2017-01-01,3006.046,27695.0,27695.0
2017-02-01,2810.038,25889.0,25889.0
2017-03-01,2999.485,27634.0,27634.0
2017-04-01,2394.338,22059.0,22059.0
2017-05-01,2357.676,21721.0,21721.0
2017-06-01,2406.607,22172.0,22172.0
2017-07-01,2585.64,23822.0,23822.0
2017-08-01,2535.71,23361.0,23361.0
2017-09-01,2312.882,21309.0,21309.0
2017-10-01,2387.633,21997.0,21997.0
2017-11-01,2593.201,23891.0,23891.0
2017-12-01,2365.094,21790.0,21790.0
2018-01-01,2581.355,23501.0,23501.0
2018-02-01,2275.849,20719.0,20719.0
2018-03-01,2347.746,21374.0,21374.0
