measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2010-12-01,29609.0,288865.0,288865.0
2011-03-01,11959.0,116194.0,116194.0
2011-04-01,25591.0,248642.0,248642.0
2011-05-01,32937.0,320016.0,320016.0
2011-06-01,42407.0,412026.0,412026.0
2011-07-01,36497.0,354605.0,354605.0
2011-08-01,52666.0,511703.0,511703.0
2011-09-01,24218.0,235302.0,235302.0
2011-10-01,31024.0,301429.0,301429.0
2011-11-01,33457.0,325068.0,325068.0
2011-12-01,16540.0,160703.0,160703.0
2012-01-01,29010.0,276059.0,276059.0
2012-02-01,33778.0,321431.0,321431.0
2012-03-01,38887.0,370049.0,370049.0
2012-04-01,22090.0,210208.0,210208.0
2012-05-01,25332.0,241059.0,241059.0
2012-06-01,24675.0,234807.0,234807.0
2012-07-01,29414.0,279904.0,279904.0
2012-08-01,27740.0,263974.0,263974.0
2012-09-01,21996.0,209314.0,209314.0
2012-10-01,19913.0,189492.0,189492.0
2012-11-01,11583.0,110224.0,110224.0
2012-12-01,32686.0,311040.0,311040.0
2013-01-01,25080.0,239288.0,239288.0
2013-02-01,38712.0,369351.0,369351.0
2013-03-01,31820.0,303595.0,303595.0
2013-04-01,58457.0,557738.0,557738.0
2013-05-01,34416.0,328363.0,328363.0
2013-06-01,40720.0,388510.0,388510.0
2013-07-01,52014.0,496266.0,496266.0
2013-08-01,37132.0,354276.0,354276.0
2013-09-01,40888.0,390112.0,390112.0
2013-10-01,18764.0,179027.0,179027.0
2013-11-01,29352.0,280047.0,280047.0
2013-12-01,34346.0,327695.0,327695.0
2014-01-01,29435.0,279927.0,279927.0
2014-02-01,34770.0,330663.0,330663.0
2014-03-01,34810.0,331043.0,331043.0
2014-04-01,38690.0,367942.0,367942.0
2014-05-01,43632.0,414940.0,414940.0
2014-06-01,59023.0,561309.0,561309.0
2014-07-01,46422.0,441473.0,441473.0
2014-08-01,39289.0,373638.0,373638.0
2014-09-01,32434.0,308447.0,308447.0
2014-10-01,21035.0,200043.0,200043.0
2014-11-01,39395.0,374646.0,374646.0
2014-12-01,23818.0,226509.0,226509.0
2015-01-01,10663.0,99368.0,99368.0
2015-02-01,22369.0,208457.0,208457.0
2015-03-01,22539.0,210041.0,210041.0
2015-04-01,35061.0,326733.0,326733.0
2015-05-01,41129.0,383281.0,383281.0
2015-06-01,35207.0,328094.0,328094.0
2015-07-01,49392.0,460284.0,460284.0
2015-08-01,45686.0,425748.0,425748.0
2015-09-01,32203.0,300100.0,300100.0
2015-10-01,23276.0,216909.0,216909.0
2015-11-01,30274.0,282123.0,282123.0
2015-12-01,32011.0,298311.0,298311.0
2016-01-01,15300.0,141250.0,141250.0
2016-02-01,16864.0,155688.0,155688.0
2016-03-01,28619.0,264211.0,264211.0
2016-04-01,45609.0,421062.0,421062.0
2016-05-01,53171.0,490875.0,490875.0
2016-06-01,47906.0,442268.0,442268.0
2016-07-01,41119.0,379611.0,379611.0
2016-08-01,34895.0,322151.0,322151.0
2016-09-01,34453.0,318070.0,318070.0
2016-10-01,21269.0,196355.0,196355.0
