measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2011-01-01,,,,,,,8098.537,92111.0,93026.0
2011-02-01,,,,,,,8194.519,93203.0,94126.0
2011-03-01,,,,,,,7098.57,80738.0,81538.0
2011-04-01,,,,,,,7316.32,83215.0,84039.0
2011-05-01,,,,,,,8765.91,99702.0,100689.0
2011-06-01,,,,,,,8910.295,101344.0,102348.0
2011-07-01,,,,,,,11357.768,129181.0,130461.0
2011-08-01,,,,,,,11924.398,135626.0,136970.0
2011-09-01,,,,,,,11667.198,132701.0,134015.0
2011-10-01,,,,,,,10411.948,118424.0,119597.0
2011-11-01,,,,,,,10072.853,114567.0,115701.0
2011-12-01,,,,,,,9796.684,111426.0,112530.0
2012-01-01,,,,,,,6907.803,78565.0,89955.0
2012-02-01,,,,,,,6454.972,73415.0,84059.0
2012-03-01,,,,,,,6859.676,78017.0,89329.0
2012-04-01,,,,,,,6133.882,69763.0,79877.0
2012-05-01,,,,,,,6088.663,69248.0,79289.0
2012-06-01,,,,,,,7743.144,88065.0,100833.0
2012-07-01,,,,,,,10266.193,116761.0,133690.0
2012-08-01,,,,,,,10352.581,117743.0,134814.0
2012-09-01,,,,,,,8942.864,101710.0,116457.0
2012-10-01,,,,,,,9046.983,102894.0,117812.0
2012-11-01,,,,,,,9331.419,106129.0,121517.0
2012-12-01,,,,,,,8061.82,91690.0,104984.0
2013-01-01,,,,,,,9244.971,105146.0,172091.0
2013-02-01,,,,,,,8808.616,100183.0,163966.0
2013-03-01,,,,,,,9436.935,107329.0,175662.0
2013-04-01,,,,,,,8885.191,101054.0,165392.0
2013-05-01,,,,,,,10150.713,115447.0,188949.0
2013-06-01,,,,,,,8892.465,101137.0,165527.0
2013-07-01,,,,,,,11739.714,133520.0,218527.0
2013-08-01,,,,,,,10414.835,118451.0,193865.0
2013-09-01,,,,,,,9698.052,110299.0,180523.0
2013-10-01,,,,,,,8693.125,98870.0,161817.0
2013-11-01,,,,,,,8894.863,101164.0,165572.0
2013-12-01,,,,,,,8386.52,95383.0,156110.0
2014-01-01,,,,,,,6690.254,76090.0,139592.0
2014-02-01,,,,,,,7318.317,83234.0,152698.0
2014-03-01,,,,,,,7738.958,88018.0,161475.0
2014-04-01,,,,,,,9679.554,110089.0,201966.0
2014-05-01,,,,,,,8932.984,101598.0,186388.0
2014-06-01,,,,,,,9959.15,113269.0,207799.0
2014-07-01,,,,,,,12444.701,141538.0,259661.0
2014-08-01,,,,,,,11846.648,134736.0,247182.0
2014-09-01,,,,,,,8955.929,101859.0,186867.0
2014-10-01,,,,,,,7834.584,89105.0,163470.0
2014-11-01,,,,,,,9486.337,107891.0,197934.0
2014-12-01,,,,,,,11066.584,125864.0,230906.0
2015-01-01,,,,,,,10368.337,114211.0,114211.0
2015-02-01,,,,,,,7257.214,79941.0,79941.0
2015-03-01,,,,,,,8150.631,89782.0,89782.0
2015-04-01,,,,,,,8659.046,95383.0,95383.0
2015-05-01,,,,,,,8256.045,90944.0,90944.0
2015-06-01,,,,,,,8902.349,98063.0,98063.0
2015-07-01,,,,,,,10689.411,117748.0,117748.0
2015-08-01,,,,,,,11473.036,126380.0,126380.0
2015-09-01,,,,,,,10004.497,110204.0,110204.0
2015-10-01,,,,,,,9970.777,109831.0,109831.0
2015-11-01,,,,,,,9570.834,105426.0,105426.0
2015-12-01,,,,,,,10906.823,120143.0,120143.0
2016-01-01,9585.408,51872.0,100172.0,,,,,,
2016-02-01,8784.325,47537.0,91799.0,,,,,,
2016-03-01,8061.87,43627.0,84249.0,,,,,,
2016-04-01,10244.963,55441.0,107063.0,,,,,,
2016-05-01,9206.674,49823.0,96212.0,,,,,,
2016-06-01,8288.874,44856.0,86622.0,,,,,,
2016-07-01,10062.26,60115.0,105153.0,1046.352,0.0,0.0,,,
2016-08-01,10798.622,64515.0,112849.0,1122.925,0.0,0.0,,,
2016-09-01,8888.816,53105.0,92891.0,924.328,0.0,0.0,,,
2016-10-01,8737.021,52198.0,91305.0,908.544,0.0,0.0,,,
2016-11-01,8913.16,53250.0,93146.0,926.86,0.0,0.0,,,
2016-12-01,8558.897,51133.0,89443.0,890.021,0.0,0.0,,,
2017-01-01,11176.135,66598.0,126346.0,1130.275,0.0,0.0,,,
2017-02-01,8940.959,53278.0,101078.0,904.224,0.0,0.0,,,
2017-03-01,8459.35,50408.0,95633.0,855.518,0.0,0.0,,,
2017-04-01,7686.382,45802.0,86894.0,777.345,0.0,0.0,,,
2017-05-01,6946.362,41393.0,78528.0,702.505,0.0,0.0,,,
2017-06-01,8141.8,48516.0,92043.0,823.403,0.0,0.0,,,
2017-07-01,11104.575,66170.0,125537.0,1123.037,0.0,0.0,,,
2017-08-01,11073.537,65985.0,125186.0,1119.898,0.0,0.0,,,
2017-09-01,8191.105,48810.0,92601.0,828.39,0.0,0.0,,,
2017-10-01,9726.96,57961.0,109963.0,983.715,0.0,0.0,,,
2017-11-01,10906.9,64993.0,123302.0,1103.046,0.0,0.0,,,
2017-12-01,11015.655,65641.0,124532.0,1114.044,0.0,0.0,,,
2018-01-01,7688.822,45998.0,86676.0,811.085,0.0,0.0,,,
2018-02-01,7539.662,45105.0,84993.0,795.348,0.0,0.0,,,
2018-03-01,8919.629,53361.0,100549.0,940.918,0.0,0.0,,,
2018-04-01,7540.238,45109.0,84999.0,795.408,0.0,0.0,,,
2018-05-01,7071.877,42307.0,79720.0,746.002,0.0,0.0,,,
2018-06-01,9607.535,57477.0,108304.0,1013.484,0.0,0.0,,,
2018-07-01,11569.198,69212.0,130417.0,1220.417,0.0,0.0,,,
2018-08-01,12095.971,72363.0,136355.0,1275.986,0.0,0.0,,,
2018-09-01,10029.95,60004.0,113066.0,1058.044,0.0,0.0,,,
2018-10-01,10010.62,59888.0,112847.0,1056.005,0.0,0.0,,,
2018-11-01,10594.959,63383.0,119435.0,1117.646,0.0,0.0,,,
2018-12-01,11059.189,66161.0,124668.0,1166.617,0.0,0.0,,,
2019-01-01,8199.986,54264.0,91113.0,1827.286,0.0,0.0,,,
2019-02-01,7327.522,48489.0,81418.0,1632.868,0.0,0.0,,,
2019-03-01,7391.145,48911.0,82126.0,1647.046,0.0,0.0,,,
2019-04-01,8076.243,53444.0,89738.0,1799.713,0.0,0.0,,,
2019-05-01,7698.089,50942.0,85537.0,1715.445,0.0,0.0,,,
2019-06-01,8418.822,55711.0,93545.0,1876.053,0.0,0.0,,,
2019-07-01,11284.971,74679.0,125392.0,2514.747,0.0,0.0,,,
2019-08-01,10317.29,68275.0,114639.0,2299.109,0.0,0.0,,,
2019-09-01,8308.489,54981.0,92319.0,1851.467,0.0,0.0,,,
2019-10-01,6896.129,45635.0,76625.0,1536.736,0.0,0.0,,,
2019-11-01,8683.174,57461.0,96482.0,1934.962,0.0,0.0,,,
2019-12-01,10792.38,71419.0,119918.0,2404.978,0.0,0.0,,,
2020-01-01,898.191,5070.0,10060.0,38.611,0.0,0.0,,,
2020-02-01,841.658,4751.0,9428.0,36.18,0.0,0.0,,,
2020-03-01,762.784,4305.0,8545.0,32.789,0.0,0.0,,,
2020-04-01,780.906,4408.0,8747.0,33.568,0.0,0.0,,,
2020-05-01,692.351,3908.0,7755.0,29.762,0.0,0.0,,,
2020-06-01,925.643,5224.0,10369.0,39.79,0.0,0.0,,,
2020-07-01,1112.7,6280.0,12463.0,47.831,0.0,0.0,,,
2020-08-01,991.359,5596.0,11104.0,42.615,0.0,0.0,,,
2020-09-01,873.845,4932.0,9788.0,37.563,0.0,0.0,,,
2020-10-01,713.299,4026.0,7990.0,30.662,0.0,0.0,,,
2020-11-01,797.444,4501.0,8933.0,34.279,0.0,0.0,,,
2020-12-01,899.58,5077.0,10077.0,38.67,0.0,0.0,,,
2021-01-01,837.559,4680.0,9297.0,27.133,0.0,0.0,,,
2021-02-01,771.656,4311.0,8565.0,24.999,0.0,0.0,,,
2021-03-01,861.274,4812.0,9561.0,27.902,0.0,0.0,,,
2021-04-01,661.013,3693.0,7337.0,21.415,0.0,0.0,,,
2021-05-01,738.871,4128.0,8201.0,23.937,0.0,0.0,,,
2021-06-01,949.435,5304.0,10539.0,30.758,0.0,0.0,,,
2021-07-01,967.068,5403.0,10735.0,31.33,0.0,0.0,,,
2021-08-01,1040.077,5810.0,11545.0,33.695,0.0,0.0,,,
2021-09-01,875.121,4889.0,9715.0,28.351,0.0,0.0,,,
2021-10-01,754.298,4214.0,8373.0,24.437,0.0,0.0,,,
2021-11-01,1037.814,5798.0,11520.0,33.622,0.0,0.0,,,
2021-12-01,895.484,5003.0,9940.0,29.011,0.0,0.0,,,
2022-01-01,835.574,4596.0,9232.0,13.709,0.0,0.0,,,
2022-02-01,675.749,3717.0,7466.0,11.087,0.0,0.0,,,
2022-03-01,866.58,4767.0,9574.0,14.218,0.0,0.0,,,
2022-04-01,685.755,3772.0,7576.0,11.251,0.0,0.0,,,
2022-05-01,723.399,3979.0,7992.0,11.869,0.0,0.0,,,
2022-06-01,934.33,5139.0,10323.0,15.33,0.0,0.0,,,
2022-07-01,1108.8,6098.0,12250.0,18.192,0.0,0.0,,,
2022-08-01,1123.694,6181.0,12414.0,18.437,0.0,0.0,,,
2022-09-01,993.565,5465.0,10977.0,16.302,0.0,0.0,,,
2022-10-01,793.596,4365.0,8768.0,13.021,0.0,0.0,,,
2022-11-01,874.234,4809.0,9658.0,14.344,0.0,0.0,,,
2022-12-01,730.744,4019.0,8074.0,11.99,0.0,0.0,,,
2023-01-01,834.868,4713.0,9380.0,36.107,0.0,0.0,,,
2023-02-01,715.975,4043.0,8043.0,30.965,0.0,0.0,,,
2023-03-01,903.221,5099.0,10146.0,39.064,0.0,0.0,,,
2023-04-01,851.923,4809.0,9570.0,36.845,0.0,0.0,,,
2023-05-01,674.247,3807.0,7574.0,29.161,0.0,0.0,,,
2023-06-01,1010.726,5707.0,11355.0,43.713,0.0,0.0,,,
2023-07-01,1021.056,5765.0,11470.0,44.16,0.0,0.0,,,
2023-08-01,921.978,5205.0,10357.0,39.875,0.0,0.0,,,
2023-09-01,872.7,4927.0,9804.0,37.744,0.0,0.0,,,
2023-10-01,752.636,4249.0,8455.0,32.551,0.0,0.0,,,
2023-11-01,893.626,5045.0,10039.0,38.649,0.0,0.0,,,
2023-12-01,863.964,4877.0,9705.0,37.366,0.0,0.0,,,
2024-01-01,857.475,4596.0,9262.0,18.128,0.0,0.0,,,
2024-02-01,745.36,3996.0,8049.0,15.757,0.0,0.0,,,
2024-03-01,856.772,4592.0,9252.0,18.112,0.0,0.0,,,
2024-04-01,649.996,3484.0,7019.0,13.741,0.0,0.0,,,
2024-05-01,696.779,3735.0,7525.0,14.73,0.0,0.0,,,
2024-06-01,900.778,4828.0,9728.0,19.042,0.0,0.0,,,
2024-07-01,1071.059,5741.0,11567.0,22.642,0.0,0.0,,,
2024-08-01,1050.743,5633.0,11348.0,22.213,0.0,0.0,,,
