measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2014-11-01,433.863,2793.0,2793.0
2014-12-01,506.137,3258.0,3258.0
2015-01-01,769.576,4994.0,4994.0
2015-02-01,538.656,3496.0,3496.0
2015-03-01,604.969,3927.0,3927.0
2015-04-01,642.705,4172.0,4172.0
2015-05-01,612.793,3978.0,3978.0
2015-06-01,660.764,4289.0,4289.0
2015-07-01,793.406,5149.0,5149.0
2015-08-01,851.57,5527.0,5527.0
2015-09-01,742.57,4820.0,4820.0
2015-10-01,740.067,4804.0,4804.0
2015-11-01,710.381,4611.0,4611.0
2015-12-01,809.543,5255.0,5255.0
2016-01-01,673.315,4749.0,4749.0
2016-02-01,617.043,4352.0,4352.0
2016-03-01,566.296,3994.0,3994.0
2016-04-01,719.644,5075.0,5075.0
2016-05-01,646.711,4561.0,4561.0
2016-06-01,582.241,4107.0,4107.0
2016-07-01,706.81,4985.0,4985.0
2016-08-01,758.535,5350.0,5350.0
2016-09-01,624.383,4404.0,4404.0
2016-10-01,613.721,4329.0,4329.0
2016-11-01,626.093,4416.0,4416.0
2016-12-01,601.208,4241.0,4241.0
2017-01-01,725.853,5139.0,5139.0
2017-02-01,580.687,4112.0,4112.0
2017-03-01,549.408,3891.0,3891.0
2017-04-01,499.206,3535.0,3535.0
2017-05-01,451.144,3195.0,3195.0
2017-06-01,528.784,3745.0,3745.0
2017-07-01,721.207,5107.0,5107.0
2017-08-01,719.191,5093.0,5093.0
2017-09-01,531.986,3767.0,3767.0
2017-10-01,631.735,4473.0,4473.0
2017-11-01,708.368,5016.0,5016.0
2017-12-01,715.431,5066.0,5066.0
2018-01-01,471.762,3399.0,3399.0
2018-02-01,462.612,3332.0,3332.0
2018-03-01,547.283,3941.0,3941.0
2018-04-01,462.647,3332.0,3332.0
2018-05-01,433.91,3125.0,3125.0
2018-06-01,589.491,4246.0,4246.0
2018-07-01,709.853,5112.0,5112.0
2018-08-01,742.174,5346.0,5346.0
2018-09-01,615.409,4432.0,4432.0
2018-10-01,614.223,4423.0,4423.0
2018-11-01,650.076,4682.0,4682.0
2018-12-01,678.56,4887.0,4887.0
2019-01-01,508.523,3719.0,3719.0
2019-02-01,454.417,3324.0,3324.0
2019-03-01,458.362,3352.0,3352.0
2019-04-01,500.849,3663.0,3663.0
2019-05-01,477.397,3492.0,3492.0
2019-06-01,522.094,3819.0,3819.0
2019-07-01,699.838,5118.0,5118.0
2019-08-01,639.827,4679.0,4679.0
2019-09-01,515.251,3769.0,3769.0
2019-10-01,427.664,3128.0,3128.0
2019-11-01,538.488,3938.0,3938.0
2019-12-01,669.29,4895.0,4895.0
2020-01-01,544.164,4086.0,4086.0
2020-02-01,509.914,3829.0,3829.0
2020-03-01,462.129,3471.0,3471.0
2020-04-01,473.108,3553.0,3553.0
2020-05-01,419.458,3150.0,3150.0
2020-06-01,560.796,4211.0,4211.0
2020-07-01,674.124,5062.0,5062.0
2020-08-01,600.61,4510.0,4510.0
2020-09-01,529.415,3975.0,3975.0
2020-10-01,432.149,3245.0,3245.0
2020-11-01,483.127,3628.0,3628.0
2020-12-01,545.006,4092.0,4092.0
2021-01-01,596.145,4320.0,4320.0
2021-02-01,549.237,3978.0,3978.0
2021-03-01,613.024,4440.0,4440.0
2021-04-01,470.486,3407.0,3407.0
2021-05-01,525.902,3809.0,3809.0
2021-06-01,675.775,4895.0,4895.0
2021-07-01,688.325,4985.0,4985.0
2021-08-01,740.29,5362.0,5362.0
2021-09-01,622.88,4511.0,4511.0
2021-10-01,536.883,3888.0,3888.0
2021-11-01,738.679,5350.0,5350.0
2021-12-01,637.374,4616.0,4616.0
2022-01-01,412.617,3203.0,3203.0
2022-02-01,333.694,2590.0,2590.0
2022-03-01,427.929,3321.0,3321.0
2022-04-01,338.635,2629.0,2629.0
2022-05-01,357.224,2772.0,2772.0
2022-06-01,461.384,3581.0,3581.0
2022-07-01,547.54,4249.0,4249.0
2022-08-01,554.895,4306.0,4306.0
2022-09-01,490.635,3808.0,3808.0
2022-10-01,391.888,3042.0,3042.0
2022-11-01,431.708,3351.0,3351.0
2022-12-01,360.851,2801.0,2801.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
