measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2008-01-01,432.362,5156.0,5156.0
2008-02-01,551.144,6572.0,6572.0
2008-03-01,510.242,6084.0,6084.0
2008-04-01,406.90000000000003,4852.0,4852.0
2008-05-01,333.312,3974.0,3974.0
2008-06-01,385.61100000000005,4598.0,4598.0
2008-07-01,366.755,4373.0,4373.0
2008-08-01,349.634,4169.0,4169.0
2008-09-01,376.619,4491.0,4491.0
2008-10-01,433.524,5169.0,5169.0
2008-11-01,423.625,5051.0,5051.0
2008-12-01,276.272,3294.0,3294.0
2009-01-01,423.588,4497.0,4497.0
2009-02-01,351.442,3730.0,3730.0
2009-03-01,361.672,3839.0,3839.0
2009-04-01,417.047,4427.0,4427.0
2009-05-01,428.278,4546.0,4546.0
2009-06-01,438.716,4657.0,4657.0
2009-07-01,420.41,4462.0,4462.0
2009-08-01,651.527,6915.0,6915.0
2009-09-01,508.58700000000005,5398.0,5398.0
2009-10-01,574.425,6097.0,6097.0
2009-11-01,680.3810000000001,7222.0,7222.0
2009-12-01,385.927,4096.0,4096.0
2010-01-01,258.095,4365.0,4365.0
2010-02-01,215.21200000000002,3640.0,3640.0
2010-03-01,229.27800000000002,3877.0,3877.0
2010-04-01,249.625,4221.0,4221.0
2010-05-01,270.18,4569.0,4569.0
2010-06-01,267.636,4526.0,4526.0
2010-07-01,301.415,5098.0,5098.0
2010-08-01,243.645,4121.0,4121.0
2010-09-01,227.86700000000002,3854.0,3854.0
2010-10-01,348.75100000000003,5898.0,5898.0
2010-11-01,387.67,6556.0,6556.0
2010-12-01,333.62600000000003,5642.0,5642.0
2011-01-01,711.871,11575.0,11575.0
2011-02-01,618.286,10053.0,10053.0
2011-03-01,721.553,11732.0,11732.0
2011-04-01,622.004,10113.0,10113.0
2011-05-01,613.214,9970.0,9970.0
2011-06-01,634.256,10312.0,10312.0
2011-07-01,627.206,10198.0,10198.0
2011-08-01,535.038,8699.0,8699.0
2011-09-01,551.58,8968.0,8968.0
2011-10-01,687.415,11176.0,11176.0
2011-11-01,569.908,9266.0,9266.0
2011-12-01,444.669,7230.0,7230.0
