measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-01-01,78.501,694.0,694.0
2021-02-01,117.617,1040.0,1040.0
2021-03-01,201.579,1783.0,1783.0
2021-04-01,182.182,1611.0,1611.0
2021-05-01,231.297,2046.0,2046.0
2021-06-01,287.44,2542.0,2542.0
2021-07-01,260.998,2308.0,2308.0
2021-08-01,240.292,2125.0,2125.0
2021-09-01,204.663,1810.0,1810.0
2021-10-01,137.289,1214.0,1214.0
2021-11-01,84.4,746.0,746.0
2021-12-01,53.742,475.0,475.0
2022-01-01,80.842,276.0,276.0
2022-02-01,121.63,415.0,415.0
2022-03-01,159.841,545.0,545.0
2022-04-01,135.38,462.0,462.0
2022-05-01,199.944,682.0,682.0
2022-06-01,250.699,855.0,855.0
2022-07-01,243.724,832.0,832.0
2022-08-01,215.452,735.0,735.0
2022-09-01,202.187,690.0,690.0
2022-10-01,134.82,460.0,460.0
2022-11-01,72.66,248.0,248.0
2022-12-01,34.821,119.0,119.0
2023-01-01,89.0,304.0,304.0
2023-02-01,154.0,525.0,525.0
2023-03-01,184.0,628.0,628.0
2023-04-01,179.0,611.0,611.0
2023-05-01,237.0,809.0,809.0
2023-06-01,275.0,938.0,938.0
2023-07-01,296.0,1010.0,1010.0
2023-08-01,262.0,894.0,894.0
2023-09-01,183.0,624.0,624.0
2023-10-01,140.0,478.0,478.0
2023-11-01,44.0,150.0,150.0
2023-12-01,54.0,184.0,184.0
2024-01-01,71.0,242.0,242.0
2024-02-01,132.0,450.0,450.0
2024-03-01,191.0,652.0,652.0
2024-04-01,200.0,682.0,682.0
2024-05-01,250.0,853.0,853.0
2024-06-01,238.0,812.0,812.0
2024-07-01,265.0,904.0,904.0
2024-08-01,195.0,665.0,665.0
2024-09-01,243.0,829.0,829.0
2024-10-01,166.0,566.0,566.0
2024-11-01,74.0,252.0,252.0
2024-12-01,52.0,177.0,177.0
