measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,108.459,1120.71,1120.71
2001-02-01,88.16300000000001,910.99,910.99
2001-03-01,104.2,1076.7,1076.7
2001-04-01,106.01,1095.4,1095.4
2001-05-01,167.281,1728.51,1728.51
2001-06-01,144.978,1498.06,1498.06
2001-07-01,183.14100000000002,1892.4,1892.4
2001-08-01,167.94,1735.32,1735.32
2001-09-01,92.714,958.01,958.01
2001-10-01,87.19,900.93,900.93
2001-11-01,86.134,890.02,890.02
2001-12-01,94.789,979.45,979.45
