measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2015-12-01,490.0,4872.0,4872.0
2016-01-01,1021.009,7125.0,8643.0
2016-02-01,810.301,5654.0,6860.0
2016-03-01,630.197,4398.0,5335.0
2016-04-01,602.674,4206.0,5103.0
2016-05-01,650.554,4540.0,5508.0
2016-06-01,989.707,6906.0,8379.0
2016-07-01,1167.374,8146.0,9883.0
2016-08-01,1291.159,9010.0,10932.0
2016-09-01,1068.878,7459.0,9049.0
2016-10-01,1054.37,7358.0,8927.0
2016-11-01,810.721,5657.0,6864.0
2016-12-01,918.056,6406.0,7773.0
2017-01-01,939.003,6357.0,8287.0
2017-02-01,716.721,4852.0,6326.0
2017-03-01,593.542,4018.0,5239.0
2017-04-01,530.213,3589.0,4680.0
2017-05-01,657.779,4453.0,5806.0
2017-06-01,865.407,5859.0,7639.0
2017-07-01,1180.132,7989.0,10416.0
2017-08-01,1332.204,9019.0,11758.0
2017-09-01,1096.155,7421.0,9676.0
2017-10-01,1038.133,7028.0,9163.0
2017-11-01,902.217,6108.0,7963.0
2017-12-01,956.494,6475.0,8443.0
2018-01-01,665.667,4530.0,6195.0
2018-02-01,584.472,3977.0,5439.0
2018-03-01,607.872,4137.0,5657.0
2018-04-01,457.475,3113.0,4258.0
2018-05-01,417.61,2842.0,3886.0
2018-06-01,571.272,3888.0,5317.0
2018-07-01,996.867,6784.0,9278.0
2018-08-01,922.191,6276.0,8583.0
2018-09-01,742.181,5051.0,6907.0
2018-10-01,829.589,5645.0,7721.0
2018-11-01,741.621,5047.0,6902.0
2018-12-01,747.183,5085.0,6954.0
2019-01-01,675.951,4552.0,6494.0
2019-02-01,626.751,4221.0,6022.0
2019-03-01,546.557,3681.0,5251.0
2019-04-01,383.518,2583.0,3685.0
2019-05-01,330.483,2225.0,3175.0
2019-06-01,441.914,2976.0,4246.0
2019-07-01,696.636,4691.0,6693.0
2019-08-01,818.282,5510.0,7863.0
2019-09-01,720.028,4849.0,6919.0
2019-10-01,737.464,4966.0,7086.0
2019-11-01,723.259,4870.0,6949.0
2019-12-01,750.157,5052.0,7208.0
2020-01-01,376.329,2537.0,3632.0
2020-02-01,332.336,2240.0,3206.0
2020-03-01,368.915,2487.0,3559.0
2020-04-01,260.897,1759.0,2517.0
2020-05-01,245.314,1654.0,2366.0
2020-06-01,345.085,2326.0,3330.0
2020-07-01,482.738,3254.0,4658.0
2020-08-01,600.318,4047.0,5792.0
2020-09-01,522.783,3524.0,5044.0
2020-10-01,542.924,3660.0,5239.0
2020-11-01,433.668,2923.0,4184.0
2020-12-01,480.693,3240.0,4638.0
2021-01-01,840.945,5646.0,7393.0
2021-02-01,713.148,4788.0,6270.0
2021-03-01,766.771,5148.0,6741.0
2021-04-01,680.382,4568.0,5981.0
2021-05-01,711.087,4774.0,6252.0
2021-06-01,972.371,6529.0,8548.0
2021-07-01,1341.853,9010.0,11796.0
2021-08-01,1225.157,8226.0,10770.0
2021-09-01,1042.464,6999.0,9165.0
2021-10-01,993.789,6673.0,8737.0
2021-11-01,913.341,6132.0,8029.0
2021-12-01,942.692,6329.0,8287.0
2022-01-01,861.883,5773.0,7852.0
2022-02-01,715.593,4793.0,6520.0
2022-03-01,662.113,4435.0,6032.0
2022-04-01,678.225,4543.0,6180.0
2022-05-01,622.387,4169.0,5671.0
2022-06-01,846.488,5670.0,7713.0
2022-07-01,1130.823,7574.0,10303.0
2022-08-01,1364.488,9139.0,12432.0
