measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,202.0,689.0,689.0
2024-07-01,529.0,1805.0,1805.0
2024-08-01,618.0,2109.0,2109.0
2024-09-01,425.0,1450.0,1450.0
2024-10-01,508.0,1733.0,1733.0
2024-11-01,392.0,1338.0,1338.0
2024-12-01,349.0,1191.0,1191.0
