measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2006-04-01,143696.0,1436074.0,1436074.0,282.0,2885.0,2885.0
2006-05-01,89987.0,909428.0,909428.0,323.0,3318.0,3318.0
2006-06-01,159581.0,1638820.0,1638820.0,266.0,2738.0,2738.0
2006-07-01,219423.0,2210699.0,2210699.0,72.0,725.0,725.0
2006-08-01,222351.0,2274740.0,2274740.0,84.0,867.0,867.0
2006-09-01,125530.0,1301109.0,1301109.0,160.0,1636.0,1636.0
2006-10-01,107916.0,1075648.0,1075648.0,162.0,1630.0,1630.0
2006-11-01,183905.0,1849010.0,1849010.0,264.0,2708.0,2708.0
2006-12-01,129679.0,1339875.0,1339875.0,300.0,3121.0,3121.0
2007-01-01,203419.458,1935459.0,1935459.0,516.542,4915.0,4915.0
2007-02-01,248118.847,2417719.0,2417719.0,127.153,1239.0,1239.0
2007-03-01,228730.982,2186071.0,2186071.0,267.01800000000003,2552.0,2552.0
2007-04-01,261504.806,2496849.0,2496849.0,103.194,985.0,985.0
2007-05-01,231436.914,2243797.0,2243797.0,311.086,3016.0,3016.0
2007-06-01,197879.697,2013574.0,2013574.0,416.303,4236.0,4236.0
2007-07-01,224281.522,2256405.0,2256405.0,325.478,3275.0,3275.0
2007-08-01,252523.247,2594778.0,2594778.0,156.75300000000001,1611.0,1611.0
2007-09-01,139647.498,1342674.0,1342674.0,202.502,1947.0,1947.0
2007-10-01,0.0,0.0,0.0,0.0,18.0,18.0
2007-11-01,16256.371,211087.0,211087.0,262.629,3410.0,3410.0
2007-12-01,187065.122,1936747.0,1936747.0,512.878,5310.0,5310.0
2008-01-01,263211.473,2622013.0,2622013.0,589.527,5873.0,5873.0
2008-02-01,235448.292,2304501.0,2304501.0,396.708,3883.0,3883.0
2008-03-01,234831.1,2181489.0,2181489.0,314.90000000000003,2925.0,2925.0
2008-04-01,223313.083,2169212.0,2169212.0,303.91700000000003,2952.0,2952.0
2008-05-01,145543.05000000002,1456960.0,1456960.0,484.95,4855.0,4855.0
2008-06-01,219302.025,2183675.0,2183675.0,99.97500000000001,995.0,995.0
2008-07-01,224043.569,2297753.0,2297753.0,282.43100000000004,2897.0,2897.0
2008-08-01,196275.877,2014469.0,2014469.0,307.123,3152.0,3152.0
2008-09-01,215077.071,2178817.0,2178817.0,99.929,1012.0,1012.0
2008-10-01,121642.048,1255008.0,1255008.0,447.952,4622.0,4622.0
2008-11-01,201004.692,1963986.0,1963986.0,215.30800000000002,2104.0,2104.0
2008-12-01,185015.068,1934138.0,1934138.0,286.932,3000.0,3000.0
2009-01-01,177839.677,2040924.0,2040924.0,303.32300000000004,3481.0,3481.0
2009-02-01,167191.572,1610944.0,1610944.0,138.428,1334.0,1334.0
2009-03-01,197666.532,1965659.0,1965659.0,90.468,900.0,900.0
2009-04-01,114349.938,1110324.0,1110324.0,168.062,1632.0,1632.0
2009-05-01,117295.406,1152815.0,1152815.0,140.594,1382.0,1382.0
2009-06-01,126239.097,1322212.0,1322212.0,332.903,3487.0,3487.0
2009-07-01,103603.64,1109779.0,1109779.0,184.36,1975.0,1975.0
2009-08-01,199393.682,2214523.0,2214523.0,140.318,1558.0,1558.0
2009-09-01,93548.935,943727.0,943727.0,107.065,1080.0,1080.0
2009-10-01,112937.93,1116979.0,1116979.0,26.07,258.0,258.0
2009-11-01,108404.482,1080444.0,1080444.0,23.518,234.0,234.0
2009-12-01,132363.626,1292422.0,1292422.0,294.374,2874.0,2874.0
2010-01-01,102500.76000000001,1057615.0,1057615.0,171.24,1767.0,1767.0
2010-02-01,97479.98,963269.0,963269.0,69.02,682.0,682.0
2010-03-01,74971.2,759711.0,759711.0,111.8,1133.0,1133.0
2010-04-01,98485.546,982318.0,982318.0,258.454,2578.0,2578.0
2010-05-01,65358.722,664623.0,664623.0,84.278,857.0,857.0
2010-06-01,65055.853,712868.0,712868.0,79.147,867.0,867.0
2010-07-01,119413.519,1287338.0,1287338.0,190.48100000000002,2053.0,2053.0
2010-08-01,182701.666,1914240.0,1914240.0,144.334,1512.0,1512.0
2010-09-01,92340.644,931445.0,931445.0,126.35600000000001,1275.0,1275.0
2010-10-01,58211.305,649053.0,649053.0,31.695,353.0,353.0
2010-11-01,96037.834,956646.0,956646.0,268.166,2671.0,2671.0
2010-12-01,86268.729,880278.0,880278.0,88.271,901.0,901.0
2011-01-01,226403.84,2215780.0,2215780.0,162.156,1587.0,1587.0
2011-02-01,95228.288,924973.0,924973.0,23.712,230.0,230.0
2011-03-01,96271.313,1023916.0,1023916.0,194.687,2071.0,2071.0
2011-04-01,91368.082,892417.0,892417.0,103.918,1015.0,1015.0
2011-05-01,93448.077,928336.0,928336.0,24.923,248.0,248.0
2011-06-01,120471.36,1254390.0,1254390.0,369.639,3849.0,3849.0
2011-07-01,233365.1,2371460.0,2371460.0,41.901,426.0,426.0
2011-08-01,217660.93,2222667.0,2222667.0,182.071,1859.0,1859.0
2011-09-01,152584.0,1621247.0,1621247.0,0.0,0.0,0.0
2011-10-01,125807.18,1245069.0,1245069.0,196.82,1948.0,1948.0
2011-11-01,85952.193,821552.0,821552.0,171.807,1642.0,1642.0
2011-12-01,69870.348,759181.0,759181.0,71.652,779.0,779.0
2012-01-01,37596.127,421098.0,421098.0,185.873,2082.0,2082.0
2012-02-01,43740.589,508123.0,508123.0,17.411,202.0,202.0
2012-03-01,107191.72,1142946.0,1142946.0,62.285,664.0,664.0
2012-04-01,177027.67,1778203.0,1778203.0,74.332,747.0,747.0
2012-05-01,55151.663,629118.0,629118.0,57.337,654.0,654.0
2012-06-01,64550.273,768113.0,768113.0,127.727,1520.0,1520.0
2012-07-01,175169.26,1974463.0,1974463.0,142.736,1609.0,1609.0
2012-08-01,111152.81,1347530.0,1347530.0,91.189,1106.0,1106.0
2012-09-01,101186.09,1159842.0,1159842.0,86.912,996.0,996.0
2012-10-01,44779.868,529708.0,529708.0,60.132,711.0,711.0
2012-11-01,29661.525,334996.0,334996.0,86.475,977.0,977.0
2012-12-01,51074.027,593917.0,593917.0,21.973,256.0,256.0
2013-01-01,58749.636,645542.0,645542.0,216.364,2377.0,2377.0
2013-02-01,54541.177,603730.0,603730.0,235.823,2610.0,2610.0
2013-03-01,80415.125,900494.0,900494.0,143.875,1611.0,1611.0
2013-04-01,92976.9,991454.0,991454.0,135.1,1441.0,1441.0
2013-05-01,52866.758,568142.0,568142.0,68.242,733.0,733.0
2013-06-01,48457.699,601944.0,601944.0,131.301,1631.0,1631.0
2013-07-01,41502.849,485194.0,485194.0,176.151,2059.0,2059.0
2013-08-01,73943.428,848381.0,848381.0,202.572,2324.0,2324.0
2013-09-01,44116.813,550008.0,550008.0,64.187,800.0,800.0
2013-10-01,122884.17,1364155.0,1364155.0,65.831,731.0,731.0
2013-11-01,113489.72,1251087.0,1251087.0,92.28,1017.0,1017.0
2013-12-01,139825.07,1508544.0,1508544.0,65.93,711.0,711.0
2014-01-01,185995.03,1906603.0,1906603.0,261.967,2685.0,2685.0
2014-02-01,191945.26,1952604.0,1952604.0,153.745,1564.0,1564.0
2014-03-01,155590.52,1621092.0,1621092.0,160.485,1672.0,1672.0
2014-04-01,97496.039,989962.0,989962.0,151.961,1543.0,1543.0
2014-05-01,205563.07,2143744.0,2143744.0,57.934,604.0,604.0
2014-06-01,153607.95,1657611.0,1657611.0,159.052,1716.0,1716.0
2014-07-01,97429.782,1087335.0,1087335.0,120.218,1342.0,1342.0
2014-08-01,108093.12,1198834.0,1198834.0,74.878,830.0,830.0
2014-09-01,92906.181,968089.0,968089.0,77.819,811.0,811.0
2014-10-01,45432.458,528012.0,528012.0,108.542,1261.0,1261.0
2014-11-01,95204.25,951291.0,951291.0,32.75,327.0,327.0
2014-12-01,118128.99,1190610.0,1190610.0,131.009,1320.0,1320.0
2015-01-01,141020.32,1435391.0,1435391.0,277.677,2826.0,2826.0
2015-02-01,155609.66,1553852.0,1553852.0,223.336,2230.0,2230.0
2015-03-01,130930.47,1341167.0,1341167.0,199.527,2044.0,2044.0
2015-04-01,86983.086,881147.0,881147.0,130.914,1326.0,1326.0
2015-05-01,27698.217,230223.0,230223.0,71.783,597.0,597.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0
