measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,233373.0,2231416.0,2231416.0,250.0,2975.0,2975.0
2001-02-01,237924.0,2202207.0,2202207.0,39.0,302.0,302.0
2001-03-01,237712.0,2293295.0,2293295.0,265.0,2159.0,2159.0
2001-04-01,237950.0,2347067.0,2347067.0,215.0,1786.0,1786.0
2001-05-01,197908.0,2007568.0,2007568.0,265.0,2265.0,2265.0
2001-06-01,193128.0,1916189.0,1916189.0,395.0,3306.0,3306.0
2001-07-01,210299.0,2161382.0,2161382.0,336.0,2916.0,2916.0
2001-08-01,230680.0,2365096.0,2365096.0,213.0,1845.0,1845.0
2001-09-01,146179.0,1494967.0,1494967.0,428.0,3690.0,3690.0
2001-10-01,219597.0,2125590.0,2125590.0,239.0,1952.0,1952.0
2001-11-01,213806.0,2022426.0,2022426.0,319.0,2543.0,2543.0
2001-12-01,212895.0,2133673.0,2133673.0,468.0,3957.0,3957.0
2002-01-01,241341.0,2402673.0,2402673.0,149.0,1224.0,1224.0
2002-02-01,200063.0,1938275.0,1938275.0,405.0,3248.0,3248.0
2002-03-01,107005.0,1075859.0,1075859.0,550.0,4576.0,4576.0
2002-04-01,244890.0,2369059.0,2369059.0,326.0,2610.0,2610.0
2002-05-01,200414.0,1979729.0,1979729.0,189.0,1549.0,1549.0
2002-06-01,227554.0,2269200.0,2269200.0,91.0,754.0,754.0
2002-07-01,232788.0,1937400.0,1937400.0,336.0,2332.0,2332.0
2002-08-01,223350.0,2246928.0,2246928.0,297.0,3080.0,3080.0
2002-09-01,228798.0,2333751.0,2333751.0,138.0,1433.0,1433.0
2002-10-01,230794.0,2332201.0,2332201.0,117.0,1201.0,1201.0
2002-11-01,214902.0,2182872.0,2182872.0,278.0,2956.0,2956.0
2002-12-01,216077.0,2142491.0,2142491.0,203.0,2071.0,2071.0
2003-01-01,250787.0,2582064.0,2582064.0,85.0,920.0,920.0
2003-02-01,216902.0,1964217.0,1964217.0,598.0,5533.0,5533.0
2003-03-01,225322.0,2197368.0,2197368.0,338.0,3457.0,3457.0
2003-04-01,223001.0,2138040.0,2138040.0,272.0,2685.0,2685.0
2003-05-01,223276.0,2177952.0,2177952.0,85.0,853.0,853.0
2003-06-01,189071.0,1865496.0,1865496.0,117.0,1189.0,1189.0
2003-07-01,196764.0,2004484.0,2004484.0,214.0,2210.0,2210.0
2003-08-01,217845.0,2213695.0,2213695.0,175.0,1815.0,1815.0
2003-09-01,166059.0,1981085.0,1981085.0,369.0,4495.0,4495.0
2003-10-01,210477.0,2159055.0,2159055.0,542.0,5655.0,5655.0
2003-11-01,200436.0,2008976.0,2008976.0,540.0,5551.0,5551.0
2003-12-01,180201.0,1753830.0,1753830.0,346.0,3486.0,3486.0
2004-01-01,213505.0,2044358.0,2044358.0,537.0,5162.0,5162.0
2004-02-01,164834.0,1551288.0,1551288.0,119.0,1143.0,1143.0
2004-03-01,96593.0,933715.0,933715.0,425.0,4159.0,4159.0
2004-04-01,162646.0,1620870.0,1620870.0,695.0,7099.0,7099.0
2004-05-01,192833.0,1947245.0,1947245.0,316.0,3318.0,3318.0
2004-06-01,155383.0,1606558.0,1606558.0,542.0,5794.0,5794.0
2004-07-01,174126.0,1792664.0,1792664.0,441.0,4710.0,4710.0
2004-08-01,143998.0,1463373.0,1463373.0,338.0,3550.0,3550.0
2004-09-01,154594.0,1581707.0,1581707.0,362.0,3859.0,3859.0
2004-10-01,180895.0,1811952.0,1811952.0,166.0,1711.0,1711.0
2004-11-01,156294.0,1555914.0,1555914.0,324.0,3335.0,3335.0
2004-12-01,174861.0,1717056.0,1717056.0,402.0,4206.0,4206.0
2005-01-01,218098.0,2065549.8,2065549.8,378.0,3799.6,3799.6
2005-02-01,179110.0,1744992.0,1744992.0,407.0,4153.6,4153.6
2005-03-01,235145.0,2265056.4,2265056.4,359.0,3669.8,3669.8
2005-04-01,206697.0,2028672.0,2028672.0,324.0,3327.6,3327.6
2005-05-01,116081.0,1202373.1,1202373.1,195.0,2076.4,2076.4
2005-06-01,139877.0,1455760.5,1455760.5,344.0,3734.7,3734.7
2005-07-01,171925.0,1838907.0,1838907.0,267.0,2963.8,2963.8
2005-08-01,208407.0,2149985.1,2149985.1,208.0,2236.1,2236.1
2005-09-01,164460.0,1708095.6,1708095.6,119.0,1274.4,1274.4
2005-10-01,83907.0,832485.5,832485.5,453.0,4535.6,4535.6
2005-11-01,165241.0,1638101.1,1638101.1,504.0,5121.4,5121.4
2005-12-01,173143.0,1709220.8,1709220.8,495.0,5075.0,5075.0
2006-01-01,201870.0,1980768.0,1980768.0,260.0,2627.0,2627.0
2006-02-01,180302.0,1786178.0,1786178.0,259.0,2622.0,2622.0
2006-03-01,230787.0,2292468.0,2292468.0,125.0,1230.0,1230.0
