measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,46.763,670.0,670.0
2022-02-01,41.633,598.0,598.0
2022-03-01,33.153,476.0,476.0
2022-04-01,34.559,496.0,496.0
2022-05-01,51.054,733.0,733.0
2022-06-01,62.147,892.0,892.0
2022-07-01,73.233,1051.0,1051.0
2022-08-01,73.614,1057.0,1057.0
2022-09-01,62.052,890.0,890.0
2022-10-01,47.958,689.0,689.0
2022-11-01,44.95,646.0,646.0
2022-12-01,49.884,716.0,716.0
2023-01-01,80.933,1162.0,1162.0
2023-02-01,76.333,1097.0,1097.0
2023-03-01,75.335,1082.0,1082.0
2023-04-01,72.757,1045.0,1045.0
2023-05-01,103.874,1492.0,1492.0
2023-06-01,119.993,1723.0,1723.0
2023-07-01,131.596,1890.0,1890.0
2023-08-01,144.844,2081.0,2081.0
2023-09-01,122.022,1753.0,1753.0
2023-10-01,90.07,1294.0,1294.0
2023-11-01,83.508,1200.0,1200.0
2023-12-01,88.735,1274.0,1274.0
2024-01-01,81.564,1166.0,1166.0
2024-02-01,56.313,805.0,805.0
2024-03-01,63.905,913.0,913.0
2024-04-01,60.041,858.0,858.0
2024-05-01,80.221,1147.0,1147.0
2024-06-01,90.503,1294.0,1294.0
2024-07-01,97.827,1398.0,1398.0
2024-08-01,110.538,1580.0,1580.0
2024-09-01,91.716,1312.0,1312.0
2024-10-01,79.447,1135.0,1135.0
2024-11-01,63.647,910.0,910.0
2024-12-01,68.278,976.0,976.0
