measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-03-01,180.862,1600.0,1600.0
2021-04-01,226.392,2002.0,2002.0
2021-05-01,246.763,2182.0,2182.0
2021-06-01,239.704,2120.0,2120.0
2021-07-01,229.59,2030.0,2030.0
2021-08-01,225.826,1997.0,1997.0
2021-09-01,194.72,1722.0,1722.0
2021-10-01,162.07,1433.0,1433.0
2021-11-01,128.958,1141.0,1141.0
2021-12-01,88.115,779.0,779.0
2022-01-01,166.957,570.0,570.0
2022-02-01,199.143,679.0,679.0
2022-03-01,264.022,901.0,901.0
2022-04-01,297.825,1016.0,1016.0
2022-05-01,349.06,1191.0,1191.0
2022-06-01,363.459,1240.0,1240.0
2022-07-01,350.551,1196.0,1196.0
2022-08-01,325.484,1111.0,1111.0
2022-09-01,274.681,937.0,937.0
2022-10-01,253.061,863.0,863.0
2022-11-01,187.602,640.0,640.0
2022-12-01,131.155,448.0,448.0
2023-01-01,120.0,409.0,409.0
2023-02-01,204.0,696.0,696.0
2023-03-01,240.0,819.0,819.0
2023-04-01,289.0,986.0,986.0
2023-05-01,244.0,833.0,833.0
2023-06-01,276.0,942.0,942.0
2023-07-01,341.0,1163.0,1163.0
2023-08-01,311.0,1061.0,1061.0
2023-09-01,212.0,723.0,723.0
2023-10-01,244.0,833.0,833.0
2023-11-01,180.0,614.0,614.0
2023-12-01,149.0,508.0,508.0
2024-01-01,164.0,560.0,560.0
2024-02-01,176.0,601.0,601.0
2024-03-01,261.0,891.0,891.0
2024-04-01,298.0,1017.0,1017.0
2024-05-01,279.0,952.0,952.0
2024-06-01,304.0,1037.0,1037.0
2024-07-01,334.0,1140.0,1140.0
2024-08-01,311.0,1061.0,1061.0
2024-09-01,230.0,785.0,785.0
2024-10-01,236.0,805.0,805.0
2024-11-01,195.0,665.0,665.0
2024-12-01,153.0,522.0,522.0
