measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2021-12-01,1160.0,10259.0,10259.0
2022-01-01,1337.842,4565.0,4565.0
2022-02-01,1253.783,4278.0,4278.0
2022-03-01,1374.496,4690.0,4690.0
2022-04-01,1437.077,4903.0,4903.0
2022-05-01,1150.001,3924.0,3924.0
2022-06-01,891.516,3042.0,3042.0
2022-07-01,649.948,2218.0,2218.0
2022-08-01,614.483,2097.0,2097.0
2022-09-01,899.66,3070.0,3070.0
2022-10-01,1061.19,3621.0,3621.0
2022-11-01,1460.123,4982.0,4982.0
2022-12-01,1254.881,4282.0,4282.0
2023-01-01,2419.0,8254.0,8254.0
2023-02-01,3018.0,10297.0,10297.0
2023-03-01,2986.0,10188.0,10188.0
2023-04-01,3278.0,11185.0,11185.0
2023-05-01,1662.0,5671.0,5671.0
2023-06-01,1277.0,4357.0,4357.0
2023-07-01,957.0,3265.0,3265.0
2023-08-01,1391.0,4746.0,4746.0
2023-09-01,1322.0,4511.0,4511.0
2023-10-01,2525.0,8615.0,8615.0
2023-11-01,2541.0,8670.0,8670.0
2023-12-01,2440.0,8325.0,8325.0
2024-01-01,2181.0,7442.0,7442.0
2024-02-01,2870.0,9792.0,9792.0
2024-03-01,3190.0,10884.0,10884.0
2024-04-01,3381.0,11536.0,11536.0
2024-05-01,1945.0,6636.0,6636.0
2024-06-01,2073.0,7073.0,7073.0
2024-07-01,1301.0,4439.0,4439.0
2024-08-01,1319.0,4500.0,4500.0
2024-09-01,1413.0,4821.0,4821.0
2024-10-01,2790.0,9519.0,9519.0
2024-11-01,2040.0,6960.0,6960.0
2024-12-01,2082.0,7104.0,7104.0
