measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2020-01-01,-8.908,0.0,0.0
2020-02-01,-6.883,0.0,0.0
2020-03-01,-10.561,0.0,0.0
2020-04-01,-9.365,0.0,0.0
2020-05-01,-9.074,0.0,0.0
2020-06-01,-8.058,0.0,0.0
2020-07-01,-9.527,0.0,0.0
2020-08-01,-9.495,0.0,0.0
2020-09-01,-10.265,0.0,0.0
2020-10-01,-10.963,0.0,0.0
2020-11-01,-10.806,0.0,0.0
2020-12-01,-10.095,0.0,0.0
2024-01-01,-4.0,0.0,0.0
2024-02-01,-4.0,0.0,0.0
2024-03-01,-5.0,0.0,0.0
2024-04-01,-10.0,0.0,0.0
2024-05-01,-10.0,0.0,0.0
2024-06-01,-10.0,0.0,0.0
2024-07-01,-10.0,0.0,0.0
2024-08-01,-10.0,0.0,0.0
2024-09-01,-10.0,0.0,0.0
2024-10-01,-17.0,0.0,0.0
2024-11-01,-8.0,0.0,0.0
2024-12-01,-6.0,0.0,0.0
