measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-08-01,0.266,5.0,5.0
2021-09-01,0.224,5.0,5.0
2021-10-01,0.19,4.0,4.0
2021-11-01,0.156,2.0,2.0
2021-12-01,0.164,4.0,4.0
2022-01-01,20.783,330.0,330.0
2022-02-01,18.503,295.0,295.0
2022-03-01,14.735,235.0,235.0
2022-04-01,15.36,245.0,245.0
2022-05-01,22.691,362.0,362.0
2022-06-01,27.621,440.0,440.0
2022-07-01,32.548,520.0,520.0
2022-08-01,32.717,522.0,522.0
2022-09-01,27.579,440.0,440.0
2022-10-01,21.315,340.0,340.0
2022-11-01,19.978,319.0,319.0
2022-12-01,22.17,354.0,354.0
2023-01-01,21.084,336.0,336.0
2023-02-01,19.885,318.0,318.0
2023-03-01,19.625,313.0,313.0
2023-04-01,18.953,304.0,304.0
2023-05-01,27.06,433.0,433.0
2023-06-01,31.259,499.0,499.0
2023-07-01,34.281,548.0,548.0
2023-08-01,37.732,604.0,604.0
2023-09-01,31.787,508.0,508.0
2023-10-01,23.464,376.0,376.0
2023-11-01,21.754,348.0,348.0
2023-12-01,23.116,370.0,370.0
2024-01-01,23.847,403.0,403.0
2024-02-01,16.465,277.0,277.0
2024-03-01,18.684,314.0,314.0
2024-04-01,17.554,295.0,295.0
2024-05-01,23.454,395.0,395.0
2024-06-01,26.461,445.0,445.0
2024-07-01,28.602,481.0,481.0
2024-08-01,32.318,545.0,545.0
2024-09-01,26.815,451.0,451.0
2024-10-01,23.228,391.0,391.0
2024-11-01,18.609,313.0,313.0
2024-12-01,19.963,336.0,336.0
