measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,1128.804,4943.0,4943.0,812.555,3558.0,3558.0
2003-02-01,1041.485,4560.0,4560.0,749.7,3283.0,3283.0
2003-03-01,1148.111,5027.0,5027.0,826.4540000000001,3619.0,3619.0
2003-04-01,1085.752,4754.0,4754.0,781.565,3422.0,3422.0
2003-05-01,1243.1680000000001,5443.0,5443.0,894.879,3919.0,3919.0
2003-06-01,1295.256,5672.0,5672.0,932.374,4083.0,4083.0
2003-07-01,1662.9920000000002,7282.0,7282.0,1197.084,5242.0,5242.0
2003-08-01,1562.3220000000001,6841.0,6841.0,1124.6190000000001,4925.0,4925.0
2003-09-01,1427.6670000000001,6251.0,6251.0,1027.688,4500.0,4500.0
2003-10-01,1343.56,5883.0,5883.0,967.145,4235.0,4235.0
2003-11-01,1137.323,4980.0,4980.0,818.688,3585.0,3585.0
2003-12-01,1207.56,5288.0,5288.0,869.2470000000001,3806.0,3806.0
2004-01-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-02-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-03-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-04-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-05-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-06-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-07-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-08-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-09-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-10-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-11-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2004-12-01,1823.75,10838.0,10838.0,0.0,0.0,0.0
2005-01-01,624.19,10705.4,10705.4,0.0,0.0,0.0
2005-02-01,532.349,9130.25,9130.25,0.0,0.0,0.0
2005-03-01,594.716,10199.9,10199.9,0.0,0.0,0.0
2005-04-01,549.102,9417.57,9417.57,0.0,0.0,0.0
2005-05-01,601.629,10318.46,10318.46,0.0,0.0,0.0
2005-06-01,583.359,10005.12,10005.12,0.0,0.0,0.0
2005-07-01,626.7370000000001,10749.08,10749.08,0.0,0.0,0.0
2005-08-01,603.719,10354.31,10354.31,0.0,0.0,0.0
2005-09-01,574.782,9858.01,9858.01,0.0,0.0,0.0
2005-10-01,496.031,8507.37,8507.37,0.0,0.0,0.0
2005-11-01,552.3290000000001,9472.92,9472.92,0.0,0.0,0.0
2005-12-01,618.056,10600.19,10600.19,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,1280.422,20847.0,20847.0,68.446,1114.0,1114.0
2007-02-01,1169.64,19044.0,19044.0,62.26,1014.0,1014.0
2007-03-01,1263.1490000000001,20566.0,20566.0,57.592000000000006,938.0,938.0
2007-04-01,1182.641,19255.0,19255.0,57.325,933.0,933.0
2007-05-01,1175.579,19140.0,19140.0,63.941,1041.0,1041.0
2007-06-01,1244.731,20266.0,20266.0,75.6,1231.0,1231.0
2007-07-01,1271.548,20703.0,20703.0,102.98400000000001,1677.0,1677.0
2007-08-01,1276.7160000000001,20787.0,20787.0,114.168,1859.0,1859.0
2007-09-01,1230.664,20037.0,20037.0,89.967,1464.0,1464.0
2007-10-01,1089.948,17746.0,17746.0,85.262,1388.0,1388.0
2007-11-01,1254.141,20420.0,20420.0,81.063,1320.0,1320.0
2007-12-01,1271.881,20708.0,20708.0,90.33200000000001,1470.0,1470.0
2008-01-01,1016.106,15970.0,15970.0,0.0,0.0,0.0
2008-02-01,1055.6090000000002,16590.0,16590.0,0.0,0.0,0.0
2008-03-01,1141.527,17941.0,17941.0,0.0,0.0,0.0
2008-04-01,1091.98,17162.0,17162.0,0.0,0.0,0.0
2008-05-01,979.147,15389.0,15389.0,0.0,0.0,0.0
2008-06-01,1051.795,16530.0,16530.0,0.0,0.0,0.0
2008-07-01,1106.838,17396.0,17396.0,0.0,0.0,0.0
2008-08-01,1138.589,17894.0,17894.0,0.0,0.0,0.0
2008-09-01,1034.8,16263.0,16263.0,0.0,0.0,0.0
2008-10-01,1103.491,17343.0,17343.0,0.0,0.0,0.0
2008-11-01,1140.996,17932.0,17932.0,0.0,0.0,0.0
2008-12-01,1168.122,18359.0,18359.0,0.0,0.0,0.0
2009-01-01,805.259,12646.0,12646.0,0.0,0.0,0.0
2009-02-01,973.509,15288.0,15288.0,0.0,0.0,0.0
2009-03-01,1056.6290000000001,16594.0,16594.0,0.0,0.0,0.0
2009-04-01,959.3670000000001,15067.0,15067.0,0.0,0.0,0.0
2009-05-01,1010.735,15873.0,15873.0,0.0,0.0,0.0
2009-06-01,1075.738,16894.0,16894.0,0.0,0.0,0.0
2009-07-01,1106.82,17382.0,17382.0,0.0,0.0,0.0
2009-08-01,982.344,15427.0,15427.0,0.0,0.0,0.0
2009-09-01,1031.971,16207.0,16207.0,0.0,0.0,0.0
2009-10-01,1059.574,16640.0,16640.0,0.0,0.0,0.0
2009-11-01,1016.1790000000001,15959.0,15959.0,0.0,0.0,0.0
2009-12-01,1061.875,16676.0,16676.0,0.0,0.0,0.0
2010-01-01,836.7760000000001,14983.0,14983.0,0.0,0.0,0.0
2010-02-01,740.08,13252.0,13252.0,0.0,0.0,0.0
2010-03-01,719.6320000000001,12886.0,12886.0,0.0,0.0,0.0
2010-04-01,744.772,13336.0,13336.0,0.0,0.0,0.0
2010-05-01,760.427,13617.0,13617.0,0.0,0.0,0.0
2010-06-01,856.832,15343.0,15343.0,0.0,0.0,0.0
2010-07-01,895.3960000000001,16034.0,16034.0,0.0,0.0,0.0
2010-08-01,900.773,16130.0,16130.0,0.0,0.0,0.0
2010-09-01,849.618,15214.0,15214.0,0.0,0.0,0.0
2010-10-01,811.264,14527.0,14527.0,0.0,0.0,0.0
2010-11-01,857.7470000000001,15359.0,15359.0,0.0,0.0,0.0
2010-12-01,796.683,14266.0,14266.0,0.0,0.0,0.0
2011-01-01,517.104,6751.0,6751.0,0.0,0.0,0.0
2011-02-01,515.16,6726.0,6726.0,0.0,0.0,0.0
2011-03-01,546.45,7135.0,7135.0,0.0,0.0,0.0
2011-04-01,518.339,6768.0,6768.0,0.0,0.0,0.0
2011-05-01,545.929,7128.0,7128.0,0.0,0.0,0.0
2011-06-01,530.167,6922.0,6922.0,0.0,0.0,0.0
2011-07-01,559.806,7309.0,7309.0,0.0,0.0,0.0
2011-08-01,571.378,7460.0,7460.0,0.0,0.0,0.0
2011-09-01,545.185,7118.0,7118.0,0.0,0.0,0.0
2011-10-01,519.427,6782.0,6782.0,0.0,0.0,0.0
2011-11-01,513.703,6707.0,6707.0,0.0,0.0,0.0
2011-12-01,517.352,6755.0,6755.0,0.0,0.0,0.0
2012-01-01,925.238,11771.0,11771.0,0.0,0.0,0.0
2012-02-01,910.966,11590.0,11590.0,0.0,0.0,0.0
2012-03-01,873.579,11114.0,11114.0,0.0,0.0,0.0
2012-04-01,820.745,10442.0,10442.0,0.0,0.0,0.0
2012-05-01,851.249,10830.0,10830.0,0.0,0.0,0.0
