measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,5684.0,58732.77,58732.77
2001-02-01,4964.0,51293.01,51293.01
2001-03-01,6526.0,67433.16,67433.16
2001-04-01,12665.0,130867.45,130867.45
2001-05-01,15576.0,160946.81,160946.81
2001-06-01,15721.0,162445.09,162445.09
2001-07-01,7555.0,78065.82,78065.82
2001-08-01,6982.0,72145.01,72145.01
2001-09-01,5918.0,61150.69,61150.69
2001-10-01,6607.0,68270.13,68270.13
2001-11-01,7153.0,73911.95,73911.95
2001-12-01,8568.0,88533.14,88533.14
2002-01-01,6508.0,66205.88,66205.88
2002-02-01,5740.0,58393.02,58393.02
2002-03-01,7352.0,74791.9,74791.9
2002-04-01,15019.0,152788.29,152788.29
2002-05-01,14399.0,146481.03,146481.03
2002-06-01,10847.0,110346.53,110346.53
2002-07-01,14720.0,149746.56,149746.56
2002-08-01,14062.0,143052.73,143052.73
2002-09-01,14236.0,144822.83,144822.83
2002-10-01,16572.0,168586.96,168586.96
2002-11-01,9041.0,91974.09,91974.09
2002-12-01,7430.0,75585.39,75585.39
2003-01-01,5569.0,57032.13,57032.13
2003-02-01,4941.0,50600.78,50600.78
2003-03-01,8668.0,88768.99,88768.99
2003-04-01,12997.0,133102.28,133102.28
2003-05-01,16884.0,172909.04,172909.04
2003-06-01,14676.0,150296.92,150296.92
2003-07-01,15016.0,153778.86,153778.86
2003-08-01,6245.0,63955.05,63955.05
2003-09-01,5734.0,58721.89,58721.89
2003-10-01,6033.0,61783.95,61783.95
2003-11-01,7083.0,72537.0,72537.0
2003-12-01,5971.0,61149.01,61149.01
2004-01-01,9014.75,90345.82,90345.82
2004-02-01,9014.75,90345.82,90345.82
2004-03-01,9014.75,90345.82,90345.82
2004-04-01,9014.75,90345.82,90345.82
2004-05-01,9014.75,90345.82,90345.82
2004-06-01,9014.75,90345.82,90345.82
2004-07-01,9014.75,90345.82,90345.82
2004-08-01,9014.75,90345.82,90345.82
2004-09-01,9014.75,90345.82,90345.82
2004-10-01,9014.75,90345.82,90345.82
2004-11-01,9014.75,90345.82,90345.82
2004-12-01,9014.75,90345.82,90345.82
2005-01-01,11588.224,115870.65,115870.65
2005-02-01,10019.147,100181.45,100181.45
2005-03-01,10975.557,109744.6,109744.6
2005-04-01,10483.902,104828.54,104828.54
2005-05-01,9483.62,94826.72,94826.72
2005-06-01,10682.402,106813.34,106813.34
2005-07-01,11466.239,114650.93,114650.93
2005-08-01,9701.873,97009.03,97009.03
2005-09-01,8027.763000000001,80269.61,80269.61
2005-10-01,6851.567,68508.82,68508.82
2005-11-01,7332.539000000001,73318.06,73318.06
2005-12-01,8975.165,89742.68,89742.68
2006-01-01,8708.34,86378.0,86378.0
2006-02-01,7852.348,77887.0,77887.0
2006-03-01,6918.03,68620.0,68620.0
2006-04-01,7530.049,74691.0,74691.0
2006-05-01,8903.023000000001,88309.0,88309.0
2006-06-01,8747.8,86769.0,86769.0
2006-07-01,9173.264000000001,90990.0,90990.0
2006-08-01,9106.976,90332.0,90332.0
2006-09-01,5911.505,58636.0,58636.0
2006-10-01,5211.41,51692.0,51692.0
2006-11-01,6104.283,60548.0,60548.0
2006-12-01,6463.973,64116.0,64116.0
2007-01-01,8967.558,88635.0,88635.0
2007-02-01,7624.482,75360.0,75360.0
2007-03-01,9311.744,92037.0,92037.0
2007-04-01,9921.553,98065.0,98065.0
2007-05-01,9345.415,92370.0,92370.0
2007-06-01,7923.774,78319.0,78319.0
2007-07-01,6124.277,60532.0,60532.0
2007-08-01,6083.124000000001,60126.0,60126.0
2007-09-01,5099.2,50400.0,50400.0
2007-10-01,8761.794,86602.0,86602.0
2007-11-01,6382.417,63084.0,63084.0
2007-12-01,6913.662,68335.0,68335.0
2008-01-01,10515.453,103619.0,103619.0
2008-02-01,5079.253000000001,50051.0,50051.0
2008-03-01,2549.934,25127.0,25127.0
2008-04-01,8375.583,82533.0,82533.0
2008-05-01,8263.172,81425.0,81425.0
2008-06-01,10550.363,103963.0,103963.0
2008-07-01,12488.885,123065.0,123065.0
2008-08-01,9607.888,94676.0,94676.0
2008-09-01,7505.49,73959.0,73959.0
2008-10-01,6986.173000000001,68842.0,68842.0
2008-11-01,10605.741,104509.0,104509.0
2008-12-01,9507.065,93683.0,93683.0
2009-01-01,7941.009,77504.0,77504.0
2009-02-01,5404.41,52747.0,52747.0
2009-03-01,7326.576,71507.0,71507.0
2009-04-01,7248.994000000001,70750.0,70750.0
2009-05-01,7626.338000000001,74433.0,74433.0
2009-06-01,9308.6,90852.0,90852.0
