measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2001-01-01,14156.0,146273.95,146273.95
2001-02-01,12339.0,127498.89,127498.89
2001-03-01,13646.0,141004.12,141004.12
2001-04-01,12756.0,131807.75,131807.75
2001-05-01,12522.0,129389.83,129389.83
2001-06-01,9058.0,93596.31,93596.31
2001-07-01,13226.0,136664.26,136664.26
2001-08-01,12696.0,131187.77,131187.77
2001-09-01,12231.0,126382.92,126382.92
2001-10-01,12681.0,131032.77,131032.77
2001-11-01,12127.0,125308.29,125308.29
2001-12-01,12528.0,129451.82,129451.82
2002-01-01,12665.0,128841.05,128841.05
2002-02-01,11542.0,117416.77,117416.77
2002-03-01,12734.0,129542.98,129542.98
2002-04-01,12124.0,123337.45,123337.45
2002-05-01,12672.0,128912.26,128912.26
2002-06-01,19440.0,197763.12,197763.12
2002-07-01,12353.0,125667.07,125667.07
2002-08-01,12389.0,126033.3,126033.3
2002-09-01,11961.0,121679.25,121679.25
2002-10-01,12398.0,126124.85,126124.85
2002-11-01,11985.0,121923.41,121923.41
2002-12-01,12429.0,126440.22,126440.22
2003-01-01,12349.0,126466.11,126466.11
2003-02-01,11159.0,114279.32,114279.32
2003-03-01,12097.0,123885.38,123885.38
2003-04-01,11685.0,119666.09,119666.09
2003-05-01,11253.0,115241.97,115241.97
2003-06-01,11253.0,115241.97,115241.97
2003-07-01,11763.0,120464.88,120464.88
2003-08-01,11654.0,119348.61,119348.61
2003-09-01,11237.0,115078.12,115078.12
2003-10-01,11670.0,119512.47,119512.47
2003-11-01,11288.0,115600.41,115600.41
2003-12-01,11608.0,118877.53,118877.53
2004-01-01,11038.608,110628.93,110628.93
2004-02-01,10356.715,103795.0,103795.0
2004-03-01,10567.821,105910.7,105910.7
2004-04-01,9818.841,98404.42,98404.42
2004-05-01,10340.06,103628.08,103628.08
2004-06-01,10562.171,105854.08,105854.08
2004-07-01,11008.174,110323.92,110323.92
2004-08-01,10788.456,108121.91,108121.91
2004-09-01,10170.218,101925.92,101925.92
2004-10-01,11055.24,110795.62,110795.62
2004-11-01,10391.509,104143.7,104143.7
2004-12-01,10691.186,107147.07,107147.07
2005-01-01,10565.675,105646.18,105646.18
2005-02-01,8921.371000000001,89204.79,89204.79
