measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-12-01,-2.0,0.0,0.0,314.0,2753.0,2753.0
2021-01-01,-0.443,0.0,0.0,123.734,1094.0,1094.0
2021-02-01,-0.472,0.0,0.0,162.087,1433.0,1433.0
2021-03-01,-0.531,0.0,0.0,209.283,1851.0,1851.0
2021-04-01,-0.516,0.0,0.0,261.967,2317.0,2317.0
2021-05-01,-0.437,0.0,0.0,285.539,2525.0,2525.0
2021-06-01,-0.504,0.0,0.0,277.371,2453.0,2453.0
2021-07-01,-0.505,0.0,0.0,265.668,2350.0,2350.0
2021-08-01,-0.506,0.0,0.0,261.312,2311.0,2311.0
2021-09-01,-0.562,0.0,0.0,225.318,1993.0,1993.0
2021-10-01,-0.486,0.0,0.0,187.538,1659.0,1659.0
2021-11-01,-0.521,0.0,0.0,149.222,1320.0,1320.0
2021-12-01,-0.517,0.0,0.0,101.961,902.0,902.0
2022-01-01,-0.776,0.0,0.0,132.858,453.0,453.0
2022-02-01,-0.816,0.0,0.0,158.471,541.0,541.0
2022-03-01,-0.755,0.0,0.0,210.099,717.0,717.0
2022-04-01,-0.791,0.0,0.0,236.999,809.0,809.0
2022-05-01,-0.838,0.0,0.0,277.769,948.0,948.0
2022-06-01,-0.846,0.0,0.0,289.227,987.0,987.0
2022-07-01,-0.879,0.0,0.0,278.956,952.0,952.0
2022-08-01,-0.903,0.0,0.0,259.008,884.0,884.0
2022-09-01,-0.81,0.0,0.0,218.581,746.0,746.0
2022-10-01,-0.904,0.0,0.0,201.377,687.0,687.0
2022-11-01,-0.837,0.0,0.0,149.287,509.0,509.0
2022-12-01,-0.845,0.0,0.0,104.368,356.0,356.0
2023-01-01,-1.0,0.0,0.0,101.0,345.0,345.0
2023-02-01,-1.0,0.0,0.0,138.0,471.0,471.0
2023-03-01,-1.0,0.0,0.0,194.0,662.0,662.0
2023-04-01,-1.0,0.0,0.0,284.0,969.0,969.0
2023-05-01,-1.0,0.0,0.0,309.0,1054.0,1054.0
2023-06-01,-1.0,0.0,0.0,294.0,1003.0,1003.0
2023-07-01,-2.0,0.0,0.0,318.0,1085.0,1085.0
2023-08-01,-1.0,0.0,0.0,283.0,966.0,966.0
2023-09-01,-1.0,0.0,0.0,222.0,757.0,757.0
2023-10-01,0.0,0.0,0.0,168.0,573.0,573.0
2023-11-01,-1.0,0.0,0.0,127.0,433.0,433.0
2023-12-01,-1.0,0.0,0.0,86.0,293.0,293.0
2024-01-01,-1.0,0.0,0.0,94.0,321.0,321.0
2024-02-01,-1.0,0.0,0.0,117.0,399.0,399.0
2024-03-01,-1.0,0.0,0.0,234.0,798.0,798.0
2024-04-01,0.0,0.0,0.0,264.0,901.0,901.0
2024-05-01,0.0,0.0,0.0,334.0,1140.0,1140.0
2024-06-01,-1.0,0.0,0.0,315.0,1075.0,1075.0
2024-07-01,-1.0,0.0,0.0,306.0,1044.0,1044.0
2024-08-01,0.0,0.0,0.0,286.0,976.0,976.0
2024-09-01,-1.0,0.0,0.0,218.0,744.0,744.0
2024-10-01,-1.0,0.0,0.0,171.0,583.0,583.0
2024-11-01,-1.0,0.0,0.0,116.0,396.0,396.0
2024-12-01,-1.0,0.0,0.0,83.0,283.0,283.0
