measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,11967.0,123655.01,123655.01
2001-02-01,12225.0,126320.93,126320.93
2001-03-01,37630.0,388830.79,388830.79
2001-04-01,16426.0,169729.86,169729.86
2001-05-01,9673.0,99951.11,99951.11
2001-06-01,12154.0,125587.28,125587.28
2001-07-01,7384.0,76298.87,76298.87
2001-08-01,6491.0,67071.5,67071.5
2001-09-01,4203.0,43429.6,43429.6
2001-10-01,3711.0,38345.76,38345.76
2001-11-01,2478.0,25605.17,25605.17
2001-12-01,5234.0,54082.92,54082.92
2002-01-01,15752.0,160245.1,160245.1
2002-02-01,9017.0,91729.94,91729.94
2002-03-01,8305.0,84486.77,84486.77
2002-04-01,6604.0,67182.49,67182.49
2002-05-01,11181.0,113744.31,113744.31
2002-06-01,3485.0,35452.91,35452.91
2002-07-01,4433.0,45096.91,45096.91
2002-08-01,4685.0,47660.51,47660.51
2002-09-01,8406.0,85514.24,85514.24
2002-10-01,13053.0,132788.17,132788.17
2002-11-01,22740.0,231334.02,231334.02
2002-12-01,32001.0,325546.17,325546.17
2003-01-01,14932.0,152918.61,152918.61
2003-02-01,21173.0,216832.69,216832.69
2003-03-01,26593.0,272338.91,272338.91
2003-04-01,13485.0,138099.89,138099.89
2003-05-01,49188.0,503734.31,503734.31
2003-06-01,24983.0,255850.9,255850.9
2003-07-01,29227.0,299313.71,299313.71
2003-08-01,13893.0,142278.21,142278.21
2003-09-01,8017.0,82102.1,82102.1
2003-10-01,5976.0,61200.22,61200.22
2003-11-01,13206.0,135242.65,135242.65
2003-12-01,10590.0,108452.19,108452.19
2004-01-01,10706.0,107295.53,107295.53
2004-02-01,18723.0,187641.91,187641.91
2004-03-01,9042.0,90618.92,90618.92
2004-04-01,6461.0,64752.14,64752.14
2004-05-01,8296.0,83142.51,83142.51
2004-06-01,8052.0,80697.14,80697.14
2004-07-01,9606.0,96271.33,96271.33
2004-08-01,4936.0,49468.59,49468.59
