measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2020-01-01,1680.475,19704.0,105315.0
2020-02-01,1517.343,17791.0,95091.0
2020-03-01,1423.239,16688.0,89194.0
2020-04-01,1389.115,16288.0,87055.0
2020-05-01,1437.675,16857.0,90098.0
2020-06-01,1653.581,19388.0,103630.0
2020-07-01,1773.725,20797.0,111158.0
2020-08-01,1572.084,18433.0,98522.0
2020-09-01,1304.625,15297.0,81761.0
2020-10-01,1319.217,15468.0,82675.0
2020-11-01,1085.478,12727.0,68026.0
2020-12-01,1531.393,17956.0,95972.0
2021-01-01,2017.245,22943.0,116352.0
2021-02-01,1767.266,20100.0,101931.0
2021-03-01,1448.963,16480.0,83572.0
2021-04-01,1589.284,18075.0,91666.0
2021-05-01,1661.014,18891.0,95803.0
2021-06-01,1918.446,21819.0,110651.0
2021-07-01,2065.911,23496.0,119157.0
2021-08-01,2298.436,26141.0,132568.0
2021-09-01,1738.289,19770.0,100260.0
2021-10-01,2024.542,23026.0,116770.0
2021-11-01,2058.999,23418.0,118758.0
2021-12-01,2165.605,24630.0,124907.0
2022-01-01,1650.303,18769.0,110391.0
2022-02-01,1442.132,16402.0,96465.0
2022-03-01,1293.808,14715.0,86544.0
2022-04-01,1451.761,16511.0,97109.0
2022-05-01,1465.19,16664.0,98008.0
2022-06-01,1566.509,17816.0,104785.0
2022-07-01,1641.287,18667.0,109787.0
2022-08-01,1587.08,18050.0,106161.0
2022-09-01,1301.375,14801.0,87050.0
2022-10-01,1683.209,19144.0,112591.0
2022-11-01,1500.553,17066.0,100374.0
2022-12-01,1683.793,19150.0,112630.0
2023-01-01,1737.737,19764.0,107613.0
2023-02-01,1635.754,18604.0,101295.0
2023-03-01,1728.961,19664.0,107067.0
2023-04-01,1342.174,15265.0,83115.0
2023-05-01,1530.016,17401.0,94747.0
2023-06-01,2010.087,22861.0,124476.0
2023-07-01,2032.035,23111.0,125835.0
2023-08-01,1748.828,19890.0,108297.0
2023-09-01,1561.368,17758.0,96689.0
2023-10-01,1472.701,16750.0,91198.0
2023-11-01,1573.927,17901.0,97467.0
2023-12-01,1726.412,19635.0,106909.0
2024-01-01,1722.702,19593.0,110549.0
2024-02-01,1704.129,19382.0,109359.0
2024-03-01,1716.446,19522.0,110150.0
2024-04-01,1427.626,16237.0,91615.0
2024-05-01,1668.63,18978.0,107080.0
2024-06-01,1754.676,19957.0,112603.0
2024-07-01,2052.306,23342.0,131702.0
2024-08-01,1960.017,22292.0,125780.0
2024-09-01,1562.821,17774.0,100290.0
2024-10-01,1933.0,21985.0,124046.0
2024-11-01,1575.212,17915.0,101086.0
2024-12-01,1789.435,20352.0,114833.0
