measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-01-01,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0
2015-01-01,376.093,4049.0,4049.0
2015-02-01,346.969,3735.0,3735.0
2015-03-01,429.199,4620.0,4620.0
2015-04-01,451.234,4858.0,4858.0
2015-05-01,426.221,4588.0,4588.0
2015-06-01,405.723,4367.0,4367.0
2015-07-01,408.363,4396.0,4396.0
2015-08-01,413.313,4449.0,4449.0
2015-09-01,417.155,4490.0,4490.0
2015-10-01,442.746,4766.0,4766.0
2015-11-01,360.238,3878.0,3878.0
2015-12-01,411.746,4432.0,4432.0
2016-01-01,555.346,3984.0,3984.0
2016-02-01,575.093,4126.0,4126.0
2016-03-01,722.96,5186.0,5186.0
2016-04-01,597.625,4287.0,4287.0
2016-05-01,673.806,4834.0,4834.0
2016-06-01,599.921,4304.0,4304.0
2016-07-01,569.437,4085.0,4085.0
2016-08-01,633.685,4546.0,4546.0
2016-09-01,542.191,3890.0,3890.0
2016-10-01,541.286,3883.0,3883.0
2016-11-01,578.74,4152.0,4152.0
2016-12-01,553.13,3968.0,3968.0
2017-01-01,603.101,9.0,9.0
2017-02-01,555.81,8.0,8.0
2017-03-01,617.762,9.0,9.0
2017-04-01,593.889,9.0,9.0
2017-05-01,586.119,8.0,8.0
2017-06-01,499.043,7.0,7.0
2017-07-01,500.384,7.0,7.0
2017-08-01,479.185,7.0,7.0
2017-09-01,556.221,8.0,8.0
2017-10-01,535.911,8.0,8.0
2017-11-01,554.989,8.0,8.0
2017-12-01,655.086,10.0,10.0
2018-01-01,493.804,4320.0,4999.0
2018-02-01,427.943,3744.0,4333.0
2018-03-01,488.998,4278.0,4952.0
2018-04-01,492.737,4311.0,4990.0
2018-05-01,471.184,4122.0,4771.0
2018-06-01,390.053,3412.0,3950.0
2018-07-01,392.875,3437.0,3978.0
2018-08-01,387.311,3388.0,3922.0
2018-09-01,393.415,3442.0,3984.0
2018-10-01,435.127,3807.0,4406.0
2018-11-01,425.59,3723.0,4310.0
2018-12-01,355.963,3114.0,3605.0
2019-01-01,428.872,3752.0,4331.0
2019-02-01,349.774,3060.0,3532.0
2019-03-01,471.68,4127.0,4763.0
2019-04-01,414.603,3627.0,4187.0
2019-05-01,463.739,4057.0,4683.0
2019-06-01,407.51,3565.0,4115.0
2019-07-01,417.596,3653.0,4217.0
2019-08-01,383.475,3355.0,3872.0
2019-09-01,376.577,3295.0,3803.0
2019-10-01,421.527,3688.0,4257.0
2019-11-01,367.712,3217.0,3713.0
2019-12-01,368.935,3228.0,3725.0
